"clbid","credits","crsid","departments","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","number","pn","section","semester","status","term","times","title","type","year"
"112663","1.0","12","[""AMST""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112664","1.0","1091","[""PHYS""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112665","1.0","523","[""GERM""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112666","1.0","277","[""ECON""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112668","1.0","94","[""ASIAN""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112669","1.0","1058","[""ESTH""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112671","1.0","205","[""CHEM""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112672","1.0","375","[""DANCE""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112673","1.0","314","[""EDUC""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112674","1.0","491","[""FREN""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112675","1.0","300","[""CSCI""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112676","1.0","785","[""MGMT""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112677","1.0","154","[""BIO""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112678","1.0","654","[""FAMST""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112679","1.0","1179","[""PSYCH""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112680","1.0","932","[""NORW""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112681","1.0","18613","[""AFAM""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112682","1.0","708","[""ID""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112683","1.0","847","[""MUSIC""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112684","1.0","26171","[""WMGST""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112685","1.0","69","[""ART""]","","","","","[""Christopher Tradowsky""]","200","","""IS/Black Cultural Memory""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112686","1.0","986","[""PHIL""]","[""WRI""]","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112687","1.0","465","[""ENVST""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112688","1.0","1316","[""SOAN""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112689","1.0","27399","[""LAMST""]","[""WRI""]","","""R""","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112690","1.0","1276","[""RUSSN""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112691","1.0","1395","[""THEAT""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112692","1.0","752","[""MATH""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112693","1.0","27330","[""RACE""]","","","""R""","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112694","1.0","434","[""ENGL""]","","","","","[""Sean F. Ward""]","200","","""IS/Women Writers of WWI""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112695","1.0","1239","[""REL""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112696","1.0","918","[""NEURO""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112697","1.0","30444","[""LNGST""]","","","""R""","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","","""Research""","2017"
"112711","1.0","625","[""HIST""]","","","","","[""Staff""]","200","","""IS/""","298","false","","1","""O""","20171","","""Independent Study""","""Research""","2017"
"112728","0.5","342","[""EDUC""]","","","","","[""Robert W. McClure""]","300","[""TBA""]","""Issues in Education""","385","false","","1","""O""","20171","[""M-F 0800-0400PM""]","","""Research""","2017"
"112748","1.0","1368","[""SWRK""]","","","","","[""Susan E. Smalling""]","300","[""RNS 356A"", ""RNS 356A"", ""RNS 356A"", ""RNS 356A""]","""Just Practice""","373","false","","1","""O""","20171","[""MWF 0800-1000"", ""MWF 1150-0150PM"", ""Th 0800-1050"", ""Th 1130-0200PM""]","","""Research""","2017"
"112754","1.0","1302","[""SOAN""]","[""HBS"", ""MCG""]","","","","[""Christopher L. Chiappari""]","200","[""OM 310""]","""Latin American Culture""","237","false","","1","""C""","20171","[""MWF 1045-1140""]","""Forging a Latin American Culture""","""Research""","2017"
"112756","1.0","980","[""PHIL""]","[""EIN"", ""WRI""]","","","","[""Kathryn R. Swanson""]","200","[""TBA""]","""Law, Politics, and Morality""","254","false","""A""","1","""C""","20171","[""MWF 0800-0855""]","","""Research""","2017"
"112757","1.0","980","[""PHIL""]","[""EIN"", ""WRI""]","","","","[""Kathryn R. Swanson""]","200","[""OM 020""]","""Law, Politics, and Morality""","254","false","""B""","1","""C""","20171","[""MWF 1045-1140""]","","""Research""","2017"
"112758","0.25","23242","[""ESAC""]","[""SPM""]","","","","[""Scott Nesbit""]","100","[""Tostrud Ctr""]","""Lifetime Sports and Games""","118","false","""B""","1","""C""","20171","[""MW 1255-0150PM""]","","""Research""","2017"
"112759","0.25","23242","[""ESAC""]","[""SPM""]","","","","[""Scott Nesbit""]","100","[""Tostrud Ctr"", ""Tostrud Ctr""]","""Lifetime Sports and Games""","118","false","""A""","1","""C""","20171","[""T 0200-0255PM"", ""Th 0225-0315PM""]","","""Research""","2017"
"112760","1.0","1388","[""THEAT""]","[""ALS-A""]","","","","[""Brian Bjorklund""]","200","[""TB Green Rm""]","""Lighting & Sound""","250","false","","1","""O""","20171","[""MWF 1150-1245PM""]","""Lighting and Sound-Design and Production""","""Research""","2017"
"112761","1.0","1346","[""SPAN""]","[""ALS-L""]","","","","[""Ariel Strichartz""]","300","[""TOH 110"", ""TOH 110""]","""Lit/Soc/LA: Lit/Dictator So Cone""","314","false","","1","""O""","20171","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Literature and Society in Latin America""","""Topic""","2017"
"112762","1.0","392","[""ENGL""]","[""ALS-L"", ""WRI""]","","","","[""Joan Hepburn""]","100","[""RML 421"", ""RML 421""]","""Literary Studies""","185","false","""B""","1","""C""","20171","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2017"
"112763","1.0","392","[""ENGL""]","[""ALS-L"", ""WRI""]","","","","[""Karen Cherewatuk""]","100","[""RML 420""]","""Literary Studies""","185","false","""A""","1","""C""","20171","[""MWF 0800-0855""]","","""Research""","2017"
"112764","1.0","424","[""ENGL""]","[""ALS-L""]","","","","[""Linda Mokdad""]","200","[""TOH 108"", ""TOH 108""]","""Literature & Film""","275","false","","1","""O""","20171","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Literature and Film""","""Research""","2017"
"112766","1.0","1238","[""REL""]","[""EIN"", ""WRI""]","","","","[""Douglas Schuurman""]","200","[""OM 305"", ""OM 305""]","""Love, Justice, Social Relations""","296","false","","1","""C""","20171","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Love, Justice and Social Relations""","""Research""","2017"
"112768","1.0","274","[""ECON""]","","","","","[""Thomas Bernardin""]","200","[""TBA"", ""TBA""]","""Macroeconomic Theory""","261","false","""A""","1","""C""","20171","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Intermediate Macroeconomic Theory""","""Research""","2017"
"112769","1.0","274","[""ECON""]","","","","","[""Thomas Bernardin""]","200","[""TBA"", ""TBA""]","""Macroeconomic Theory""","261","false","""B""","1","""C""","20171","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Intermediate Macroeconomic Theory""","""Research""","2017"
"112770","1.0","556","[""HIST""]","[""HWC""]","","","","[""Anna Kuxhausen""]","100","[""TBA""]","""Making Modern Russia""","121","false","","1","""C""","20171","[""MWF 0200-0255PM""]","""The Making of Modern Russia""","""Research""","2017"
"112771","1.0","964","[""PHIL""]","[""HWC""]","","","","[""Kathryn R. Swanson""]","100","[""TBA""]","""Making of Modern Mind""","118","false","","1","""C""","20171","[""MWF 1255-0150PM""]","""The Making of the Modern Mind""","""Research""","2017"
"112772","1.0","778","[""MGMT""]","[""HBS""]","","","","[""Richard Goedde""]","200","[""TBA""]","""Management""","251","false","""A""","1","""C""","20171","[""MWF 1255-0150PM""]","","""Research""","2017"
"112773","1.0","778","[""MGMT""]","[""HBS""]","","","","[""Richard Goedde""]","200","[""TBA""]","""Management""","251","false","""B""","1","""O""","20171","[""MWF 0200-0255PM""]","","""Research""","2017"
"112774","1.0","774","[""MGMT""]","","","","","[""Jerry K. Lee""]","200","[""TBA"", ""TBA""]","""Managerial/Cost Acct""","237","false","","1","""O""","20171","[""T 0800-0925"", ""Th 0800-0920""]","""Managerial Accounting""","""Research""","2017"
"112777","1.0","792","[""MEDIA""]","[""MCD"", ""ORC""]","","","","[""William Sonnega""]","100","[""TB 216"", ""TB 216""]","""Mass Media""","160","false","","1","""C""","20171","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2017"
"112778","1.0","29269","[""PHYS""]","","","","","[""Alden Adolph""]","300","[""RNS 297"", ""RNS 297""]","""Materials and Nanoscience""","362","false","","1","""O""","20171","[""T 0935-1100"", ""Th 0930-1050""]","""Materials Engineering and Nanoscience""","""Research""","2017"
"112779","1.0","30312","[""NURS""]","","","","","[""Staff"", ""Elizabeth Rodgers""]","300","[""YTT 050A""]","""Medical-Surgical Nursing II""","315","false","","1","""O""","20171","[""MWF 1150-1245PM""]","","""Research""","2017"
"112780","1.0","60","[""ART""]","[""ALS-A"", ""HWC"", ""WRI""]","","","","[""Nancy M. Thompson""]","200","[""CAD 202"", ""CAD 202""]","""Medieval Art""","263","false","","1","""C""","20171","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2017"
"112782","1.0","275","[""ECON""]","","","","","[""Vladimir Fleurimond""]","200","[""TBA""]","""Microeconomic Theory""","262","false","""A""","1","""C""","20171","[""MWF 0800-0855""]","""Intermediate Microeconomic Theory""","""Research""","2017"
"112783","1.0","275","[""ECON""]","","","","","[""Vladimir Fleurimond""]","200","[""OM 010""]","""Microeconomic Theory""","262","false","""B""","1","""C""","20171","[""MWF 1255-0150PM""]","""Intermediate Microeconomic Theory""","""Research""","2017"
"112785","0.25","351","[""DANCE""]","[""ALS-A"", ""SPM""]","","","","[""Anthony Roberts""]","100","[""CAD Studio 1""]","""Modern Dance I""","111","true","","1","""C""","20171","[""MF 1045-1140""]","","""Research""","2017"
"112786","0.5","357","[""DANCE""]","[""ALS-A"", ""SPM""]","","","","[""Heather J. Klopchin""]","200","[""CAD Studio 2"", ""CAD Studio 2""]","""Modern Dance II""","210","false","""A""","1","""O""","20171","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2017"
"112787","0.25","358","[""DANCE""]","[""ALS-A"", ""SPM""]","","","","[""Heather J. Klopchin""]","200","[""CAD Studio 2"", ""CAD Studio 2""]","""Modern Dance II""","211","false","""A""","1","""O""","20171","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2017"
"112788","0.5","357","[""DANCE""]","[""ALS-A"", ""SPM""]","","","","[""Anthony Roberts""]","200","[""CAD Studio 2""]","""Modern Dance II""","210","false","""B""","1","""O""","20171","[""MW 0200-0330PM""]","","""Research""","2017"
"112789","0.25","358","[""DANCE""]","[""ALS-A"", ""SPM""]","","","","[""Anthony Roberts""]","200","[""CAD Studio 2""]","""Modern Dance II""","211","false","""B""","1","""O""","20171","[""MW 0200-0330PM""]","","""Research""","2017"
"112790","0.5","362","[""DANCE""]","[""ALS-A"", ""SPM""]","","","","[""Janice Roberts""]","300","[""CAD Studio 1""]","""Modern III""","310","false","","1","""O""","20171","[""MWF 0200-0330PM""]","","""Research""","2017"
"112791","0.25","363","[""DANCE""]","[""ALS-A"", ""SPM""]","","","","[""Janice Roberts""]","300","[""CAD Studio 1""]","""Modern III""","311","false","","1","""O""","20171","[""MWF 0200-0330PM""]","","""Research""","2017"
"112794","1.0","965","[""PHIL""]","[""HBS""]","","","","[""Michael Fuerstein""]","100","[""TBA""]","""Moral Psychology""","119","false","""B""","1","""O""","20171","[""MWF 1150-1245PM""]","","""Research""","2017"
"112795","1.0","965","[""PHIL""]","[""HBS""]","","","","[""Michael Fuerstein""]","100","[""TBA""]","""Moral Psychology""","119","false","""A""","1","""C""","20171","[""MWF 1045-1140""]","","""Research""","2017"
"112796","0.5","16970","[""MSCS""]","","","","","[""Julie M. Legler""]","300","[""RNS 207""]","""MSCS Research Methods""","389","false","","1","""O""","20171","[""MWF 0200-0255PM""]","""Math, Statistics, and Computer Science Research Methods""","""Research""","2017"
"112797","1.0","738","[""MATH""]","","","","","[""Marju Purin""]","200","[""RNS 206""]","""Multivariable Calc""","226","false","""A""","1","""O""","20171","[""MWF 1255-0150PM""]","""Multivariable Calculus""","""Research""","2017"
"112798","1.0","738","[""MATH""]","","","","","[""Marju Purin""]","200","[""RNS 206""]","""Multivariable Calc""","226","false","""B""","1","""O""","20171","[""MWF 0200-0255PM""]","""Multivariable Calculus""","""Research""","2017"
"112801","1.0","534","[""GCON""]","[""ALS-L"", ""WRI""]","","","","[""Steve T. Reece""]","200","[""OM 210""]","""New Forces of Secular""","217","false","""A""","1","""C""","20171","[""MWF 1150-1245PM""]","""The Tradition Renewed: New Forces of Secularization""","""Research""","2017"
"112802","1.0","534","[""GCON""]","[""ALS-L"", ""WRI""]","","","","[""Patricia Beckman""]","200","[""OM 140""]","""New Forces of Secular""","217","false","""B""","1","""C""","20171","[""MWF 1150-1245PM""]","""The Tradition Renewed: New Forces of Secularization""","""Research""","2017"
"112803","1.0","534","[""GCON""]","[""ALS-L"", ""WRI""]","","","","[""W. Bruce Benson""]","200","[""OM 110""]","""New Forces of Secular""","217","false","""C""","1","""C""","20171","[""MWF 1150-1245PM""]","""The Tradition Renewed: New Forces of Secularization""","""Research""","2017"
"112804","1.0","534","[""GCON""]","[""ALS-L"", ""WRI""]","","","","[""Peder J. Jothen""]","200","[""RML 420""]","""New Forces of Secular""","217","false","""D""","1","""C""","20171","[""MWF 1150-1245PM""]","""The Tradition Renewed: New Forces of Secularization""","""Research""","2017"
"112805","1.0","534","[""GCON""]","[""ALS-L"", ""WRI""]","","","","[""Kevin Mummey""]","200","[""RML 520""]","""New Forces of Secular""","217","false","""E""","1","""C""","20171","[""MWF 1150-1245PM""]","""The Tradition Renewed: New Forces of Secularization""","""Research""","2017"
"112806","1.0","534","[""GCON""]","[""ALS-L"", ""WRI""]","","","","[""Douglas J. Casson""]","200","[""RML 515""]","""New Forces of Secular""","217","false","""F""","1","""C""","20171","[""MWF 1150-1245PM""]","""The Tradition Renewed: New Forces of Secularization""","""Research""","2017"
"112821","1.0","933","[""NORW""]","[""ALS-L"", ""FOL-N"", ""WRI""]","","","","[""Staff""]","300","[""TOH 308"", ""TOH 308""]","""Norwegian Literature: An Overview""","371","false","","1","""O""","20171","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2017"
"112824","1.0","33","[""ART""]","","","","","[""Michon Weeks""]","200","[""CAD 214""]","""Oil/Acrylic Painting""","221","false","","1","""C""","20171","[""MWF 1045-1245PM""]","","""Research""","2017"
"112831","1.0","196","[""CHEM""]","","196","","","[""Dipannita Kalyani""]","200","[""RNS 310""]","""Organic Chemistry I""","247","false","""A""","1","""O""","20171","[""MWF 0800-0855""]","","""Research""","2017"
"112832","1.0","196","[""CHEM""]","","196","","","[""Dipannita Kalyani""]","200","[""RNS 310""]","""Organic Chemistry I""","247","false","""B""","1","""C""","20171","[""MWF 0905-1000""]","","""Research""","2017"
"112833","1.0","196","[""CHEM""]","","196","","","[""William P. Roberts""]","200","[""RNS 310"", ""RNS 310""]","""Organic Chemistry I""","247","false","""C""","1","""C""","20171","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2017"
"112835","1.0","488","[""FREN""]","[""WRI""]","","","","[""Jolene Barjasteh""]","200","[""TOH 314"", ""TOH 314""]","""Top: French Women Writers""","273","false","","1","""O""","20171","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Period Studies""","""Topic""","2017"
"112840","1.0","973","[""PHIL""]","[""BTS-T""]","","","","[""Charles Taliaferro""]","200","[""RNS 390"", ""RNS 390""]","""Philosophical Theology""","241","false","""A""","1","""C""","20171","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2017"
"112841","1.0","973","[""PHIL""]","[""BTS-T""]","","","","[""Charles Taliaferro""]","200","[""RNS 390"", ""RNS 390""]","""Philosophical Theology""","241","false","""B""","1","""C""","20171","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2017"
"112844","1.0","29","[""ART""]","[""ALS-A""]","","","","[""Margaret Ojala""]","200","[""CAD 122"", ""CAD 122""]","""Photography""","205","false","","1","""C""","20171","[""T 0800-1100"", ""Th 0800-1050""]","","""Research""","2017"
"112846","1.0","207","[""CHEM""]","[""IST""]","207","","","[""Rodrigo Sanchez-Gonzalez""]","300","[""RNS 290""]","""Physical Chemistry""","371","false","","1","""O""","20171","[""MWF 0800-0855""]","","""Research""","2017"
"112847","0.25","206","[""CHEM""]","[""WRI""]","207","","","[""Rodrigo Sanchez-Gonzalez""]","300","[""RNS 392""]","""Physical Lab""","357","true","""A""","1","""O""","20171","[""M 0100-0500PM""]","""Physical Laboratory""","""Lab""","2017"
"112848","0.25","206","[""CHEM""]","[""WRI""]","207","","","[""Rodrigo Sanchez-Gonzalez""]","300","[""RNS 392""]","""Physical Lab""","357","true","""B""","1","""C""","20171","[""T 1145-0345PM""]","""Physical Laboratory""","""Lab""","2017"
"112858","0.25","807","[""MUSIC""]","","","","","[""Nancy Paddleford""]","100","[""CHM 222""]","""Piano Class I""","161","false","""A""","1","""O""","20171","[""MW 1255-0150PM""]","","""Research""","2017"
"112859","0.25","807","[""MUSIC""]","","","","","[""Nancy Paddleford""]","100","[""CHM 222""]","""Piano Class I""","161","false","""B""","1","""O""","20171","[""MW 0200-0255PM""]","","""Research""","2017"
"112860","0.25","807","[""MUSIC""]","","","","","[""Linda Berger""]","100","[""CHM 222"", ""CHM 222""]","""Piano Class I""","161","false","""C""","1","""O""","20171","[""T 1005-1100"", ""Th 0955-1050""]","","""Research""","2017"
"112861","0.25","807","[""MUSIC""]","","","","","[""Linda Berger""]","100","[""CHM 222"", ""CHM 222""]","""Piano Class I""","161","false","""D""","1","""O""","20171","[""T 1145-1240PM"", ""Th 1245-0140PM""]","","""Research""","2017"
"112862","0.25","836","[""MUSIC""]","","","","","[""Christopher Atzinger""]","200","[""CHM 222""]","""Piano Class III""","261","false","""A""","1","""C""","20171","[""MW 0905-1000""]","","""Research""","2017"
"112863","0.25","836","[""MUSIC""]","","","","","[""Christopher Atzinger""]","200","[""CHM 222""]","""Piano Class III""","261","false","""B""","1","""C""","20171","[""MW 1045-1140""]","","""Research""","2017"
"112864","0.25","836","[""MUSIC""]","","","","","[""Staff""]","200","[""CHM 222""]","""Piano Class III""","261","false","""C""","1","""C""","20171","[""MW 1150-1245PM""]","","""Research""","2017"
"112867","1.0","17594","[""PSYCH""]","[""WRI""]","","","","[""Donna K. McMillan""]","300","[""RNS 124"", ""RNS 124""]","""Positive Psychology""","342","false","","1","""C""","20171","[""T 0800-0925"", ""Th 0800-0920""]","""Positive Psychology: The Science of Optimal Human Experience""","""Research""","2017"
"112868","0.0","1073","[""PHYS""]","","1072","","","[""Jason J. Engbrecht""]","100","[""RNS 292""]","""Principles Physics I Lab""","124","false","""A""","1","""C""","20171","[""M 1255-0325PM""]","","""Lab""","2017"
"112869","0.0","1073","[""PHYS""]","","1072","","","[""Amy Kolan""]","100","[""RNS 292""]","""Principles Physics I Lab""","124","false","""B""","1","""C""","20171","[""T 1145-0215PM""]","","""Lab""","2017"
"112870","0.0","1073","[""PHYS""]","","1072","","","[""Alden Adolph""]","100","[""RNS 292""]","""Principles Physics I Lab""","124","false","""C""","1","""C""","20171","[""T 0225-0455PM""]","","""Lab""","2017"
"112871","0.0","1073","[""PHYS""]","","1072","","","[""Alden Adolph""]","100","[""RNS 292""]","""Principles Physics I Lab""","124","false","""D""","1","""C""","20171","[""Th 1245-0315PM""]","","""Lab""","2017"
"112872","0.0","1073","[""PHYS""]","","1072","","","[""Prabal Adhikari""]","100","[""RNS 292""]","""Principles Physics I Lab""","124","false","""E""","1","""C""","20171","[""F 0200-0430PM""]","","""Lab""","2017"
"112874","1.0","287","[""CSCI""]","[""AQR""]","","","","[""Vinayak Elangovan""]","100","[""RNS 203""]","""Principles Comp Sci""","121","false","""A""","1","""O""","20171","[""MWF 0905-1000""]","""Principles of Computer Science""","""Research""","2017"
"112875","1.0","287","[""CSCI""]","[""AQR""]","","","","[""Vinayak Elangovan""]","100","[""RNS 203""]","""Principles Comp Sci""","121","false","""B""","1","""O""","20171","[""MWF 1255-0150PM""]","""Principles of Computer Science""","""Research""","2017"
"112876","1.0","768","[""MGMT""]","","","","","[""Jerry K. Lee""]","200","[""TBA"", ""TBA""]","""Principles of Acct""","225","false","""A""","1","""C""","20171","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Principles of Accounting""","""Research""","2017"
"112877","1.0","768","[""MGMT""]","","","","","[""Jerry K. Lee""]","200","[""TBA"", ""TBA""]","""Principles of Acct""","225","false","""B""","1","""C""","20171","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Principles of Accounting""","""Research""","2017"
"112880","1.0","259","[""ECON""]","[""HBS""]","","","","[""Thomas Bernardin""]","100","[""TBA"", ""TBA""]","""Principles of Econ""","121","false","""B""","1","""O""","20171","[""T 0800-0925"", ""Th 0800-0920""]","""Principles of Economics""","""Research""","2017"
"112881","1.0","259","[""ECON""]","[""HBS""]","","","","[""Rebecca Judge""]","100","[""TBA"", ""TBA""]","""Principles of Econ""","121","false","""C""","1","""C""","20171","[""T 0935-1100"", ""Th 0930-1050""]","""Principles of Economics""","""Research""","2017"
"112882","1.0","259","[""ECON""]","[""HBS""]","","","","[""Vladimir Fleurimond""]","100","[""TB 227""]","""Principles of Econ""","121","false","""D""","1","""C""","20171","[""MWF 1045-1140""]","""Principles of Economics""","""Research""","2017"
"112883","1.0","321","[""EDUC""]","[""ORC""]","","","","[""Jill A. Watson""]","300","[""TOH 214""]","""Principles of Education, K-12""","330","false","""A""","1","""O""","20171","[""MWF 0905-1000""]","","""Research""","2017"
"112884","1.0","321","[""EDUC""]","[""ORC""]","","","","[""Staff""]","300","[""TOH 214""]","""Principles of Education, K-12""","330","false","""B""","1","""C""","20171","[""MWF 1045-1140""]","","""Research""","2017"
"112886","1.0","1402","[""STAT""]","[""AQR""]","1402","","","[""Robert D. Eisinger""]","100","[""RNS 150"", ""RNS 150""]","""Principles of Statistics""","110","false","","1","""O""","20171","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2017"
"112887","0.0","22827","[""STAT""]","","1402","","","[""Robert D. Eisinger""]","100","[""RML 115""]","""Principles of Statistics Lab""","110","false","""A""","1","""O""","20171","[""F 0800-0855""]","","""Lab""","2017"
"112888","0.0","22827","[""STAT""]","","1402","","","[""Robert D. Eisinger""]","100","[""RML 115""]","""Principles of Statistics Lab""","110","false","""B""","1","""O""","20171","[""F 0905-1000""]","","""Lab""","2017"
"112889","0.0","22827","[""STAT""]","","1402","","","[""Robert D. Eisinger""]","100","[""RML 115""]","""Principles of Statistics Lab""","110","false","""C""","1","""O""","20171","[""F 1045-1140""]","","""Lab""","2017"
"112890","1.0","1072","[""PHYS""]","[""SED""]","1072","","","[""Alden Adolph""]","100","[""RNS 210""]","""Principles Physics I""","124","false","""A""","1","""C""","20171","[""MWF 0800-0855""]","""Principles of Physics I""","""Research""","2017"
"112891","1.0","1072","[""PHYS""]","[""SED""]","1072","","","[""Prabal Adhikari""]","100","[""RNS 210""]","""Principles Physics I""","124","false","""B""","1","""C""","20171","[""MWF 1150-1245PM""]","""Principles of Physics I""","""Research""","2017"
"112892","1.0","1154","[""PSYCH""]","[""HBS"", ""IST""]","","","","[""Mark Sundby""]","100","[""RNS 150"", ""RNS 150""]","""Principles: Psych""","125","false","""C""","1","""O""","20171","[""T 0935-1100"", ""Th 0930-1050""]","""Principles of Psychology""","""Research""","2017"
"112893","1.0","1154","[""PSYCH""]","[""HBS"", ""IST""]","","","","[""Daniel R. Nelson""]","100","[""RNS 150""]","""Principles: Psych""","125","false","""B""","1","""O""","20171","[""MWF 1045-1140""]","""Principles of Psychology""","""Research""","2017"
"112895","1.0","748","[""MATH""]","","","","","[""Paul Zorn""]","200","[""RNS 208""]","""Probability Theory""","262","false","","1","""C""","20171","[""MWF 1045-1140""]","","""Research""","2017"
"112896","1.0","1177","[""PSYCH""]","[""HBS""]","","","","[""Carlo O. Veltri""]","200","[""OM 010""]","""Psych of Personality""","244","false","""A""","1","""O""","20171","[""MWF 0800-0855""]","""Psychology of Personality""","""Research""","2017"
"112897","1.0","1177","[""PSYCH""]","[""HBS""]","","","","[""Carlo O. Veltri""]","200","[""OM 010""]","""Psych of Personality""","244","false","""B""","1","""C""","20171","[""MWF 0905-1000""]","""Psychology of Personality""","""Research""","2017"
"112898","1.0","1176","[""PSYCH""]","[""HBS""]","","","","[""Donna K. McMillan""]","200","[""RNS 190"", ""RNS 190""]","""Psychopathology""","247","false","""A""","1","""C""","20171","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2017"
"112899","1.0","1176","[""PSYCH""]","[""HBS""]","","","","[""Donna K. McMillan""]","200","[""RNS 190"", ""RNS 190""]","""Psychopathology""","247","false","""B""","1","""O""","20171","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2017"
"112900","1.0","30313","[""NURS""]","","","","","[""Staff"", ""Mary Kuehn""]","300","[""YTT 050A""]","""Public Health Nursing""","316","false","","1","""O""","20171","[""MWF 1255-0150PM""]","","""Research""","2017"
"112901","1.0","1094","[""PHYS""]","","","","","[""David Nitz""]","300","[""RNS 297""]","""Quantum Mechanics""","376","false","","1","""O""","20171","[""MWF 0800-0855""]","","""Research""","2017"
"112902","1.0","1306","[""SOAN""]","[""HBS"", ""MCD""]","","","","[""Marc David""]","200","[""TBA""]","""Race/Class-Am Culture""","264","false","""A""","1","""C""","20171","[""MWF 1045-1140""]","""Race and Class in American Culture""","""Research""","2017"
