"clbid","credits","crsid","departments","description","gereqs","groupid","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year"
"11528","1.0","1239","['REL']","","","","['Vernon Faillettaz']","200","","IS/Urban Pilgramage","","298","False","False","","2","O","20052","","Independent Study","Research","2005"
"11529","1.0","1253","['REL']","","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","Internship","Research","2005"
"11530","1.0","1257","['REL']","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20052","","Independent Research","Research","2005"
"11531","1.0","1268","['RUSSN']","This course examines the development of differing approaches to some aspect of Russian life and culture as presented in the classical texts of Russian literature. Actual topics vary according to year and instructor.","","","['Peter-John Thomas']","200","['OM 011']","Top: Russian Obsessions","","250","False","False","","2","C","20052","['M-Th 1040-1240PM']","Topics in Russian Literature","Topic","2005"
"11532","1.0","1275","['RUSSN']","","","","['Staff']","200","","Academic Internship","","294","True","False","","2","O","20052","","","Research","2005"
"11533","1.0","1276","['RUSSN']","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20052","","Independent Study","Research","2005"
"11534","1.0","1279","['RUSSN']","","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","","Research","2005"
"11535","1.0","1280","['RUSSN']","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20052","","Independent Research","Research","2005"
"11536","1.0","1287","['SOAN']","In many respects, products like caffeine, nicotine, alcohol and opium provide the glue that holds together modern life. This course examines the web of these substances from an anthropological perspective. Our focus includes the politics of production, the culturally diverse practices of consumption and the social consequences of regulation. Based on our collective experience at St. Olaf, we consider the mood-altering substances on and off campus, and examine their influence in such things as our social identity, individual consciousness and the structure of authority. Offered Interim.","","","['Thomas A. Williamson']","100","['BMC 102']","Modern Elixirs","","116","False","False","","2","C","20052","['M-F 1040-0100PM']","Modern Elixirs: The Anthropology of Mood-Altering Substances","Research","2005"
"11537","1.0","1311","['SOAN']","This course compares gender patterns and issues in various cultures around the world, such as Latin America, the Middle East, India, the U.S. and East Asia. How do cultural expectations for women and men vary? Why do some societies have more gender equality than others? How do economic and political change, including globalization, impact gender roles? How do U.S. and Third World feminism compare? Offered Fall Semester.","","","['Carolyn Anderson']","200","['HH 403']","Gender/C-Cult/Persp","","261","False","False","","2","C","20052","['M-F 0100-0400PM']","Gender in Cross-Cultural Perspective","Research","2005"
"11538","1.0","1315","['SOAN']","","","","['Thomas A. Williamson']","200","","Academic Internship","","294","True","False","","2","O","20052","","Internship","Research","2005"
"11539","1.0","1316","['SOAN']","","","","['Thomas A. Williamson']","200","","IS/China Baby Trade","","298","False","False","","2","O","20052","","Independent Study","Research","2005"
"11540","1.0","1319","['SOAN']","","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","Internship","Research","2005"
"11541","1.0","1320","['SOAN']","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20052","","Independent Research","Research","2005"
"11542","1.0","1324","['SPAN']","Students begin learning Spanish through listening, speaking, reading and writing about topics familiar to them, including family, academic and social life, in an intercultural context. And they reinforce these skills through complementary exercises in the language laboratory. Offered Fall Semester. Open only to students with no prior experience in Spanish.","","","['Sylvia Carullo']","100","['OM 021', 'OM 021']","Beginning Spanish I","","111","False","False","","2","C","20052","['M-F 0900-1000', 'M-F 1040-1240PM']","","Research","2005"
"11543","1.0","1326","['SPAN']","Through exploring the geographic and human diversity of the Spanish-speaking world, students develop increasingly complex skills for analyzing and communicating in Spanish. They study such essential dimensions of that world as: (1) geography and development; (2) environmental challenges and solutions; (3) population and demographic changes and challenges; and (4) ethnic diversity. Prerequisite: Spanish 112 or placement. Offered Fall and Spring Semesters.","","","['Juliet A. Lynd']","200","['OM 031', 'OM 031']","Intermed Spanish I","","231","False","Prerequisite: Spanish 112 or placement. Offered Fall and Spring Semesters.","","2","O","20052","['M-F 1040-1240PM', 'M-F 0100-0300PM']","Intermediate Spanish I","Research","2005"
"11544","1.0","1328","['SPAN']","Students explore geographic, economic, political and ethnic dimensions of life in present-day Ecuador by combining intensive course work with such cross-cultural experiences as a homestay in Quito, interactions with university students in Quito, field trips to an indigenous maket in Otavalo, the Amazon region east of Tena, and so forth. They consolidate their language skills and continue to develop their skills for analyzing and communicating in Spanish by writing compositions, making oral presentations, interviewing their host families, visiting indigenous homes and engaging in other interactive group activities. Prerequisite: Spanish 231 or placement.","['MCG']","","['Joseph McClanahan']","200","","Inter Span II-Ecuador","","233","False","Prerequisite: Spanish 231 or placement.","","2","C","20052","","Intermediate Spanish II in Ecuador","Research","2005"
"11545","1.0","1329","['SPAN']","Students explore geographic, economic, political and ethnic dimensions of life in present-day Costa Rica by combining intensive course work with such cross-cultural experiences as a homestay in San Jose; field work, visits to sites of cultural interest and excursions to the geographically and culturally diverse Atlantic and Pacific coasts. They consolidate their language skills and continue to develop their skills for analyzing and communicating in Spanish by writing compositions, making oral presentations, interviewing their host families and engaging in other interactive group activities. Prerequisite: Spanish 231 or placement.","","","['Leon Narvaez']","200","","Inter Span II-C Rica","","234","False","Prerequisite: Spanish 231 or placement.","","2","C","20052","","Intermediate Spanish II in Costa Rica","Research","2005"
"11546","1.0","1338","['SPAN']","","","","['Gwendolyn Barnes-Karol']","200","['OM 020']","Contemporary Issues","","274","False","False","","2","O","20052","['M-F 1040-0300PM']","","Research","2005"
"11547","1.0","1341","['SPAN']","","","","['Staff']","200","","Academic Internship","","294","True","False","","2","O","20052","","","Research","2005"
"11548","1.0","1342","['SPAN']","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20052","","Independent Study","Research","2005"
"11549","1.0","1354","['SPAN']","","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","","Research","2005"
"11550","1.0","1355","['SPAN']","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20052","","Independent Research","Research","2005"
"11551","1.0","1357","['SWRK']","Students explore human services as a profession, a vocation, or a hobby. Who needs help? Who helps? Where? How? Using the liberal arts as a foundation for helping people, students can study careers in areas such as homelessness, addictions, juvenile delinquency, welfare and social ministry. The class includes discussion, speakers and field trips; additional fee. Open to first year students and sophomores. Offered in Interim 2004 and alternate years.","","","['Anne B. Miller']","100","['BMC 111', 'TBA', 'TBA']","I Want to Help People","","120","False","False","","2","O","20052","['M-F 0830-1000', 'M-F 1040-1240PM', 'M-Th 0100-0300PM']","","Research","2005"
"11552","1.0","1366","['SWRK']","","","","['Staff']","200","","Academic Internship","","294","True","False","","2","O","20052","","Internship","Research","2005"
"11553","1.0","1367","['SWRK']","","","","['Mary Carlsen']","200","","IS/Street Child - India","","298","False","False","","2","O","20052","","Independent Study","Research","2005"
"11554","1.0","1372","['SWRK']","","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","","Research","2005"
"11555","1.0","1373","['SWRK']","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20052","","Independent Research","Research","2005"
"11556","1.0","1376","['THEAT']","This studio course is designed as an overview of the acting process for the non-major: basic acting theories, rehearsal techniques, improvisation, history and styles. Students explore and practice exercises, scene work and audition material. The course requires trips to professional theaters in the Twin Cities. A ticket fee is required. No prerequisites. This course does not fulfill the acting requirement for the major. Offered annually.","","","['Peter Moore']","100","['FH 040']","Acting for Non-Majors","","115","False","False","","2","C","20052","['M-F 1040-1240PM']","Acting for the Non-Major","Research","2005"
"11557","1.0","1380","['THEAT']","This course studies theater performance through the full-scale mounting of a production during the month of January, followed by public performances at the beginning of Spring Semester. Students enroll in the class through either an acting audition or a production position interview held in late October or early November. No previous experience is necessary. Selected participants are notified prior to Interim registration. Details about the audition/interview and scripts are available by calling the Theatre Department Office, x3240. Offered only in Interim.","","","['Brian Bjorklund']","100","['TB Kelsey', 'TB Kelsey', 'TB Kelsey']","Prod Theater: Intro","","133","True","False","","2","C","20052","['M-F 0900-1000', 'M-F 1040-0500PM', 'M-F 0700-1000PM']","Producing Theater: Introductory","Research","2005"
"11558","1.0","1387","['THEAT']","Designed for the student with previous course work and production work in theater. This course studies theater performance through the full-scale mounting of a production during the month of January, followed by public performances at the beginning of Spring Semester. Students enroll in the class through either an acting audition or a production position interview held in late October or early November. No previous experience is necessary. Selected participants are notified prior to Interim registration. Details about the audition/interview and scripts are available by calling the Theatre Department Office, x3240. Offered only in Interim.","","","['Dona W. Freeman']","200","['TB Haugen', 'TB Haugen', 'TB Haugen']","Prod Theater: Advanced","","234","True","False","","2","C","20052","['M-F 0900-1000', 'M-F 1040-0500PM', 'M-F 0700-1000PM']","Producing Theater: Advanced","Research","2005"
"11559","1.0","1394","['THEAT']","Prerequisite: At least three previous courses in department.","","","['Staff']","200","","Academic Internship","","294","True","Prerequisite: At least three previous courses in department.","","2","O","20052","","Internships","Research","2005"
"11560","1.0","1395","['THEAT']","Prerequisite: At least three previous courses in department.","","","['Gary C. Gisselman']","200","","IS/Playwriting","","298","False","Prerequisite: At least three previous courses in department.","","2","O","20052","","Independent Study","Research","2005"
"11561","1.0","1400","['THEAT']","Prerequisite: at least five previous courses in department.","","","['Staff']","300","","Academic Internship","","394","True","Prerequisite: at least five previous courses in department.","","2","O","20052","","Internship","Research","2005"
"11562","1.0","1401","['THEAT']","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20052","","Independent Research","Research","2005"
"11563","1.0","1409","['STAT']","","","","['Staff']","200","","Academic Internship","","294","True","False","","2","O","20052","","Internship","Research","2005"
"11564","1.0","1410","['STAT']","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20052","","Independent Study","Research","2005"
"11565","1.0","1413","['STAT']","","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","Internship","Research","2005"
"11566","1.0","1414","['STAT']","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20052","","Independent Research","Research","2005"
"11670","1.0","1477","['WMNST']","","","","['Staff']","200","","Academic Internship","","294","True","False","","2","O","20052","","Internships","Research","2005"
"11671","1.0","1478","['WMNST']","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20052","","Independent Study","Research","2005"
"11672","1.0","1479","['WMNST']","","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","Internships","Research","2005"
"11673","1.0","1480","['WMNST']","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20052","","Independent Research","Research","2005"
"47480","1.0","393","['ENGL']","The personal essay may contain rumination, memoir, anecdote, diatribe, scholarship, fantasy and moral philosophy. Students will read and write about the personal essay from its origins to the present day as well as craft their own personal essays. Readings range from founding father Montaigne to classic practitioners Charles Lamb and Virginia Woolf; students will also explore multicultural essayists such as Wole Soyinka and American voices from Thoreau to Annie Dillard.","","","['Diana Postlethwaite']","200","['RML 420']","Personal Essay","","200","False","False","","2","C","20052","['M-F 1040-1240PM']","Reading and Writing the Personal Essay","Research","2005"
"47483","0.0","16239","['GERM']","","","","['Karen R. Achberger']","200","","FLC - German","","245","True","False","","2","C","20052","","","FLAC","2005"
"47484","1.0","781","['MGMT']","","","","['Sian E. Muir']","200","['OM 031']","New Venture Formulat","","257","False","False","","2","C","20052","['M-F 0100-0300PM']","","Research","2005"
"47489","1.0","2011","['NORW']","","","","['Marte H. Hult']","100","","Norw Folklore/Narrat","","125","False","False","","2","O","20052","['M-F 1040-1240PM']","","Research","2005"
"47711","1.0","44","['ART']","This course, designed for students who want to heighten their drawing skills, emphasizes using expressive qualities of drawing by investigating various media, techniques and content. Assignments are both traditional and nontraditional within historical perspectives. Experimentation is encouraged. Developing a personal visual language is stressed, culminating in the production of a series of drawings that relate thematically. Critical thinking and discussion skills are important. Prerequisites: Art 111 and 112 (or 120), and 113. Lab fee. Offered annually.","","","['Wendell Arneson']","200","['DC 214', 'DC 214', 'DC 214']","Advanced Drawing","","233","False","Prerequisites: Art 111 and 112 (or 120), and 113. Lab fee. Offered annually.","","2","O","20052","['M-F 0900-1000', 'M-F 1040-1210PM', 'M-F 0100-0300PM']","","Research","2005"
"47721","1.0","227","['CLASS']","This course is an interdisciplinary introduction to the roughly 300-year period of Western European history from the Fall of the Roman Empire to the establishment of the 6th-century Christian Germanic kingdoms. Using primary sources, archaeological evidence and remains of art and architecture, students investigate the collapse of Roman authority and the rise of the Christian Church, gaining insight into an age of great transition and change. GE: HWC. Offered periodically in Interim.","","","['David M. Perry']","100","['OM 031']","Fall of Roman Empire","","128","False","False","","2","O","20052","['M-F 1040-1240PM']","The Fall of the Roman Empire and the Rise of Christianity","Research","2005"
"47725","1.0","572","['HIST']","","","","['Anna Kuxhausen']","100","['OM 001']","Top: Making Modern Russia","First-Year students only","188","False","False","","2","C","20052","['M-F 1040-1240PM']","","Topic","2005"
"47726","1.0","770","['MGMT']","This course focuses on using Microsoft Excel to analyze common management problems and develop solutions. Microsoft PowerPoint, a presentation graphics software program, is also introduced. Offered during Interim.","","","['Richard Goedde']","200","","Computer Applications","","230","False","False","","2","C","20052","['M-F 1040-1240PM']","","Research","2005"
"47727","1.0","16366","['PSYCH']","Students reflect on their own culture as they explore childhood and family life in China and Japan. Developmental and cross-cultural research, memoirs, works of fiction, and films are used to study parents' beliefs and childrearing practices as well as the development of the self, peer relationships, school achievement, and role changes during adulthood. With life expectancy increasing around the world, students also discover how China and Japan are responding to the graying of their populations. Prerequisites: Psychology 125 or Asian Studies 111 or Asian Studies 121.","","","['Dana Gross']","200","['HH 307']","Human Dev/China and Japan","","226","False","Prerequisites: Psychology 125 or Asian Studies 111 or Asian Studies 121.","","2","O","20052","['M-F 1040-1240PM']","Human Development in East Asia: Perspectives from China and Japan","Research","2005"
"47728","1.0","1286","['SOAN']","","","","['Grant P. Arndt']","100","['HH 413']","Anth of War and Peace","","115","False","False","","2","C","20052","['M-F 0100-0300PM']","","Research","2005"
"49141","1.0","17195","['ASIAN']","","","","['Holly Ogren']","100","['OM 001']","Gender in Contemp E Asia","","154","False","False","","2","O","20052","['M-F 0100-0300PM']","","Research","2005"
"49144","1.0","17196","['PSCI']","","","","['Anthony Lott', 'Douglas J. Casson']","100","['RML 525']","The Problem of War","","119","False","False","","2","O","20052","['M-F 0100-0300PM']","","Research","2005"
"49145","1.0","16963","['BIO']","","","","['Louis Henry Kermott']","100","['SC 110', 'SC 110', 'SC 110']","Animal Behavior","","177","False","False","","2","O","20052","['M-Th 0900-1000', 'M-Th 1040-1200PM', 'M-Th 0100-0200PM']","","Research","2005"
"49146","1.0","16964","['BIO']","","","","['Jason D. Hill']","200","['SC 269', 'SC 269', 'SC 269']","Envisioning Biology","","283","False","False","","2","O","20052","['MTThF 0830-1000', 'MTThF 1040-1140', 'MTThF 0100-0300PM']","","Research","2005"
"49147","1.0","17197","['ENGL']","","","","['Jon Eric Nelson']","100","","Romantic Comedy/Film Noir","","138","False","False","","2","O","20052","['M-F 1040-1240PM']","","Research","2005"
"49148","1.0","16967","['FAMST']","","","","['Sharon Powell']","100","['HH 317', 'HH 317']","Famlies in Film and Lit","","130","False","False","","2","O","20052","['MWF 1040-1240PM', 'MWF 0100-0300PM']","","Research","2005"
"49149","1.0","16968","['PSYCH']","","","","['Rebecca M. Starr']","200","['BMC 102']","Children and Technology","","229","False","False","","2","O","20052","['M-F 0100-0300PM']","","Research","2005"
"49150","1.0","16969","['PSYCH']","","","","['Shelly D. Dickinson']","300","['HH 206', 'HH 206']","Adv Res Method Behav Neur","","395","False","False","","2","C","20052","['M-Th 1040-1240PM', 'M-Th 0100-0300PM']","","Research","2005"
"49151","1.0","16966","['REL']","","","","['Philip E. Stoltzfus']","200","['BMC 110']","Theology and Music","","252","False","False","","2","C","20052","['M-F 0100-0300PM']","","Research","2005"
"49152","1.0","16965","['REL']","","","","['Peder J. Jothen']","200","['BMC 101']","Christian Aesthetic,Ethic","","292","False","False","","2","C","20052","['M-F 0100-0300PM']","","Research","2005"
"49154","1.0","17194","['HIST']","","","","['Clifford C. Weston']","100","['HH 317']","Top: Civil Rights","First-Year students only","187","False","False","","2","C","20052","['M-F 0100-0300PM']","","Topic","2005"
"49157","0.0","107","['BIO']","","","106","['Kimberly A. Kandl']","100","['SC 273', 'SC 273']","Cell Bio & Genetics Lab","","125","False","False","A","2","C","20052","['M-F 0800-1000', 'M-F 1040-1200PM']","","Lab","2005"
"49159","0.0","107","['BIO']","","","106","['Kimberly A. Kandl']","100","['SC 263', 'SC 263']","Cell Bio & Genetics Lab","","125","False","False","B","2","O","20052","['M-F 0800-1000', 'M-F 1040-1200PM']","","Lab","2005"
"49160","0.0","17249","['BIO']","","","110","['Jean C. Porterfield']","100","['SC 211']","Genetics/Evol/Soc Lab","","127","False","False","","2","C","20052","['M-Th 0100-0300PM']","","Lab","2005"
"49161","0.0","115","['BIO']","","","114","['John Giannini']","100","['SC 227']","Thinking & Doing Bio Lab","","135","False","False","","2","O","20052","['M-Th 1040-0200PM']","","Lab","2005"
"49162","0.0","1322","['INTD']","","","","['Staff']","100","","No Interim","","100","False","False","","2","O","20052","","","Research","2005"
"49165","0.0","191","['CHEM']","","","190","['Paul T. Jackson']","100","['SC 371']","A Matter of Environ Lab","","124","False","False","","2","O","20052","['TWTh 1230-0330PM']","","Lab","2005"
"49166","1.0","570","['HIST']","","","","['Megan J. Feeney']","100","['OM 015']","America Since Ww II","First-Year students only","182","False","False","","2","C","20052","['M-F 0100-0300PM']","","Research","2005"
"49167","0.0","1087","['PHYS']","","","","['David Nitz']","200","['SC 159']","Musical Acoustics Lab","","252","False","False","","2","C","20052","['M-F 0100-0330PM']","","Lab","2005"
"49444","1.0","1487","['ARMS']","","","","['Christopher L. Chiappari']","200","","IS/Contemp Chicanas","","298","False","False","","2","C","20052","","","Research","2005"
"49447","1.0","471","['IDFA']","","","","['Susan Bauer']","200","","Academic Internship","","294","True","False","","2","O","20052","","","Research","2005"
"49448","1.0","1365","['SWRK']","Social work majors study scientific approaches to building knowledge for generalist practice and assessing effectiveness and efficiency of both individual practice and social service programs. Students learn to assess needs and progress, design case interventions, measure client satisfaction and assess program outcomes. They evaluate elements of practice with diverse clients and portions of programs with which they are familiar and apply ethical standards to scientific inquiry. Open to non-majors by permission of program director only. Offered Spring Semester.","","","['Naurine Lennox']","200","","Eval/S Wk Pract/Prog","","274","False","False","","2","O","20052","","Evaluation of Social Work Practice and Programs","Research","2005"
"49763","1.0","68","['ART']","","","","['Steven Edwins']","200","","Academic Internship","","294","True","False","A","2","O","20052","","","Research","2005"
"49764","1.0","153","['BIO']","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty sponsor and complete an internship application.","","","['Jean C. Porterfield']","200","","Academic Internship","","294","True","False","A","2","O","20052","","Internship","Research","2005"
"49765","1.0","153","['BIO']","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty sponsor and complete an internship application.","","","['Patrick N. Riley']","200","","Academic Internship","","294","True","False","B","2","O","20052","","Internship","Research","2005"
"49766","1.0","153","['BIO']","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty sponsor and complete an internship application.","","","['Theodore Johnson']","200","","Academic Internship","","294","True","False","C","2","O","20052","","Internship","Research","2005"
"49767","1.0","153","['BIO']","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty sponsor and complete an internship application.","","","['Wesley Pearson']","200","","Academic Internship","","294","True","False","D","2","O","20052","","Internship","Research","2005"
"49768","1.0","153","['BIO']","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty sponsor and complete an internship application.","","","['Jason D. Hill']","200","","Academic Internship","","294","True","False","E","2","O","20052","","Internship","Research","2005"
"49769","1.0","153","['BIO']","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty sponsor and complete an internship application.","","","['Anne Walter']","200","","Academic Internship","","294","True","False","F","2","O","20052","","Internship","Research","2005"
"49771","1.0","204","['CHEM']","","","","['Beth Abdella']","200","","Academic Internship","","294","True","False","A","2","O","20052","","Internship","Research","2005"
"49772","1.0","313","['EDUC']","","","","['Rosemary A. Pfarr-Baker']","200","","Academic Internship","","294","True","False","A","2","O","20052","","","Research","2005"
"49773","1.0","433","['ENGL']","","","","['Karen Cherewatuk']","200","","Academic Internship","","294","True","False","A","2","O","20052","","Internship","Research","2005"
"49774","1.0","653","['FAMST']","","","","['Mary Carlsen']","200","","Academic Internship","","294","True","False","A","2","O","20052","","Internship","Research","2005"
"49775","1.0","653","['FAMST']","","","","['Sharon Powell']","200","","Academic Internship","","294","True","False","B","2","O","20052","","Internship","Research","2005"
"49776","1.0","784","['MGMT']","","","","['Richard Goedde']","200","","Academic Internship","","294","True","False","A","2","O","20052","","Internship","Research","2005"
"49778","1.0","784","['MGMT']","","","","['Cynthia Book']","200","","Academic Internship","","294","True","False","B","2","O","20052","","Internship","Research","2005"
"49779","1.0","784","['MGMT']","","","","['Sian E. Muir']","200","","Academic Internship","","294","True","False","C","2","O","20052","","Internship","Research","2005"
"49780","1.0","784","['MGMT']","","","","['Kathy C. Thomforde']","200","","Academic Internship","","294","True","False","D","2","O","20052","","Internship","Research","2005"
"49781","1.0","1178","['PSYCH']","","","","['Gary M. Muir']","200","","Academic Internship","","294","True","False","A","2","O","20052","","","Research","2005"
"49782","1.0","1188","['PSYCH']","","","","['Dana Gross']","300","","Academic Internship","","394","True","False","A","2","O","20052","","Internship","Research","2005"
"49786","1.0","69","['ART']","","","","['Wendell Arneson']","200","","IS/Mixed Media Draw","","298","False","False","A","2","O","20052","","","Research","2005"
"49787","1.0","75","['ART']","Prerequisites: three courses in area of study.","","","['Wendell Arneson']","300","","IR/Painting and Drawing","","398","False","Prerequisites: three courses in area of study.","A","2","O","20052","","Independent Research: Art History","Research","2005"
"49788","1.0","175","['BIO']","Independent Research is offered for students dedicated to an in-depth research experience. In conjunction with a faculty supervisor, students conceive and perform a research project leading to the writng of a major research paper and a poster presentation. Independant research requires permission of a supervisor, a secondary faculty reader of the paper and completion of an independantresearch form.","","","['Kevin M. Crisp']","300","","IR/Neural Computation","","398","False","False","A","2","O","20052","","Independent Research","Research","2005"
"49789","1.0","154","['BIO']","Independent Study allows students to study in an area not covered in the regular biology course offerings. The student undertakes substantial independent study in a defined biological field, meets regularly with faculty supervisor and prepares some form of presentation of the material learned. The student must obtain permission of supervisor and complete an independent study form available from the Registrar's Office or its website.","","","['John D. Schade']","200","","IS/Invertebrate Study","","298","False","False","A","2","O","20052","","Independent Study","Research","2005"
"49791","1.0","175","['BIO']","Independent Research is offered for students dedicated to an in-depth research experience. In conjunction with a faculty supervisor, students conceive and perform a research project leading to the writng of a major research paper and a poster presentation. Independant research requires permission of a supervisor, a secondary faculty reader of the paper and completion of an independantresearch form.","","","['Kathleen L. Shea']","300","","IR/Turtle Conservation","","398","False","False","B","2","O","20052","","Independent Research","Research","2005"
"49792","1.0","451","['ENGL']","","","","['Mary Titus']","300","","IR/Dickinson/Perf Art","","398","False","False","A","2","O","20052","","Independent Research","Research","2005"
"49793","1.0","642","['HIST']","","","","['Jeane DeLaney']","300","","IR/Cuba and the USSR","","398","False","False","A","2","O","20052","","Independent Research","Research","2005"
"49794","1.0","752","['MATH']","","","","['Urmila S. Malvadkar']","200","","IS/Dynamical Systems","","298","False","False","A","2","O","20052","","Independent Study","Research","2005"
"49795","1.0","796","['MEDIA']","","","","['William Sonnega']","200","","IS/Cross Culture Media","","298","False","False","A","2","O","20052","","Independent Study","Research","2005"
"49796","1.0","847","['MUSIC']","","","","['Kathryn Ananda-Owens']","200","","IS/Piano Literature","","298","False","False","A","2","O","20052","","","Research","2005"
"49797","1.0","847","['MUSIC']","","","","['David Carter']","200","","IS/Cello Lit & Ped","","298","False","False","B","2","O","20052","","","Research","2005"
"49798","1.0","847","['MUSIC']","","","","['Larry J. Zimmerman']","200","","IS/Trombone Lit/Ped","","298","False","False","C","2","O","20052","","","Research","2005"
"49799","1.0","986","['PHIL']","","","","['Charles Taliaferro']","200","","IS/Problem of Evil","","298","False","False","A","2","O","20052","","Independent Study","Research","2005"
"49800","1.0","993","['PHIL']","Prerequisite: one Level III course in philosophy.","","","['Edmund Santurri']","300","","IR/Phil in Lit/TA","","398","False","Prerequisite: one Level III course in philosophy.","A","2","O","20052","","Independent Research","Research","2005"
"49801","1.0","1068","['PETH']","Research","","","['Cynthia Book']","300","","IR/PT Hip Girdle","","398","False","False","A","2","O","20052","","Independent Research","Research","2005"
"49802","1.0","1239","['REL']","","","","['James Hanson']","200","","IS/The Lens of Power","","298","False","False","A","2","O","20052","","Independent Study","Research","2005"
"49803","1.0","1316","['SOAN']","","","","['Christopher L. Chiappari']","200","","IS/Pop Culture Theory","","298","False","False","A","2","O","20052","","Independent Study","Research","2005"
"49804","1.0","1316","['SOAN']","","","","['Thomas A. Williamson']","200","","IS/Sport in Asia","","298","False","False","B","2","O","20052","","Independent Study","Research","2005"
"49823","1.0","640","['HIST']","","","","['James Farrell', 'Joseph L. Mbele']","300","","Academic Internship","","394","True","False","B","2","O","20052","","Internship","Research","2005"
"52563","1.0","846","['MUSIC']","","","","['Sigrid Johnson']","200","","Academic Internship","","294","True","False","A","2","O","20052","","","Research","2005"

