"clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year"
"50734","1.0","792","['MEDIA']","This introductory-level course is part of a two-course sequence that encourages students to assess and shape their personal relationship to mass media. Its premise is that we are all, to some extent, uninformed and uncritical consumers of media projects and services rather than conscientious and socially minded users of them. In this spirit, the course provides a comprehensive historical overview of the various print and electronic media that have shaped, and continue to shape, our lives. By examining the issues that have influenced the development of the mass media, the course considers ideological, cultural, aesthetic and ethical perspectives.","","","","","['William Sonnega']","100","['TB 227', 'TB 227']","Mass Media","","160","False","False","B","1","C","20061","['T 1145-0110PM', 'Th 1245-0205PM']","","Research","2006"
"50736","1.0","794","['MEDIA']","This course focuses on contemporary media, primarily film and television, from theoretical and critical perspectives. Primary emphasis is given to the specific identifying characteristics of news, advertising and entertainment media and to how those media serve as forums for cultural negotiation in our society. In particular, attention is paid to how media representations of race, class and gender presently exist as both products and producers of contemporary cultures. Prerequisite: Media Studies 160.","","","","","['William Sonnega']","200","['TB 216', 'TB 216']","Media/Contemp Culture","","260","False","Prerequisite: Media Studies 160.","","1","O","20061","['T 0120-0245PM', 'Th 0215-0335PM']","Media and Contemporary Culture","Research","2006"
"50738","1.0","275","['ECON']","Microeconomics is the study of the resource allocation decisions by households, producers and firms and the resources allocation process in various types of market structures. Students are trained in the use of economic models and optimizing techniques to address a variety of real-world problems, including case studies from business and public policy. Prerequisites: Calculus I and one of Economics 110-122, or consent of the instructor. Offered each semester.","","","","","['David Schodt']","200","['SC 182', 'SC 182']","Microeconomic Theory","","262","False","Prerequisites: Calculus I and one of Economics 110-122, or consent of the instructor. Offered each semester.","","1","C","20061","['T 0935-1100', 'Th 0930-1050']","Intermediate Microeconomic Theory","Research","2006"
"50742","0.25","351","['DANCE']","Modern dance classes approach movement with imagination, experience and technical training. The classes explore the structural and functional relationships within the body from which we create dance patterns and develop expressive movement and body awareness. This course introduces students to body awareness and modern dance vocabulary and technique. Offered both semesters. Can be repeated with instructor's permission.","","","","","['Anthony Roberts']","100","['DC Studio 1']","Modern Dance I","","111","True","False","A","1","C","20061","['MW 1255-1350PM']","","Research","2006"
"50743","0.25","351","['DANCE']","Modern dance classes approach movement with imagination, experience and technical training. The classes explore the structural and functional relationships within the body from which we create dance patterns and develop expressive movement and body awareness. This course introduces students to body awareness and modern dance vocabulary and technique. Offered both semesters. Can be repeated with instructor's permission.","","","","","['Sheryl Saterstrom']","100","['DC Studio 3', 'DC Studio 3']","Modern Dance I","","111","True","False","B","1","C","20061","['T 1150-1245PM', 'Th 1245-0140PM']","","Research","2006"
"50744","0.5","357","['DANCE']","Students expand their understanding of modern dance by building on the components of Level I, adding attention to movement qualities, elements of space, dance vocabulary and technique with an emphasis on phrasing and sequences. Prerequisite: Dance 111 and permission of instructor. Offered both semesters. 211 can be repeated with instructor's permission.","","","","","['Anthony Roberts']","200","['DC Studio 2']","Modern Dance II","","210","False","Prerequisite: Dance 111 and permission of instructor. Offered both semesters. 211 can be repeated with instructor's permission.","","1","O","20061","['MW 0200-0330PM']","210","Research","2006"
"50746","0.25","358","['DANCE']","Students expand their understanding of modern dance by building on the components of Level I, adding attention to movement qualities, elements of space, dance vocabulary and technique with an emphasis on phrasing and sequences. Prerequisite: Dance 111 and permission of instructor. Offered both semesters. 211 can be repeated with instructor's permission.","","","","","['Anthony Roberts']","200","['DC Studio 2']","Modern Dance II","","211","False","Prerequisite: Dance 111 and permission of instructor. Offered both semesters. 211 can be repeated with instructor's permission.","","1","O","20061","['MW 0200-0330PM']","210","Research","2006"
"50748","0.5","362","['DANCE']","This modern section builds on the concepts and components of Modern Dance I and II. This section is open to Companydance members and general students with instructor's permission. Offered both semesters. 311 can be repeated with instructor's permission. Prerequisite: Dance 211.","","","","","['Staff']","300","['DC _STUDIO_1']","Modern III","","310","False","Prerequisite: Dance 211.","","1","C","20061","['MWF 0200-0330PM']","310","Research","2006"
"50749","0.25","363","['DANCE']","This modern section builds on the concepts and components of Modern Dance I and II. This section is open to Companydance members and general students with instructor's permission. Offered both semesters. 311 can be repeated with instructor's permission. Prerequisite: Dance 211.","","","","","['Janice Roberts']","300","['DC _STUDIO_1']","Modern III","","311","False","Prerequisite: Dance 211.","","1","C","20061","['MWF 0200-0330PM']","310","Research","2006"
"50750","1.0","611","['HIST']","This survey of modern Japan from about 1800 to the present examines the political transformation of the Meiji Restoration, the industrial revolution and social and cultural change, the rise and fall of party government, militarism and Japanese expansionism in World War II, the American occupation, and postwar social, political, economic, and cultural developments. Offered most years.","","","","","['Robert Entenmann']","200","['HH 301', 'HH 301']","Modern Japan","","253","False","False","","1","O","20061","['T 0120-0245PM', 'Th 0215-0335PM']","","Research","2006"
"50754","1.0","1060","['PETH']","This course offers a basic study in motor skill acquisition and motor control. Topics include methods of assessment, evaluation and research in the areas of motor learning and control, the learning environment and discussion of factors that influence the acquisition and performance of motor skills. Prerequisite: Psychology 121.","","1060","","","['Gary Wicks']","300","['SAC 103']","Motor Learning","Students in PE Theory 373 must also register for lab PE Theory 373L.","373","False","Prerequisite: Psychology 121.","","1","O","20061","['MWF 1255-0150PM']","","Research","2006"
"50755","0.0","1061","['PETH']","","","1060","","","['Gary Wicks']","300","['SAC 103']","Motor Learning Lab","","373","False","False","","1","O","20061","['Th 1245-0245PM']","","Lab","2006"
"50757","0.25","848","['MUSIC']","","","","","","['Staff']","200","","MSM IS/Conducting","","299","False","False","A","1","O","20061","","","Topic","2006"
"50758","0.25","848","['MUSIC']","","","","","","['Staff']","200","","MSM IS/Worship Proj","","299","False","False","B","1","O","20061","","","Topic","2006"
"50759","1.0","738","['MATH']","This course extends important ideas of single-variable calculus (derivatives, integrals, graphs, approximation, optimization, fundamental theorems, etc.) to higher-dimensional settings. These extensions make calculus tools far more powerful in modeling the (multi-dimensional) real world. Topics include partial derivatives, multiple integrals, transformations, Jacobians, line and surface integrals and the fundamental theorems of Green, Stokes and Gauss. Prerequisites: Mathematics 126 or 128, and 220. Offered both semesters.","","","","","['Paul Zorn']","200","['SC 188', 'SC 188']","Multivariable Calc","","226","False","Prerequisites: Mathematics 126 or 128, and 220. Offered both semesters.","","1","C","20061","['T 0935-1100', 'Th 0930-1050']","Multivariable Calculus","Research","2006"
"50764","1.0","534","['GCON']","Students examine the Renaissance's return to classical values and the Reformation's return to early Christian attitudes which challenge the authority of the medieval synthesis. Students trace the development of new sources of authority including the new science with its influence on art, literature, politics and philosophy. Discussions consider Luther, Calvin, Descartes, Locke, Milton, Aphra Behn, Voltaire, Rousseau, Goethe, Teresa of Avila, Wollstonecraft and the artistry of Michaelangelo, Caravaggio, Bach and Shakespeare.","","","","","['Elizabeth C. Galbraith']","200","['HH 514']","New Forces of Secular","","217","False","False","A","1","C","20061","['MWF 1150-1245PM']","The Tradition Renewed: New Forces of Secularization","Research","2006"
"50765","1.0","534","['GCON']","Students examine the Renaissance's return to classical values and the Reformation's return to early Christian attitudes which challenge the authority of the medieval synthesis. Students trace the development of new sources of authority including the new science with its influence on art, literature, politics and philosophy. Discussions consider Luther, Calvin, Descartes, Locke, Milton, Aphra Behn, Voltaire, Rousseau, Goethe, Teresa of Avila, Wollstonecraft and the artistry of Michaelangelo, Caravaggio, Bach and Shakespeare.","","","","","['Jeanine Grenberg']","200","['HH 515']","New Forces of Secular","","217","False","False","B","1","C","20061","['MWF 1150-1245PM']","The Tradition Renewed: New Forces of Secularization","Research","2006"
"50766","1.0","534","['GCON']","Students examine the Renaissance's return to classical values and the Reformation's return to early Christian attitudes which challenge the authority of the medieval synthesis. Students trace the development of new sources of authority including the new science with its influence on art, literature, politics and philosophy. Discussions consider Luther, Calvin, Descartes, Locke, Milton, Aphra Behn, Voltaire, Rousseau, Goethe, Teresa of Avila, Wollstonecraft and the artistry of Michaelangelo, Caravaggio, Bach and Shakespeare.","","","","","['Anthony J. Rudd']","200","['HH 516']","New Forces of Secular","","217","False","False","C","1","C","20061","['MWF 1150-1245PM']","The Tradition Renewed: New Forces of Secularization","Research","2006"
"50767","1.0","534","['GCON']","Students examine the Renaissance's return to classical values and the Reformation's return to early Christian attitudes which challenge the authority of the medieval synthesis. Students trace the development of new sources of authority including the new science with its influence on art, literature, politics and philosophy. Discussions consider Luther, Calvin, Descartes, Locke, Milton, Aphra Behn, Voltaire, Rousseau, Goethe, Teresa of Avila, Wollstonecraft and the artistry of Michaelangelo, Caravaggio, Bach and Shakespeare.","","","","","['Karen Cherewatuk']","200","['HH 514']","New Forces of Secular","","217","False","False","D","1","C","20061","['MWF 1045-1140']","The Tradition Renewed: New Forces of Secularization","Research","2006"
"50768","1.0","933","['NORW']","A study of Norwegian literature from the Saga period through Ibsen, this chronological overview examines literary developments in the context of historical, cultural and linguistic change. Readings, lectures, essays and class discussion are in Norwegian. Prerequisite: Norwegian 253, or equivalent.","","","","","['Anne G. Sabo']","300","['OM 015', 'OM 015']","Norsk Lit Til 1890","","371","False","Prerequisite: Norwegian 253, or equivalent.","","1","O","20061","['T 0800-0925', 'Th 0800-0920']","Norwegian Literature from the Saga Period to 1890","Research","2006"
"50772","1.0","945","['NURS']","This course explores the foundational and philosophical concepts of the discipline of nursing. Topics include the history and image of nursing, scope of practice and professional roles, research, and lifelong learning. Students will develop the ability to assess an individual's state of health from a holistic perspective, using Neuman's Systems Model as a theoretical framework. Emphasis is on the use of critical thinking and evidence based practice. Taken concurrently with Nursing 302, 306, and 308.","","","","","['Diana Neal']","300","['HH 215', 'HH 215', 'HH 215']","Nursing Concepts","","304","False","False","","1","C","20061","['W 0800-0855', 'W 0905-1000', 'W 1045-1140']","","Research","2006"
"50776","1.0","33","['ART']","This course develops and stimulates research into the emotional/expressive properties of art-making in the painting media. By investigating thematic compositional and technical problems, students develop a personalized approach to ideas and content. Students learn the importance of process, need for flexibility, how to seek alternatives and how to recognize that a painting has a life of its own. Prerequisites: Art 111 and 112 (or 120), and 113 . Materials fee. Offered annually.","","","","","['Wendell Arneson']","200","['DC 214']","Oil/Acrylic Painting","","221","False","Prerequisites: Art 111 and 112 (or 120), and 113 . Materials fee. Offered annually.","","1","C","20061","['MWF 1255-0255PM']","","Research","2006"
"50783","1.0","196","['CHEM']","Organic chemistry is the study of compounds containing carbon, emphasizing the structures and mechanisms of reaction of these molecules. The first semester focuses on structure, nomenclature and reactions of aliphatic hydrocarbons, including aspects of stereochemistry and spectroscopic identification of these compounds. The second semester delves into the chemistry of functional groups, especially those that play a role in the reactivity biomolecules such as carbohydrates, lipids, proteins and nucleic acids. Prerequisite: Chemistry 126. Offered Fall Semester.","","","","","['Wesley Pearson']","200","['SC 282']","Organic Chemistry","","247","False","Prerequisite: Chemistry 126. Offered Fall Semester.","A","1","O","20061","['MWF 0800-0855']","","Research","2006"
"50784","1.0","196","['CHEM']","Organic chemistry is the study of compounds containing carbon, emphasizing the structures and mechanisms of reaction of these molecules. The first semester focuses on structure, nomenclature and reactions of aliphatic hydrocarbons, including aspects of stereochemistry and spectroscopic identification of these compounds. The second semester delves into the chemistry of functional groups, especially those that play a role in the reactivity biomolecules such as carbohydrates, lipids, proteins and nucleic acids. Prerequisite: Chemistry 126. Offered Fall Semester.","","","","","['Kristopher J. Keuseman']","200","['SC 282']","Organic Chemistry","","247","False","Prerequisite: Chemistry 126. Offered Fall Semester.","B","1","C","20061","['MWF 0905-1000']","","Research","2006"
"50787","1.0","4","['AMST']","This analysis of modern American society introduces theories and methods of culture studies, beginning with anthropological definitions of culture and including perspectives of sociology, political science, history, art history and English. Students examine the moral ecology of everyday life in America, looking at the cultural meanings of work, clothes, food, family, gender, buildings, bodies, television, advertising and education.","","","","","['James Farrell']","100","['HH 317', 'HH 317']","Perspect Am Culture","","100","False","False","","1","C","20061","['T 0120-0245PM', 'Th 0215-0335PM']","American Culture: Interdisciplinary Perspectives","Research","2006"
"50788","1.0","973","['PHIL']","Students consider the philosophical assumptions and implications of the core commitments of Christian theism, compare and assess competing philosophical interpretations of Christian doctrines about the existence and nature of God, the doctrines of the trinity and incarnation, human free will and responsibility, revelation and reason, religious experience, the problem of evil, life after death and religious pluralism.","","","","","['Charles Taliaferro']","200","['HH 516']","Philosophical Theology","","241","False","False","A","1","C","20061","['MWF 0200-0255PM']","","Research","2006"
"50789","1.0","973","['PHIL']","Students consider the philosophical assumptions and implications of the core commitments of Christian theism, compare and assess competing philosophical interpretations of Christian doctrines about the existence and nature of God, the doctrines of the trinity and incarnation, human free will and responsibility, revelation and reason, religious experience, the problem of evil, life after death and religious pluralism.","","","","","['Charles Taliaferro']","200","['OM 004']","Philosophical Theology","","241","False","False","B","1","C","20061","['MWF 1045-1140']","","Research","2006"
"50791","1.0","207","['CHEM']","Students delve further into the topics of kinetics, thermodynamics and atomic and molecular structure that were introduced in the first-year courses. This course emphasizes the mathematical aspects of chemistry. Specific topics may include reaction mechanisms, homogeneous and heterogeneous catalysis, phase transitions, macromolecules, symmetry, spectroscopy and molecular orbital theory. Prerequisite: Chemistry 126. Previous completion of Physics 124 or 126 is recommended. Concurrent registration in Chemistry 357 is required. Offered both semesters.","","","","","['Nathaniel J. Schaefle']","300","['SC 374']","Physical Chemistry","","371","False","Prerequisite: Chemistry 126. Previous completion of Physics 124 or 126 is recommended. Concurrent registration in Chemistry 357 is required. Offered both semesters.","","1","C","20061","['MWF 0800-0855']","","Research","2006"
"50792","0.25","206","['CHEM']","Students perform experiments that illustrate the principles of physical chemistry and utilize modern instrumentation. Students synthesize and analyze copolymers, perform spectroscopic measurements of molecular energy levels and perform calculations of quantum mechanical quantities using computer workstations. Students also develop their scientific writing skills by preparing reports in the style of scientific publications. Prerequisite: concurrent registration in Chemistry 371. P/N only. Offered both semesters.","","","","","['Nathaniel J. Schaefle']","300","['SC 329']","Physical Lab","","357","True","Prerequisite: concurrent registration in Chemistry 371. P/N only. Offered both semesters.","A","1","C","20061","['T 0120-0520PM']","Physical Laboratory","Lab","2006"
"50793","0.25","206","['CHEM']","Students perform experiments that illustrate the principles of physical chemistry and utilize modern instrumentation. Students synthesize and analyze copolymers, perform spectroscopic measurements of molecular energy levels and perform calculations of quantum mechanical quantities using computer workstations. Students also develop their scientific writing skills by preparing reports in the style of scientific publications. Prerequisite: concurrent registration in Chemistry 371. P/N only. Offered both semesters.","","","","","['Nathaniel J. Schaefle']","300","['SC 329']","Physical Lab","","357","True","Prerequisite: concurrent registration in Chemistry 371. P/N only. Offered both semesters.","B","1","C","20061","['W 0100-0500PM']","Physical Laboratory","Lab","2006"
"50794","0.25","807","['MUSIC']","Designed to complement the music major's understanding of music theory through group instruction in beginning piano, this course emphasizes sight-playing, basic chord patterns and scales by using multi-key reading. Offered Fall Semester. Open to non-majors on a space-available basis only.","","","","","['Paul A. Hisey']","100","['CHM 222']","Piano Class I","","161","False","False","A","1","C","20061","['MW 0905-1000']","","Research","2006"
"50795","0.25","807","['MUSIC']","Designed to complement the music major's understanding of music theory through group instruction in beginning piano, this course emphasizes sight-playing, basic chord patterns and scales by using multi-key reading. Offered Fall Semester. Open to non-majors on a space-available basis only.","","","","","['Paul A. Hisey']","100","['CHM 222']","Piano Class I","","161","False","False","B","1","C","20061","['MW 1045-1140']","","Research","2006"
"50796","0.25","807","['MUSIC']","Designed to complement the music major's understanding of music theory through group instruction in beginning piano, this course emphasizes sight-playing, basic chord patterns and scales by using multi-key reading. Offered Fall Semester. Open to non-majors on a space-available basis only.","","","","","['Paul A. Hisey']","100","['CHM 222']","Piano Class I","","161","False","False","C","1","C","20061","['MW 1255-0150PM']","","Research","2006"
"50810","1.0","1323","['INTD']","","","","","","['Nanette Schroeder']","100","","Planned Credit","","150","False","False","A","1","C","20061","","","Research","2006"
"50812","1.0","136","['BIO']","Plants are a diverse and important group of organisms. This course considers their evolution, emphasizing the morphology and anatomy of flowering plants. Students learn about basic techniques of data collection and analysis to investigate plant evolution: identifying plants, dissecting and staining plant structures and using computer-based taxonomic statistics programs. Students attend lectures plus one 3-hour laboratory per week. Taught annually. Prerequisites: Biology 125 and 126.","","136","","","['Charles Jr. Umbanhowar']","200","['SC 274']","Plant Morphology","Students in Bio 252 must also register for one lab Bio 252L.","252","False","Prerequisites: Biology 125 and 126.","","1","C","20061","['MWF 0800-0855']","Plant Morphology and Systematics","Research","2006"
"50813","0.0","137","['BIO']","","","136","","","['Charles Jr. Umbanhowar']","200","['SC 227']","Plant Morphology Lab","","252","False","False","","1","C","20061","['M 0120-0420PM']","","Lab","2006"
"50816","1.0","1402","['STAT']","This course is an introduction to basic concepts in statistics in the spirit of the liberal arts. Students will learn practical applications, and the language and reasoning involved in analyzing behavioral and health science data. Topics include central tendency, dispersion, probability, random variables, binomial and normal distributions, estimation and hypothesis testing, contingency tables, analysis of variance, and correlation. Computer applications are integrated throughout. Not recommended for students who have successfully completed a term of calculus.","","","","","['Joshua D. Laison']","100","['RML 477']","Prin of Statistics","","110","False","False","A","1","C","20061","['MWF 1150-1245PM']","Principles of Statistics","Research","2006"
"50817","1.0","1402","['STAT']","This course is an introduction to basic concepts in statistics in the spirit of the liberal arts. Students will learn practical applications, and the language and reasoning involved in analyzing behavioral and health science data. Topics include central tendency, dispersion, probability, random variables, binomial and normal distributions, estimation and hypothesis testing, contingency tables, analysis of variance, and correlation. Computer applications are integrated throughout. Not recommended for students who have successfully completed a term of calculus.","","","","","['Joshua D. Laison']","100","['RML 477']","Prin of Statistics","","110","False","False","B","1","C","20061","['MWF 1255-0150PM']","Principles of Statistics","Research","2006"
"50818","0.0","1073","['PHYS']","","","1072","","","['Dahl David A.']","100","['SC 111']","Prin Physics I/Lab","","124","False","False","A","1","C","20061","['M 1255-0325PM']","","Lab","2006"
"50819","0.0","1073","['PHYS']","","","1072","","","['Jason J. Engbrecht']","100","['SC 111']","Prin Physics I/Lab","","124","False","False","B","1","C","20061","['T 1145-0215PM']","","Lab","2006"
"50820","0.0","1073","['PHYS']","","","1072","","","['David Nitz']","100","['SC 111']","Prin Physics I/Lab","","124","False","False","C","1","C","20061","['Th 0820-1050']","","Lab","2006"
"50821","0.0","1073","['PHYS']","","","1072","","","['Dahl David A.']","100","['SC 111']","Prin Physics I/Lab","","124","False","False","D","1","C","20061","['Th 0215-0445PM']","","Lab","2006"
"50822","0.0","1073","['PHYS']","","","1072","","","['Jason J. Engbrecht']","100","['SC 111']","Prin Physics I/Lab","","124","False","False","E","1","C","20061","['F 1255-0325PM']","","Lab","2006"
"50823","0.0","1073","['PHYS']","","","1072","","","['Dahl David A.']","100","['SC 111']","Prin Physics I/Lab","","124","False","False","F","1","C","20061","['T 0230-0500PM']","","Lab","2006"
"50824","1.0","287","['CSCI']","A survey of fundamental concepts of computer science through an interactive exploration of the Scheme programming language, this course is organized around three approaches to programming: functional, imperative, and object-oriented programming. Topics covered include problem-solving and algorithm development, basic data structures, programming style and documentation, recursion, iteration and loop invariants, elementary algorithm analysis, concepts of object-oriented programming and applications.","","","","","['Olaf A. Hall-Holt']","100","['SC 186']","Principles Comp Sci","","121","False","False","A","1","O","20061","['MWF 1045-1140']","Principles of Computer Science","Research","2006"
"50825","1.0","287","['CSCI']","A survey of fundamental concepts of computer science through an interactive exploration of the Scheme programming language, this course is organized around three approaches to programming: functional, imperative, and object-oriented programming. Topics covered include problem-solving and algorithm development, basic data structures, programming style and documentation, recursion, iteration and loop invariants, elementary algorithm analysis, concepts of object-oriented programming and applications.","","","","","['Staff']","100","['SC 186']","Principles Comp Sci","CSCI 121B has been cancelled.","121","False","False","B","1","X","20061","['MWF 1150-1245PM']","Principles of Computer Science","Research","2006"
"50826","1.0","768","['MGMT']","This course focuses on four basic financial statements: the income statement, statement of retained earnings, balance sheet, and statement of cash flows. Students learn how business events are recorded and represented on the financial statements and how to use the information to make sound economic judgments. Cases and current articles supplement traditional textbook readings and problems. This is a core course in the management studies concentration, offered each semester.","","","","","['Mary Ann Emery']","200","['HH 413']","Principles of Acct","","225","False","False","A","1","C","20061","['MWF 0905-1000']","Principles of Accounting","Research","2006"
"50827","1.0","768","['MGMT']","This course focuses on four basic financial statements: the income statement, statement of retained earnings, balance sheet, and statement of cash flows. Students learn how business events are recorded and represented on the financial statements and how to use the information to make sound economic judgments. Cases and current articles supplement traditional textbook readings and problems. This is a core course in the management studies concentration, offered each semester.","","","","","['Mary Ann Emery']","200","['HH 413']","Principles of Acct","","225","False","False","B","1","C","20061","['MWF 1045-1140']","Principles of Accounting","Research","2006"
"50828","1.0","259","['ECON']","This course takes an analytical approach to economic reasoning and contemporary issues. Offered each semester, the course introduces microeconomic and macroeconomic theories with applications to relevant issues, such as employment, growth, environmental protection, affirmative action, exchange rate fluctuations, taxes and welfare reform. Students explore economics as an intelligent approach to understanding our daily lives as citizens, workers, managers and consumers.","","","","","['Xun Pomponio']","100","['HH 301']","Principles of Econ","","121","False","False","A","1","C","20061","['MWF 1255-0150PM']","Principles of Economics","Research","2006"
"50829","1.0","259","['ECON']","This course takes an analytical approach to economic reasoning and contemporary issues. Offered each semester, the course introduces microeconomic and macroeconomic theories with applications to relevant issues, such as employment, growth, environmental protection, affirmative action, exchange rate fluctuations, taxes and welfare reform. Students explore economics as an intelligent approach to understanding our daily lives as citizens, workers, managers and consumers.","","","","","['Mark Pernecky']","100","['Mod 4']","Principles of Econ","","121","False","False","B","1","C","20061","['MWF 1045-1140']","Principles of Economics","Research","2006"
"50830","1.0","259","['ECON']","This course takes an analytical approach to economic reasoning and contemporary issues. Offered each semester, the course introduces microeconomic and macroeconomic theories with applications to relevant issues, such as employment, growth, environmental protection, affirmative action, exchange rate fluctuations, taxes and welfare reform. Students explore economics as an intelligent approach to understanding our daily lives as citizens, workers, managers and consumers.","","","","","['Mark Pernecky']","100","['SC 282']","Principles of Econ","","121","False","False","C","1","C","20061","['MWF 1150-1245PM']","Principles of Economics","Research","2006"
"50831","1.0","259","['ECON']","This course takes an analytical approach to economic reasoning and contemporary issues. Offered each semester, the course introduces microeconomic and macroeconomic theories with applications to relevant issues, such as employment, growth, environmental protection, affirmative action, exchange rate fluctuations, taxes and welfare reform. Students explore economics as an intelligent approach to understanding our daily lives as citizens, workers, managers and consumers.","","","","","['Xun Pomponio']","100","['HH 501']","Principles of Econ","","121","False","False","D","1","O","20061","['MWF 0200-0255PM']","Principles of Economics","Research","2006"
"50832","1.0","259","['ECON']","This course takes an analytical approach to economic reasoning and contemporary issues. Offered each semester, the course introduces microeconomic and macroeconomic theories with applications to relevant issues, such as employment, growth, environmental protection, affirmative action, exchange rate fluctuations, taxes and welfare reform. Students explore economics as an intelligent approach to understanding our daily lives as citizens, workers, managers and consumers.","","","","","['Staff']","100","['HH 413', 'HH 413']","Principles of Econ","Econ 121E has been cancelled.","121","False","False","E","1","X","20061","['T 1145-0110PM', 'Th 1245-0205PM']","Principles of Economics","Research","2006"
"50833","1.0","259","['ECON']","This course takes an analytical approach to economic reasoning and contemporary issues. Offered each semester, the course introduces microeconomic and macroeconomic theories with applications to relevant issues, such as employment, growth, environmental protection, affirmative action, exchange rate fluctuations, taxes and welfare reform. Students explore economics as an intelligent approach to understanding our daily lives as citizens, workers, managers and consumers.","","","","","['Kandice A. Kapinos']","100","['SAC 112', 'SAC 112']","Principles of Econ","","121","False","False","F","1","C","20061","['T 0800-0925', 'Th 0800-0920']","Principles of Economics","Research","2006"
"50834","1.0","321","['EDUC']","This course is designed to assist students in developing their own teacher style as they prepare to become full-time teachers. Topics include the roles and responsibilities of teachers, methods of instruction, planning, classroom management, assessment and reporting and other current educational issues. Through micro-teaching and school-based field experiences, they also practice instructional skills and techniques. Required 20-hour school experience. Prerequisite: Education 290 and approval of Teacher Education Application.","","","","","['Elizabeth A. Leer']","300","['Mod 2']","Principles of Educ","","330","False","Prerequisite: Education 290 and approval of Teacher Education Application.","A","1","C","20061","['MWF 0905-1000']","Principles of Education, K-12","Research","2006"
"50835","1.0","321","['EDUC']","This course is designed to assist students in developing their own teacher style as they prepare to become full-time teachers. Topics include the roles and responsibilities of teachers, methods of instruction, planning, classroom management, assessment and reporting and other current educational issues. Through micro-teaching and school-based field experiences, they also practice instructional skills and techniques. Required 20-hour school experience. Prerequisite: Education 290 and approval of Teacher Education Application.","","","","","['Elizabeth A. Leer']","300","['Mod 2']","Principles of Educ","","330","False","Prerequisite: Education 290 and approval of Teacher Education Application.","B","1","C","20061","['MWF 1045-1140']","Principles of Education, K-12","Research","2006"
"50836","1.0","321","['EDUC']","This course is designed to assist students in developing their own teacher style as they prepare to become full-time teachers. Topics include the roles and responsibilities of teachers, methods of instruction, planning, classroom management, assessment and reporting and other current educational issues. Through micro-teaching and school-based field experiences, they also practice instructional skills and techniques. Required 20-hour school experience. Prerequisite: Education 290 and approval of Teacher Education Application.","","","","","['Eric McDonald']","300","['Mod 2', 'Mod 2']","Principles of Educ","","330","False","Prerequisite: Education 290 and approval of Teacher Education Application.","C","1","O","20061","['T 0935-1100', 'Th 0930-1050']","Principles of Education, K-12","Research","2006"
"50837","1.0","1072","['PHYS']","This two-semester in-depth course addresses topics in classical and modern physics using algebra, geometry and some calculus. The course is well-suited for students of biology or chemistry or for those desiring a thorough introduction beyond the high-school level.","","1072","","","['Dahl David A.']","100","['SC 170']","Principles Physics I","Students in Physics 124 must also register for one lab Physics 124AL, BL, CL, DL, EL, or FL.","124","False","False","A","1","C","20061","['MWF 0800-0855']","Principles of Physics I","Research","2006"
"50838","1.0","1072","['PHYS']","This two-semester in-depth course addresses topics in classical and modern physics using algebra, geometry and some calculus. The course is well-suited for students of biology or chemistry or for those desiring a thorough introduction beyond the high-school level.","","1072","","","['Jason J. Engbrecht']","100","['SC 170']","Principles Physics I","Students in Physics 124 must also register for one lab Physics 124AL, BL, CL, DL, EL, or FL.","124","False","False","B","1","C","20061","['MWF 0905-1000']","Principles of Physics I","Research","2006"
"50839","1.0","1154","['PSYCH']","This course examines the basic principles and methods of psychological science from an evolutionary and cultural perspective. Students use critical thinking skills to examine fascinating topics: dreaming, cultural influences, identity, learning, thinking and the biology of behavior. Applying basic research methods, students act as skeptical scientists. This course applies to almost any career choice in today's world and provides insight into self and others. GE: NST, HBS. Offered every semester.","","","","","['Gary M. Muir']","100","['HH 501']","Principles: Psych","Not open to Juniors and Seniors.","125","False","False","A","1","C","20061","['MWF 0905-1000']","Principles of Psychology","Research","2006"
"50840","1.0","1154","['PSYCH']","This course examines the basic principles and methods of psychological science from an evolutionary and cultural perspective. Students use critical thinking skills to examine fascinating topics: dreaming, cultural influences, identity, learning, thinking and the biology of behavior. Applying basic research methods, students act as skeptical scientists. This course applies to almost any career choice in today's world and provides insight into self and others. GE: NST, HBS. Offered every semester.","","","","","['Clark Ohnesorge']","100","['HH 501', 'HH 501']","Principles: Psych","Not open to Juniors and Seniors.","125","False","False","B","1","C","20061","['T 0935-1100', 'Th 0930-1050']","Principles of Psychology","Research","2006"
"50841","1.0","39","['ART']","This course provides a strong foundation in the array of copper plate processes of etching, aquatint, lift ground, soft ground and viscosity color printmaking processes as well as in painterly monoprinting techniques. Students address personal sources of ideas, experimentation, drawing skills and compositional concerns and draw upon examples of master printmakers to discuss how images reflect culture. Critical thinking skills are necessary in discussion and critiques. Prerequisites: Prerequisites: Art 111 and 112 (or 120), and 113. Lab fee. Offered annually.","","","","","['John Saurer']","200","['DC 212']","Printmkg: Intaglio/Mono","","227","False","Prerequisites: Prerequisites: Art 111 and 112 (or 120), and 113. Lab fee. Offered annually.","","1","C","20061","['MWF 1045-1245PM']","Printmaking: Intaglio and Monoprints","Research","2006"
