"clbid","credits","crsid","departments","enrolled","firsties","groupid","grouptype","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"10725","0.5","788","[""MGMT""]","1","""0/999""","","","","[""Sian E. Muir""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20051","","""Internship""","""Research""","2005"
"10726","1.0","789","[""MGMT""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"10727","1.0","789","[""MGMT""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""A""","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"10728","1.0","789","[""MGMT""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""B""","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"10729","1.0","789","[""MGMT""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""C""","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"10730","1.0","792","[""MEDIA""]","49","""0/10""","","","","[""William Sonnega""]","""0/10""","100","[""DC 305"", ""DC 305""]","40","""Mass Media""","160","false","","1","""0/10""","""0/10""","""O""","20051","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2005"
"10731","1.0","794","[""MEDIA""]","14","""0/999""","","","","[""William Sonnega""]","""0/999""","200","[""TB 216"", ""TB 216""]","25","""Media/Contemp Culture""","260","false","","1","""0/999""","""0/999""","""O""","20051","[""T 0935-1100"", ""Th 0930-1050""]","""Media and Contemporary Culture""","""Research""","2005"
"10732","1.0","795","[""MEDIA""]","2","""0/999""","","","","[""William Sonnega""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20051","","""Internship""","""Research""","2005"
"10733","1.0","795","[""MEDIA""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","1","""0/999""","""0/999""","""O""","20051","","""Internship""","""Research""","2005"
"10734","1.0","796","[""MEDIA""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"10735","1.0","798","[""MEDIA""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10736","0.25","799","[""MUSIC""]","21","""0/999""","","","","[""Margaret A. Rowland""]","""0/999""","100","[""CHM 224""]","18","""Ear/Keyboard I""","111","false","""A""","1","""0/999""","""0/999""","""C""","20051","[""MWF 0800-0855""]","","""Research""","2005"
"10737","0.25","799","[""MUSIC""]","24","""0/999""","","","","[""Justin W. Merritt""]","""0/999""","100","[""CHM 224""]","18","""Ear/Keyboard I""","111","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""MWF 0905-1000""]","","""Research""","2005"
"10738","0.25","799","[""MUSIC""]","17","""0/999""","","","","[""Steven Amundson""]","""0/999""","100","[""CHM 224""]","18","""Ear/Keyboard I""","111","false","""C""","1","""0/999""","""0/999""","""C""","20051","[""MWF 1045-1140""]","","""Research""","2005"
"10739","0.25","799","[""MUSIC""]","22","""0/999""","","","","[""Margaret A. Rowland""]","""0/999""","100","[""CHM 224""]","18","""Ear/Keyboard I""","111","false","""D""","1","""0/999""","""0/999""","""C""","20051","[""MWF 1150-1245PM""]","","""Research""","2005"
"10740","0.75","801","[""MUSIC""]","24","""0/999""","","","","[""Margaret A. Rowland""]","""0/999""","100","[""CHM 224"", ""CHM 224""]","18","""Theory I""","113","false","""A""","1","""0/999""","""0/999""","""C""","20051","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2005"
"10741","0.75","801","[""MUSIC""]","24","""0/999""","","","","[""Justin W. Merritt""]","""0/999""","100","[""CHM 232"", ""CHM 232""]","18","""Theory I""","113","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2005"
"10742","0.75","801","[""MUSIC""]","18","""0/999""","","","","[""Steven Amundson""]","""0/999""","100","[""CHM 224"", ""CHM 224""]","18","""Theory I""","113","false","""C""","1","""0/999""","""0/999""","""C""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2005"
"10743","0.75","801","[""MUSIC""]","21","""0/999""","","","","[""Margaret A. Rowland""]","""0/999""","100","[""CHM 224"", ""CHM 224""]","18","""Theory I""","113","false","""D""","1","""0/999""","""0/999""","""C""","20051","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2005"
"10744","0.25","807","[""MUSIC""]","10","""0/999""","","","","[""Paul A. Hisey""]","""0/999""","100","[""CHM 222""]","12","""Piano Class I""","161","false","""A""","1","""0/999""","""0/999""","""C""","20051","[""TTh 0825-0920""]","","""Research""","2005"
"10745","0.25","807","[""MUSIC""]","12","""0/999""","","","","[""Paul A. Hisey""]","""0/999""","100","[""CHM 222"", ""CHM 222""]","12","""Piano Class I""","161","false","""B""","1","""0/999""","""0/999""","""O""","20051","[""T 1005-1100"", ""Th 0955-1050""]","","""Research""","2005"
"10746","0.25","807","[""MUSIC""]","11","""0/999""","","","","[""Paul A. Hisey""]","""0/999""","100","[""CHM 222"", ""CHM 222""]","12","""Piano Class I""","161","false","""C""","1","""0/999""","""0/999""","""O""","20051","[""T 0120-0215PM"", ""Th 0215-0310PM""]","","""Research""","2005"
"10747","0.25","810","[""MUSIC""]","11","""0/999""","","","","[""Sigrid Johnson""]","""0/999""","100","[""CHM 233""]","12","""Voice Class""","164","false","""A""","1","""0/999""","""0/999""","""O""","20051","[""MW 0905-1000""]","","""Research""","2005"
"10748","0.25","810","[""MUSIC""]","12","""0/999""","","","","[""Sigrid Johnson""]","""0/999""","100","[""CHM 233""]","12","""Voice Class""","164","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""MW 1150-1245PM""]","","""Research""","2005"
"10749","0.25","810","[""MUSIC""]","12","""0/999""","","","","[""Sigrid Johnson""]","""0/999""","100","[""CHM 233""]","12","""Voice Class""","164","false","""C""","1","""0/999""","""0/999""","""C""","20051","[""MW 1255-0150PM""]","","""Research""","2005"
"10750","0.25","813","[""MUSIC""]","17","""0/999""","","","","[""David Carter""]","""0/999""","100","[""CHM 140""]","15","""String Class""","168","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 1255-0150PM""]","","""Research""","2005"
"10751","0.25","814","[""MUSIC""]","9","""0/999""","","","","[""Scott Kallestad""]","""0/999""","100","[""CHM 138""]","15","""Woodwind Class""","169","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 1150-1245PM""]","","""Research""","2005"
"10752","0.25","815","[""MUSIC""]","21","""0/999""","","","","[""Catherine R. Rodland""]","""0/999""","200","[""CHM 232""]","21","""Ear/Keyboard III""","211","false","""A""","1","""0/999""","""0/999""","""C""","20051","[""MWF 0800-0855""]","","""Research""","2005"
"10753","0.25","815","[""MUSIC""]","21","""0/999""","","","","[""Catherine R. Rodland""]","""0/999""","200","[""CHM 232""]","21","""Ear/Keyboard III""","211","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""MWF 0905-1000""]","","""Research""","2005"
"10754","0.25","815","[""MUSIC""]","23","""0/999""","","","","[""Catherine R. Rodland""]","""0/999""","200","[""CHM 232""]","21","""Ear/Keyboard III""","211","false","""C""","1","""0/999""","""0/999""","""C""","20051","[""MWF 1045-1140""]","","""Research""","2005"
"10755","0.75","817","[""MUSIC""]","35","""0/999""","","","","[""Catherine R. Rodland""]","""0/999""","200","[""CHM 239"", ""CHM 239""]","32","""Theory III""","213","false","""A""","1","""0/999""","""0/999""","""C""","20051","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2005"
"10756","0.75","817","[""MUSIC""]","32","""0/999""","","","","[""Catherine R. Rodland""]","""0/999""","200","[""CHM 239"", ""CHM 239""]","32","""Theory III""","213","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2005"
"10757","0.25","819","[""MUSIC""]","7","""0/999""","","","""1""","[""Justin W. Merritt""]","""0/999""","200","[""CHM 232""]","15","""Instrumentation""","220","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 0200-0255PM""]","","""Research""","2005"
"10758","0.5","820","[""MUSIC""]","16","""0/999""","","","","[""Justin W. Merritt""]","""0/999""","200","[""CHM 232""]","18","""Instrumentation""","221","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 0200-0255PM""]","","""Research""","2005"
"10759","1.0","821","[""MUSIC""]","10","""0/999""","","","","[""Charles Forsberg""]","""0/999""","200","[""CHM 239""]","18","""Counterpoint""","222","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 0800-0855""]","","""Research""","2005"
"10760","1.0","822","[""MUSIC""]","13","""0/999""","","","","[""Justin W. Merritt""]","""0/999""","200","[""CHM 232"", ""CHM 232""]","16","""Composition I""","223","false","","1","""0/999""","""0/999""","""O""","20051","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2005"
"10761","1.0","829","[""MUSIC""]","62","""0/999""","","","","[""David Hagedorn""]","""0/999""","200","[""CHM 233""]","60","""World Music""","237","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 1045-1140""]","","""Research""","2005"
"10762","1.0","831","[""MUSIC""]","29","""0/999""","","","","[""Gerald Hoekstra""]","""0/999""","200","[""CHM 239""]","32","""Hist & Lit Music I""","241","false","""A""","1","""0/999""","""0/999""","""C""","20051","[""MWF 1255-0150PM""]","","""Research""","2005"
"10763","1.0","831","[""MUSIC""]","33","""0/999""","","","","[""Gerald Hoekstra""]","""0/999""","200","[""CHM 239""]","32","""Hist & Lit Music I""","241","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""MWF 0200-0255PM""]","","""Research""","2005"
"10764","0.5","834","[""MUSIC""]","23","""0/999""","","","","[""Christopher P. Aspaas""]","""0/999""","200","[""CHM 140"", ""CHM 140""]","25","""Choral Conducting""","252","false","","1","""0/999""","""0/999""","""O""","20051","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2005"
"10765","0.25","836","[""MUSIC""]","10","""0/999""","","","","[""Linda Berger""]","""0/999""","200","[""CHM 222"", ""CHM 222""]","12","""Kybd Proficiency Skil""","261","false","","1","""0/999""","""0/999""","""C""","20051","[""T 1145-1240PM"", ""Th 1245-0140PM""]","","""Research""","2005"
"10766","1.0","839","[""MUSIC""]","9","""0/999""","","","","[""Janis Hardy""]","""0/999""","200","[""CHM_URNESS"", ""CHM_URNESS""]","18","""Adv Act Lyric Stage""","267","false","","1","""0/999""","""0/999""","""O""","20051","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2005"
"10767","0.25","841","[""MUSIC""]","23","""0/999""","","","","[""Dan Dressen""]","""0/999""","200","[""CHM 140""]","18","""Instr Chamber Music""","275","false","","1","""0/999""","""0/999""","""C""","20051","[""TTh 0800-0855""]","","""Research""","2005"
"10768","0.25","842","[""MUSIC""]","14","""0/999""","","","","[""Robert C. Smith""]","""0/999""","200","[""CHM 232""]","18","""Vocal Solo Lit I""","281","false","","1","""0/999""","""0/999""","""O""","20051","[""MF 1150-1245PM""]","","""Research""","2005"
"10769","0.5","845","[""MUSIC""]","10","""0/999""","","","","[""Christopher P. Aspaas""]","""0/999""","200","[""CHM 239"", ""CHM 239""]","15","""Choral Lit II""","288","false","","1","""0/999""","""0/999""","""O""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2005"
"10770","1.0","846","[""MUSIC""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10771","1.0","847","[""MUSIC""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10772","1.0","847","[""MUSIC""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""A""","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10773","0.25","848","[""MUSIC""]","0","""0/999""","","","","[""Anton Armstrong""]","""0/999""","200","","5","""MSM IS/Conducting""","299","false","""A""","1","""0/999""","""0/999""","""O""","20051","","","""Topic""","2005"
"10774","0.25","848","[""MUSIC""]","0","""0/999""","","","","[""Catherine R. Rodland""]","""0/999""","200","","5","""MSM IS/Worship Proj""","299","false","""B""","1","""0/999""","""0/999""","""O""","20051","","","""Topic""","2005"
"10775","1.0","851","[""MUSIC""]","5","""0/999""","","","","[""Timothy Mahr""]","""0/999""","300","[""CHM 224""]","12","""Composition II""","324","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 1255-0150PM""]","","""Research""","2005"
"10776","1.0","852","[""MUSIC""]","0","""0/999""","","","","[""Timothy Mahr""]","""0/999""","300","[""CHM 224""]","0","""Composition III""","325","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 1255-0150PM""]","","""Research""","2005"
"10777","1.0","855","[""MUSIC""]","26","""0/999""","","","","[""Alice Hanson""]","""0/999""","300","[""CHM 239""]","30","""Class & Romantic Eras""","343","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 1045-1140""]","","""Research""","2005"
"10778","1.0","857","[""MUSIC""]","30","""0/999""","","","","[""Alice Hanson""]","""0/999""","300","[""CHM 232"", ""CHM 232""]","30","""Top: American Music""","345","false","","1","""0/999""","""0/999""","""C""","20051","[""T 0935-1100"", ""Th 0930-1050""]","","""Topic""","2005"
"10779","0.5","858","[""MUSIC""]","9","""0/999""","","","","[""Steven Amundson""]","""0/999""","300","[""CHM 140"", ""CHM 140""]","18","""Advanced Conducting""","354","false","""A""","1","""0/999""","""0/999""","""O""","20051","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2005"
"10780","0.5","858","[""MUSIC""]","19","""0/999""","","","","[""Anton Armstrong""]","""0/999""","300","[""CHM 233"", ""CHM 233""]","18","""Advanced Conducting""","354","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2005"
"10781","0.25","860","[""MUSIC""]","19","""0/999""","","","","[""Alison Feldt""]","""0/999""","300","[""CHM 232""]","25","""Vocal Pedagogy""","364","false","","1","""0/999""","""0/999""","""O""","20051","[""MW 1255-0150PM""]","","""Research""","2005"
"10782","0.25","861","[""MUSIC""]","22","""0/999""","","","","[""Anton Armstrong""]","""0/999""","300","[""CHM 239""]","20","""Child-Adolescen Voice""","365","false","","1","""0/999""","""0/999""","""C""","20051","[""MW 0905-1000""]","","""Research""","2005"
"10783","0.5","862","[""MUSIC""]","4","""0/999""","","","","[""Charles Gray"", ""David Carter""]","""0/999""","300","[""CHM 239"", ""CHM 239""]","15","""String Lit & Pedagogy""","368","false","","1","""0/999""","""0/999""","""O""","20051","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2005"
"10784","1.0","865","[""MUSIC""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10785","1.0","866","[""MUSIC""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10786","1.0","866","[""MUSIC""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""A""","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10787","1.0","921","[""NORW""]","18","""0/999""","","","","[""Torild Homstad""]","""0/999""","100","[""OM 011""]","20","""Beginning Norwegian I""","111","false","""A""","1","""0/999""","""0/999""","""O""","20051","[""MWF 0800-0855""]","","""Research""","2005"
"10788","1.0","921","[""NORW""]","22","""0/999""","","","","[""Nancy Aarsvold""]","""0/999""","100","[""OM 015""]","20","""Beginning Norwegian I""","111","false","""B""","1","""0/999""","""0/999""","""O""","20051","[""MWF 1045-1140""]","","""Research""","2005"
"10789","1.0","921","[""NORW""]","20","""0/999""","","","","[""Nancy Aarsvold""]","""0/999""","100","[""OM 015""]","20","""Beginning Norwegian I""","111","false","""C""","1","""0/999""","""0/999""","""O""","20051","[""MWF 1255-0150PM""]","","""Research""","2005"
"10790","1.0","926","[""NORW""]","19","""0/999""","","","","[""Nancy Aarsvold""]","""0/999""","200","[""OM 015""]","22","""Intermed Norwegian I""","231","false","""A""","1","""0/999""","""0/999""","""O""","20051","[""MWF 0800-0855""]","""Intermediate Norwegian I""","""Research""","2005"
"10791","1.0","926","[""NORW""]","19","""0/999""","","","","[""Margaret H. O'Leary""]","""0/999""","200","[""OM 015""]","22","""Intermed Norwegian I""","231","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""MWF 0905-1000""]","""Intermediate Norwegian I""","""Research""","2005"
"10792","1.0","926","[""NORW""]","24","""0/999""","","","","[""Margaret H. O'Leary""]","""0/999""","200","[""OM 015""]","22","""Intermed Norwegian I""","231","false","""C""","1","""0/999""","""0/999""","""C""","20051","[""MWF 1150-1245PM""]","""Intermediate Norwegian I""","""Research""","2005"
"10793","1.0","930","[""NORW""]","7","""0/999""","","","","[""Margaret H. O'Leary""]","""0/999""","200","[""OM 015""]","20","""Advanced Conv & Comp""","253","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 0200-0255PM""]","""Advanced Conversation and Composition""","""Research""","2005"
"10794","1.0","931","[""NORW""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20051","","""Internship""","""Research""","2005"
"10795","1.0","932","[""NORW""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"10796","1.0","932","[""NORW""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""A""","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"10797","1.0","933","[""NORW""]","7","""0/999""","","","","[""Marte H. Hult""]","""0/999""","300","[""OM 015"", ""OM 015""]","20","""Norsk Lit Til 1890""","371","false","","1","""0/999""","""0/999""","""O""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Norwegian Literature from the Saga Period to 1890""","""Research""","2005"
"10798","1.0","936","[""NORW""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20051","","""Internship""","""Research""","2005"
"10799","1.0","937","[""NORW""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10800","1.0","937","[""NORW""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""A""","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10801","1.0","937","[""NORW""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""B""","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10802","1.0","939","[""NURS""]","38","""0/999""","","","","[""Robert Hauck""]","""0/999""","100","[""SAC 112"", ""SAC 112""]","35","""Nutrition & Wellness""","110","false","","1","""0/999""","""0/999""","""C""","20051","[""T 0935-1100"", ""Th 0930-1050""]","""Nutrition and Wellness""","""Research""","2005"
"10803","1.0","942","[""NURS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20051","","""Internship""","""Research""","2005"
"10804","1.0","943","[""NURS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"10805","1.0","943","[""NURS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""A""","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"10806","1.0","943","[""NURS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""B""","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"10807","1.0","944","[""NURS""]","25","""0/999""","","","","[""Judith Sateren""]","""0/999""","300","[""SC 278""]","32","""Healthcare Issues""","302","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 0200-0255PM""]","","""Research""","2005"
"10808","1.0","945","[""NURS""]","24","""0/999""","","","","[""Diana Neal""]","""0/999""","300","[""HH 215""]","24","""Nursing Concepts""","304","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 0800-0855""]","","""Research""","2005"
"10809","1.0","946","[""NURS""]","24","""0/999""","946","","","[""Diana Neal""]","""0/999""","300","[""HH 215""]","18","""Health Assessment""","306","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 0905-1000""]","","""Research""","2005"
"10812","1.0","947","[""NURS""]","24","""0/999""","","","","[""Carol H. Austin""]","""0/999""","300","[""HH 215"", ""HH 215""]","24","""Adult Health I""","308","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 1045-1140"", ""T-F 0700-1230PM""]","","""Research""","2005"
"10813","2.0","953","[""NURS""]","20","""0/999""","","","","[""Rita Glazebrook"", ""Mary Kuehn""]","""0/999""","300","[""SC 18"", ""SC 18""]","20","""Family Health""","350","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 1150-0255PM"", ""TTh 0700-0330PM""]","","""Research""","2005"
"10814","1.0","961","[""NURS""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20051","","""Internship""","""Research""","2005"
"10815","1.0","963","[""NURS""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
"10816","1.0","964","[""PHIL""]","18","""0/10""","","","","[""Edward Langerak""]","""0/0""","100","[""HH 515""]","19","""Making of Modern Mind""","118","false","""A""","1","""0/0""","""0/9""","""O""","20051","[""MWF 1045-1140""]","""The Making of the Modern Mind""","""Research""","2005"
"10817","1.0","964","[""PHIL""]","20","""0/9""","","","","[""Edward Langerak""]","""0/0""","100","[""HH 515""]","19","""Making of Modern Mind""","118","false","""B""","1","""0/0""","""0/10""","""O""","20051","[""MWF 0905-1000""]","""The Making of the Modern Mind""","""Research""","2005"
"10818","1.0","964","[""PHIL""]","18","""0/10""","","","","[""Jennifer C. Manion""]","""0/0""","100","[""TB 227"", ""TB 227""]","19","""Making of Modern Mind""","118","false","""C""","1","""0/0""","""0/9""","""O""","20051","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""The Making of the Modern Mind""","""Research""","2005"
"10819","1.0","968","[""PHIL""]","30","""0/999""","","","","[""Charles Taliaferro""]","""0/999""","200","[""HH 516"", ""HH 516""]","25","""Philosophy of Mind""","231","false","","1","""0/999""","""0/999""","""C""","20051","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2005"
"10820","1.0","969","[""PHIL""]","39","""0/999""","","","","[""Gordon D. Marino""]","""0/999""","200","[""BMC 101""]","25","""Kierkegaard""","233","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 1150-1245PM""]","""Kierkegaard and Existentialism""","""Research""","2005"
"10821","1.0","971","[""PHIL""]","18","""0/999""","","","","[""Jeanine Grenberg""]","""0/999""","200","[""HH 516""]","22","""Modern Philosophy""","236","false","","1","""0/999""","""0/999""","""C""","20051","[""MWF 0905-1000""]","""History of Modern Philosophy""","""Research""","2005"
"10822","1.0","973","[""PHIL""]","39","""0/999""","","","","[""Charles Taliaferro""]","""0/999""","200","[""SH 02"", ""SH 02""]","25","""Philosophical Theology""","241","false","""A""","1","""0/999""","""0/999""","""C""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2005"
"10823","1.0","973","[""PHIL""]","30","""0/999""","","","","[""Charles Taliaferro""]","""0/999""","200","[""SH 02"", ""SH 02""]","25","""Philosophical Theology""","241","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2005"
"10824","1.0","977","[""PHIL""]","21","""0/999""","","","","[""Karen Gervais""]","""0/999""","200","[""HH 413"", ""HH 413""]","25","""Biomedical Ethics""","250","false","","1","""0/999""","""0/999""","""C""","20051","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2005"
"10825","1.0","978","[""PHIL""]","25","""0/999""","","","","[""Anantanand Rambachan""]","""0/999""","200","[""BMC 102"", ""BMC 102""]","25","""Asian Philosophy""","251","false","","1","""0/999""","""0/999""","""C""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2005"
"10826","1.0","979","[""PHIL""]","13","""0/999""","","","","[""Jennifer C. Manion""]","""0/999""","200","[""TB 227"", ""TB 227""]","25","""Ethics/The Good Life""","252","false","""A""","1","""0/999""","""0/999""","""C""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Ethics and the Good Life""","""Research""","2005"
"10827","1.0","979","[""PHIL""]","21","""0/999""","","","","[""Edward Langerak""]","""0/999""","200","[""HH 301""]","25","""Ethics/The Good Life""","252","false","""B""","1","""0/999""","""0/999""","""C""","20051","[""MWF 1255-0150PM""]","""Ethics and the Good Life""","""Research""","2005"
"10828","1.0","981","[""PHIL""]","20","""0/999""","","","","[""Corliss Swain""]","""0/999""","200","[""OM 004"", ""OM 004""]","25","""Friendship Love/Gd Lf""","256","false","","1","""0/999""","""0/999""","""C""","20051","[""T 0935-1100"", ""Th 0930-1050""]","""Friendship, Love, and the Good Life""","""Research""","2005"
"10829","1.0","985","[""PHIL""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10830","1.0","986","[""PHIL""]","1","""0/999""","","","","[""Charles Taliaferro""]","""0/999""","200","","999","""IS/Phil Lit: Inklings""","298","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"10831","1.0","986","[""PHIL""]","1","""0/999""","","","","[""Charles Taliaferro""]","""0/999""","200","","999","""IS/Religion in Literature""","298","false","""A""","1","""0/999""","""0/999""","""O""","20051","","""Independent Study""","""Research""","2005"
"10832","1.0","988","[""PHIL""]","10","""0/999""","","","","[""Corliss Swain""]","""0/999""","300","[""HH 516"", ""HH 516""]","15","""Studies: Metaphysics""","372","false","","1","""0/999""","""0/999""","""C""","20051","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Studies in Metaphysics""","""Research""","2005"
"10833","1.0","990","[""PHIL""]","9","""0/999""","","","","[""Anthony J. Rudd""]","""0/999""","300","[""HH 516""]","15","""St: German Idealism""","374","false","","1","""0/999""","""0/999""","""O""","20051","[""MWF 0200-0255PM""]","""Studies in the History of Philosophy""","""Research""","2005"
"10834","1.0","992","[""PHIL""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20051","","","""Research""","2005"
"10835","1.0","993","[""PHIL""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20051","","""Independent Research""","""Research""","2005"
