"","clbid","credits","crsid","departments","description","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"539",10788,1,921,"['NORW']","Proficiency in a second language opens the door to another culture and another way of viewing the world. This course starts students on the road to achieving such a proficiency. Students begin learning to speak, understand, read and write Norwegian and learn about Norwegian culture through the language.",NA,"",NA,"['Nancy Aarsvold']",100,"['OM 015']","Beginning Norwegian I","",111,"False","False","B",1,"O",20051,"['MWF 1045-1140']","","Research",2005,22
"540",10789,1,921,"['NORW']","Proficiency in a second language opens the door to another culture and another way of viewing the world. This course starts students on the road to achieving such a proficiency. Students begin learning to speak, understand, read and write Norwegian and learn about Norwegian culture through the language.",NA,"",NA,"['Nancy Aarsvold']",100,"['OM 015']","Beginning Norwegian I","",111,"False","False","C",1,"O",20051,"['MWF 1255-0150PM']","","Research",2005,20
"541",10790,1,926,"['NORW']","Students improve proficiency in listening, speaking, reading and writing, with an emphasis on communication as well as improved grammatical accuracy. Reading and discussion of authentic literary and cultural texts allow students to expand their vocabulary and knowledge of the Norwegian way of life. Prerequisite: Norwegian 112, or equivalent.",NA,"",NA,"['Nancy Aarsvold']",200,"['OM 015']","Intermed Norwegian I","",231,"False","Prerequisite: Norwegian 112, or equivalent.","A",1,"O",20051,"['MWF 0800-0855']","Intermediate Norwegian I","Research",2005,19
"542",10791,1,926,"['NORW']","Students improve proficiency in listening, speaking, reading and writing, with an emphasis on communication as well as improved grammatical accuracy. Reading and discussion of authentic literary and cultural texts allow students to expand their vocabulary and knowledge of the Norwegian way of life. Prerequisite: Norwegian 112, or equivalent.",NA,"",NA,"[""Margaret H. O'Leary""]",200,"['OM 015']","Intermed Norwegian I","",231,"False","Prerequisite: Norwegian 112, or equivalent.","B",1,"C",20051,"['MWF 0905-1000']","Intermediate Norwegian I","Research",2005,19
"543",10792,1,926,"['NORW']","Students improve proficiency in listening, speaking, reading and writing, with an emphasis on communication as well as improved grammatical accuracy. Reading and discussion of authentic literary and cultural texts allow students to expand their vocabulary and knowledge of the Norwegian way of life. Prerequisite: Norwegian 112, or equivalent.",NA,"",NA,"[""Margaret H. O'Leary""]",200,"['OM 015']","Intermed Norwegian I","",231,"False","Prerequisite: Norwegian 112, or equivalent.","C",1,"C",20051,"['MWF 1150-1245PM']","Intermediate Norwegian I","Research",2005,24
"544",10793,1,930,"['NORW']","Students gain insight into Norwegian identity and culture, expand vocabulary and improve fluency and grammatical accuracy by reading a variety of texts and writing essays. Speaking assignments help students understand readings and become more effective speakers. Prerequisite: Norwegian 232, or equivalent.",NA,"",NA,"[""Margaret H. O'Leary""]",200,"['OM 015']","Advanced Conv & Comp","",253,"False","Prerequisite: Norwegian 232, or equivalent.","",1,"O",20051,"['MWF 0200-0255PM']","Advanced Conversation and Composition","Research",2005,7
"545",10794,1,931,"['NORW']","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20051,"","Internship","Research",2005,0
"546",10795,1,932,"['NORW']","",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20051,"","Independent Study","Research",2005,0
"547",10796,1,932,"['NORW']","",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","False","A",1,"O",20051,"","Independent Study","Research",2005,0
"548",10797,1,933,"['NORW']","A study of Norwegian literature from the Saga period through Ibsen, this chronological overview examines literary developments in the context of historical, cultural and linguistic change. Readings, lectures, essays and class discussion are in Norwegian. Prerequisite: Norwegian 253, or equivalent.",NA,"",NA,"['Marte H. Hult']",300,"['OM 015', 'OM 015']","Norsk Lit Til 1890","",371,"False","Prerequisite: Norwegian 253, or equivalent.","",1,"O",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","Norwegian Literature from the Saga Period to 1890","Research",2005,7
"549",10798,1,936,"['NORW']","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20051,"","Internship","Research",2005,0
"550",10799,1,937,"['NORW']","",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20051,"","Independent Research","Research",2005,0
"551",10800,1,937,"['NORW']","",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","A",1,"O",20051,"","Independent Research","Research",2005,0
"552",10801,1,937,"['NORW']","",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","B",1,"O",20051,"","Independent Research","Research",2005,0
"553",10802,1,939,"['NURS']","This course explores the sources, chemical composition and metabolic behavior of nutrients. Nutritional requirements for a balanced diet are examined as well as the consequences of excesses and deficiencies. Students use nutrition tools and guidelines to make sound food choices, learn how to read food labels and consider factors affecting food consumption. Class activities increase students' awareness of a healthy diet, help students evaluate nutrition behaviors and facilitate a nutritionally sound lifestyle. Prerequisite: High school biology and chemistry strongly recommended.",NA,"",NA,"['Robert Hauck']",100,"['SAC 112', 'SAC 112']","Nutrition & Wellness","",110,"False","Prerequisite: High school biology and chemistry strongly recommended.","",1,"C",20051,"['T 0935-1100', 'Th 0930-1050']","Nutrition and Wellness","Research",2005,38
"554",10803,1,942,"['NURS']","Does not count toward the major.",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20051,"","Internship","Research",2005,0
"555",10804,1,943,"['NURS']","Does not count toward the major.",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20051,"","Independent Study","Research",2005,0
"556",10805,1,943,"['NURS']","Does not count toward the major.",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","False","A",1,"O",20051,"","Independent Study","Research",2005,0
"557",10806,1,943,"['NURS']","Does not count toward the major.",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","False","B",1,"O",20051,"","Independent Study","Research",2005,0
"558",10807,1,944,"['NURS']","",NA,"",NA,"['Judith Sateren']",300,"['SC 278']","Healthcare Issues","",302,"False","False","",1,"O",20051,"['MWF 0200-0255PM']","","Research",2005,25
"559",10808,1,945,"['NURS']","",NA,"",NA,"['Diana Neal']",300,"['HH 215']","Nursing Concepts","",304,"False","False","",1,"C",20051,"['MWF 0800-0855']","","Research",2005,24
"560",10809,1,946,"['NURS']","",946,"",NA,"['Diana Neal']",300,"['HH 215']","Health Assessment","",306,"False","False","",1,"C",20051,"['MWF 0905-1000']","","Research",2005,24
"561",10812,1,947,"['NURS']","",NA,"",NA,"['Carol H. Austin']",300,"['HH 215', 'HH 215']","Adult Health I","",308,"False","False","",1,"C",20051,"['MWF 1045-1140', 'T-F 0700-1230PM']","","Research",2005,24
"563",10814,1,961,"['NURS']","Does not count toward the major.",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20051,"","Internship","Research",2005,0
"564",10815,1,963,"['NURS']","Does not count toward the major.",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20051,"","Independent Research","Research",2005,0
"565",10816,1,964,"['PHIL']","An examination of the development of historically significant conceptions of reality and knowledge. In order to see the historical contribution of philosophy to the self-understanding of Western culture, students study major philosophers from ancient, medieval, and modern Western philosophy, focusing on the ways they have related their explanations of the universe to their conceptions of meaningful human life. Some sections offer a survey of Western philosophy while others stress intensive study of central figures and works. Consult departmental prospectus for details. Open to first-year students and sophomores only.",NA,"",NA,"['Edward Langerak']",100,"['HH 515']","Making of Modern Mind","",118,"False","False","A",1,"O",20051,"['MWF 1045-1140']","The Making of the Modern Mind","Research",2005,18
"566",10817,1,964,"['PHIL']","An examination of the development of historically significant conceptions of reality and knowledge. In order to see the historical contribution of philosophy to the self-understanding of Western culture, students study major philosophers from ancient, medieval, and modern Western philosophy, focusing on the ways they have related their explanations of the universe to their conceptions of meaningful human life. Some sections offer a survey of Western philosophy while others stress intensive study of central figures and works. Consult departmental prospectus for details. Open to first-year students and sophomores only.",NA,"",NA,"['Edward Langerak']",100,"['HH 515']","Making of Modern Mind","",118,"False","False","B",1,"O",20051,"['MWF 0905-1000']","The Making of the Modern Mind","Research",2005,20
"567",10818,1,964,"['PHIL']","An examination of the development of historically significant conceptions of reality and knowledge. In order to see the historical contribution of philosophy to the self-understanding of Western culture, students study major philosophers from ancient, medieval, and modern Western philosophy, focusing on the ways they have related their explanations of the universe to their conceptions of meaningful human life. Some sections offer a survey of Western philosophy while others stress intensive study of central figures and works. Consult departmental prospectus for details. Open to first-year students and sophomores only.",NA,"",NA,"['Jennifer C. Manion']",100,"['TB 227', 'TB 227']","Making of Modern Mind","",118,"False","False","C",1,"O",20051,"['T 0120-0245PM', 'Th 0215-0335PM']","The Making of the Modern Mind","Research",2005,18
"568",10819,1,968,"['PHIL']","This courses addresses the question: Can the human mind be understood scientifically? Students will examine the recent history of attempts to establish a science of psychology as well as current psychological theories or research programs and their conceptual foundations. The philosophical implications of these theories for our understanding of such things as the relation between minds and brains, freedom and determinism, reason and emotion and the nature of the self are also explored.",NA,"",NA,"['Charles Taliaferro']",200,"['HH 516', 'HH 516']","Philosophy of Mind","",231,"False","False","",1,"C",20051,"['T 0935-1100', 'Th 0930-1050']","","Research",2005,30
"569",10820,1,969,"['PHIL']","An introduction to Kierkegaard's work and existentialism, this course emphasizes the aesthetic, ethical and religious ""stages on life's way in becoming a self. Students examine how existential philosophers and authors have portrayed the meaning of human existence, passion and faith, despair, the absurd, freedom and choice.",NA,"",NA,"['Gordon D. Marino']",200,"['BMC 101']","Kierkegaard","",233,"False","False","",1,"C",20051,"['MWF 1150-1245PM']","Kierkegaard and Existentialism","Research",2005,39
"570",10821,1,971,"['PHIL']","This course examines the origins and development of Western philosophy, focusing on the changes initiated in the 17th and 18th centuries. Students read and discuss the works of such thinkers as Bacon, Descartes, Pascal, Hobbes, Spinoza, Leibniz, Locke, Berkeley, Hume, Kant and Hegel.",NA,"",NA,"['Jeanine Grenberg']",200,"['HH 516']","Modern Philosophy","",236,"False","False","",1,"C",20051,"['MWF 0905-1000']","History of Modern Philosophy","Research",2005,18
"571",10822,1,973,"['PHIL']","Students consider the philosophical assumptions and implications of the core commitments of Christian theism, compare and assess competing philosophical interpretations of Christian doctrines about the existence and nature of God, the doctrines of the trinity and incarnation, human free will and responsibility, revelation and reason, religious experience, the problem of evil, life after death and religious pluralism.",NA,"",NA,"['Charles Taliaferro']",200,"['SH 02', 'SH 02']","Philosophical Theology","",241,"False","False","A",1,"C",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2005,39
"572",10823,1,973,"['PHIL']","Students consider the philosophical assumptions and implications of the core commitments of Christian theism, compare and assess competing philosophical interpretations of Christian doctrines about the existence and nature of God, the doctrines of the trinity and incarnation, human free will and responsibility, revelation and reason, religious experience, the problem of evil, life after death and religious pluralism.",NA,"",NA,"['Charles Taliaferro']",200,"['SH 02', 'SH 02']","Philosophical Theology","",241,"False","False","B",1,"C",20051,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2005,30
"573",10824,1,977,"['PHIL']","This course clarifies central concepts and distinctions developed in the literature of moral philosophy and applications of those concepts and distinctions to concrete moral problems that arise in the practice of medicine. Issues include euthanasia, abortion, medical paternalism, allocation of scarce medical resources and conflicts of loyalty in managed care. Readings are drawn from both philosophical and medical discussions.",NA,"",NA,"['Karen Gervais']",200,"['HH 413', 'HH 413']","Biomedical Ethics","",250,"False","False","",1,"C",20051,"['T 0800-0925', 'Th 0800-0920']","","Research",2005,21
"574",10825,1,978,"['PHIL']","This course surveys the influential philosophical traditions of India and China. Students explore the traditions of Hinduism, Buddhism, Jainism, Confucianism and Taoism and consider other traditions with which they have interacted. Where appropriate, comparisons are drawn to Western philosophical traditions.",NA,"",NA,"['Anantanand Rambachan']",200,"['BMC 102', 'BMC 102']","Asian Philosophy","",251,"False","False","",1,"C",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2005,25
"575",10826,1,979,"['PHIL']","Students examine main Western ethical perspectives and how they apply to selected contemporary moral concerns. Theoretical issues include rights, duties, virtue, hedonism, egoism, the good life, ethics and theology, the fact-value distinction, relativism and pluralism. Students discuss current topics such as economic justice, death, friendship, animal rights, censorship, racism, privacy, reproductive ethics and environmental ethics.",NA,"",NA,"['Jennifer C. Manion']",200,"['TB 227', 'TB 227']","Ethics/The Good Life","",252,"False","False","A",1,"C",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","Ethics and the Good Life","Research",2005,13
"576",10827,1,979,"['PHIL']","Students examine main Western ethical perspectives and how they apply to selected contemporary moral concerns. Theoretical issues include rights, duties, virtue, hedonism, egoism, the good life, ethics and theology, the fact-value distinction, relativism and pluralism. Students discuss current topics such as economic justice, death, friendship, animal rights, censorship, racism, privacy, reproductive ethics and environmental ethics.",NA,"",NA,"['Edward Langerak']",200,"['HH 301']","Ethics/The Good Life","",252,"False","False","B",1,"C",20051,"['MWF 1255-0150PM']","Ethics and the Good Life","Research",2005,21
"577",10828,1,981,"['PHIL']","Moral issues concerning friendship and love are analyzed from the perspective of various theories of value. Issues may include friendship and the moral life, exploitative versus fulfilling relationships, the conflict between altruism and self-love, forgiveness, reconciliation and civic friendship. Since loving is itself a form of valuing, value theory is approached by investigating philosophical and theological works concerning the basic types of love: philia, eros and agape. Students are introduced to normative ethical theories.",NA,"",NA,"['Corliss Swain']",200,"['OM 004', 'OM 004']","Friendship Love/Gd Lf","",256,"False","False","",1,"C",20051,"['T 0935-1100', 'Th 0930-1050']","Friendship, Love, and the Good Life","Research",2005,20
"578",10829,1,985,"['PHIL']","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20051,"","","Research",2005,0
"579",10830,1,986,"['PHIL']","",NA,"",NA,"['Charles Taliaferro']",200,"","IS/Phil Lit: Inklings","",298,"False","False","",1,"O",20051,"","Independent Study","Research",2005,1
"580",10831,1,986,"['PHIL']","",NA,"",NA,"['Charles Taliaferro']",200,"","IS/Religion in Literature","",298,"False","False","A",1,"O",20051,"","Independent Study","Research",2005,1
"581",10832,1,988,"['PHIL']","Students examine, through intensive reading and discussion, contemporary approaches to classical issues in metaphysics, which include the mind-body problem, personal identity and immortality, space, time and causality, realism, anti-realism and truth. Specific issues discussed vary from year to year. Prerequisite: two courses in philosophy, one of which must be either 235 or 236, or permission of the department chair. Offered 2001-02 and every two years.",NA,"",NA,"['Corliss Swain']",300,"['HH 516', 'HH 516']","Studies: Metaphysics","",372,"False","Prerequisite: two courses in philosophy, one of which must be either 235 or 236, or permission of the department chair. Offered 2001-02 and every two years.","",1,"C",20051,"['T 0120-0245PM', 'Th 0215-0335PM']","Studies in Metaphysics","Research",2005,10
"582",10833,1,990,"['PHIL']","Students consider, through intensive reading and discussion, a selected figure or movement from the history of philosophy. Prerequisite: two courses in philosophy, one of which must be either 235 or 236, or permission of the department chair. Offered every two or three years.",NA,"",NA,"['Anthony J. Rudd']",300,"['HH 516']","St: German Idealism","",374,"False","Prerequisite: two courses in philosophy, one of which must be either 235 or 236, or permission of the department chair. Offered every two or three years.","",1,"O",20051,"['MWF 0200-0255PM']","Studies in the History of Philosophy","Research",2005,9
"583",10834,1,992,"['PHIL']","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20051,"","","Research",2005,0
"584",10835,1,993,"['PHIL']","Prerequisite: one Level III course in philosophy.",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","Prerequisite: one Level III course in philosophy.","",1,"O",20051,"","Independent Research","Research",2005,0
"585",10836,1,993,"['PHIL']","Prerequisite: one Level III course in philosophy.",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","Prerequisite: one Level III course in philosophy.","A",1,"O",20051,"","Independent Research","Research",2005,0
"586",10837,1,993,"['PHIL']","Prerequisite: one Level III course in philosophy.",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","Prerequisite: one Level III course in philosophy.","B",1,"O",20051,"","Independent Research","Research",2005,0
"587",10838,1,993,"['PHIL']","Prerequisite: one Level III course in philosophy.",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","Prerequisite: one Level III course in philosophy.","C",1,"O",20051,"","Independent Research","Research",2005,0
"588",10839,1,993,"['PHIL']","Prerequisite: one Level III course in philosophy.",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","Prerequisite: one Level III course in philosophy.","D",1,"O",20051,"","Independent Research","Research",2005,0
"589",10840,1,993,"['PHIL']","Prerequisite: one Level III course in philosophy.",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","Prerequisite: one Level III course in philosophy.","E",1,"O",20051,"","Independent Research","Research",2005,0
"590",10841,1,993,"['PHIL']","Prerequisite: one Level III course in philosophy.",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","Prerequisite: one Level III course in philosophy.","F",1,"O",20051,"","Independent Research","Research",2005,0
"591",10842,1,993,"['PHIL']","Prerequisite: one Level III course in philosophy.",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","Prerequisite: one Level III course in philosophy.","G",1,"O",20051,"","Independent Research","Research",2005,0
"592",10843,1,993,"['PHIL']","Prerequisite: one Level III course in philosophy.",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","Prerequisite: one Level III course in philosophy.","H",1,"O",20051,"","Independent Research","Research",2005,0
"593",10844,1,993,"['PHIL']","Prerequisite: one Level III course in philosophy.",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","Prerequisite: one Level III course in philosophy.","I",1,"O",20051,"","Independent Research","Research",2005,0
"630",10881,1,1057,"['PETH']","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20051,"","Internship","Research",2005,0
"631",10882,1,1058,"['PETH']","",NA,"",NA,"['Cynthia Book']",200,"","IS/Female Athletic Injury","",298,"False","False","",1,"O",20051,"","Independent Study","Research",2005,1
"633",10884,1,1060,"['PETH']","This course offers a basic study in motor skill acquisition and motor control. Topics include methods of assessment, evaluation and research in the areas of motor learning and control, the learning environment and discussion of factors that influence the acquisition and performance of motor skills. Prerequisite: Psychology 121.",1060,"",NA,"['Gary Wicks']",300,"['SAC 103']","Motor Learning","",373,"False","Prerequisite: Psychology 121.","",1,"O",20051,"['MWF 1255-0150PM']","","Research",2005,9
"634",10885,1,1062,"['PETH']","Students analyze mechanical principles in depth as they affect human motion. Topics include study of muscular and skeletal systems, skill analysis and motion measurement techniques. The course includes a laboratory component. Prerequisite: Biology 123 or consent of instructor.",1062,"",NA,"['William Sean Goldsworthy']",300,"['SAC 103']","Biomechanics","",374,"False","Prerequisite: Biology 123 or consent of instructor.","",1,"O",20051,"['MWF 1045-1140']","","Research",2005,21
"635",10886,1,1066,"['PETH']","The prerequisite for this class is the completion of the requirements in the exercise science major. Students may be co-registered for the capstrone course and their final core course inthe major. Presentations by the faculty of the Department of Physical Education and other experts will build upon material presented in the introductory and core courses and introduce students to advanced topics in exercise science. Students conduct semester-long research on a topic and present their findings in the form of a research paper or portfolio.",NA,"",NA,"['Cynthia Book']",300,"['SAC 103']","Exercise Sci Seminar","",390,"False","False","",1,"O",20051,"['MWF 0905-1000']","Exercise Science Seminar","Research",2005,16
"636",10887,1,1067,"['PETH']","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20051,"","Internship","Research",2005,0
"637",10888,1,1068,"['PETH']","Research",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20051,"","Independent Research","Research",2005,0
"638",10889,1,1069,"['PHYS']","A basic introduction to astronomy, this course concentrates on How do we know what we know? Students explore questions such as How do we measure the distance to a star? and How do we know the universe is expanding? In addition to studying the solar system, stars, black holes, galaxies and the history of the universe, students engage in rooftop viewing using the department's telescopes. Prerequisite: proficiency in algebra and geometry. Currently offered both semesters.",NA,"",NA,"['David Nitz']",100,"['SC 170']","Intro Astronomy","",112,"False","Prerequisite: proficiency in algebra and geometry. Currently offered both semesters.","",1,"O",20051,"['MWF 1150-1245PM']","Introductory Astronomy","Research",2005,50
"639",10890,1,1071,"['PHYS']","This course considers a variety of topics in earth and environmental science. Beginning with the origin of the earth and planetary system, the course examines crustal evolution and plate tectonics, geologic resources and hazards and the relationship of these surface phenomena to processes occurring in the earth's interior. It concludes with a study of the oceans, the atmosphere, the earth's climate system and environmental change. Prerequisite: proficiency in algebra and geometry. Offered Fall Semester.",NA,"",NA,"['Robert Jacobel']",100,"['SC 129']","Geophysics","",123,"False","Prerequisite: proficiency in algebra and geometry. Offered Fall Semester.","",1,"O",20051,"['MWF 1045-1140']","Geophysics: Perspectives on the Dynamic Earth","Research",2005,18
"640",10891,1,1072,"['PHYS']","This two-semester in-depth course addresses topics in classical and modern physics using algebra, geometry and some calculus. The course is well-suited for students of biology or chemistry or for those desiring a thorough introduction beyond the high-school level.",1072,"",NA,"['Dahl David A.']",100,"['SC 170']","Principles Physics I","",124,"False","False","A",1,"C",20051,"['MWF 0800-0855']","Principles of Physics I","Research",2005,66
"642",10893,1,1072,"['PHYS']","This two-semester in-depth course addresses topics in classical and modern physics using algebra, geometry and some calculus. The course is well-suited for students of biology or chemistry or for those desiring a thorough introduction beyond the high-school level.",1072,"",NA,"['Jason J. Engbrecht']",100,"['SC 170']","Principles Physics I","",124,"False","False","B",1,"C",20051,"['MWF 0905-1000']","Principles of Physics I","Research",2005,62
"648",10899,1,1076,"['PHYS']","This three-semester calculus-based sequence leads the student through the quarter millennium of the basic principles that account for the processes involved in baseballs, car engines, electrical power distribution systems, stereos and black holes. It is the starting point for a major in physics and is also appropriate for majors in fields such as chemistry or mathematics who desire more mathematical depth than would be used in the two-semester 124-125 sequence.",NA,"",NA,"['Amy Kolan']",100,"","Analytical I","",126,"False","False","",1,"O",20051,"['MWF 1045-1140', 'T 1005-1100', 'Th 0955-1050']","Analytical Physics I","Research",2005,25
"651",10902,1,1080,"['PHYS']","This three-semester calculus-based sequence leads the student through the quarter millennium of the basic principles that account for the processes involved in baseballs, car engines, electrical power distribution systems, stereos and black holes. It is the starting point for a major in physics and is also appropriate for majors in fields such as chemistry or mathematics who desire more mathematical depth than would be used in the two-semester 124-125 sequence.",NA,"",NA,"['Brian Borovsky']",200,"['SC 129']","Analytical III","",228,"False","False","",1,"O",20051,"['MWF 0905-1000']","Analytical Physics III","Research",2005,19
"653",10904,1,1090,"['PHYS']","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20051,"","Internship","Research",2005,0
"654",10905,1,1091,"['PHYS']","",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20051,"","Independent Study","Research",2005,0
"655",10906,1,1092,"['PHYS']","This course is an analytical study of Newtonian mechanics, including the harmonic oscillator, central force motion, non-linear oscillators, chaos and an introduction to the Lagrangian formulation. Students use computers extensively. Prerequisites: Physics 127, Mathematics 230, and concurrent registration in Physics 384. Offered Fall Semester.",NA,"",NA,"['Dahl David A.']",300,"['SC 129']","Classical Mechanics","",374,"False","Prerequisites: Physics 127, Mathematics 230, and concurrent registration in Physics 384. Offered Fall Semester.","",1,"O",20051,"['MWF 1150-1245PM']","","Research",2005,14
"656",10907,1,1094,"['PHYS']","Students analytically investigate Quantum Theory, in which a particle's behavior is described through a statistically-interpreted wave function rather than through the concepts of Newtonian mechanics. Topics include an examination of the conceptual framework, solution of the Schrodinger Equation for systems such as the harmonic oscillator and the hydrogen atom and approximation methods for treating more complex systems and the interaction of radiation with matter. Prerequisites: Physics 244 and 374, and concurrent registration in Physics 386. Offered Fall Semester.",NA,"",NA,"['David Nitz']",300,"['SC 110']","Quantum Mechanics","",376,"False","Prerequisites: Physics 244 and 374, and concurrent registration in Physics 386. Offered Fall Semester.","",1,"C",20051,"['MWF 0905-1000']","","Research",2005,18
"661",10912,1,1100,"['PHYS']","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20051,"","Internship","Research",2005,0
"662",10913,1,1101,"['PHYS']","",NA,"",NA,"['Dahl David A.']",300,"","IR/Astrophysics I","",398,"False","False","",1,"O",20051,"","Independent Research","Research",2005,1
"663",10914,1,1103,"['PSCI']","The promise of American politics is the equal freedom of all. How does practice match principles? What roles do class and race play? Do interest groups and political parties foster democracy? This course is designed not only to help students understand American government and politics but also to motivate them to be active and informed participants.",NA,"",NA,"['Daniel Hofrenning']",100,"['HH 403', 'HH 403']","American Politics","",111,"False","False","A",1,"O",20051,"['T 0935-1100', 'Th 0930-1050']","","Research",2005,28
"664",10915,1,1103,"['PSCI']","The promise of American politics is the equal freedom of all. How does practice match principles? What roles do class and race play? Do interest groups and political parties foster democracy? This course is designed not only to help students understand American government and politics but also to motivate them to be active and informed participants.",NA,"",NA,"['Donald I. Ostrom']",100,"['HH 403', 'HH 403']","American Politics","",111,"False","False","B",1,"O",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2005,32
"665",10916,1,1103,"['PSCI']","The promise of American politics is the equal freedom of all. How does practice match principles? What roles do class and race play? Do interest groups and political parties foster democracy? This course is designed not only to help students understand American government and politics but also to motivate them to be active and informed participants.",NA,"",NA,"['Donald I. Ostrom']",100,"['HH 403', 'HH 403']","American Politics","",111,"False","False","C",1,"O",20051,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2005,27
"666",10917,1,1104,"['PSCI']","Why do some societies have democratic political systems and others authoritarian ones? What is democracy? Is it the norm or the exception? The course provides a foundation for the understanding of contemporary political regimes. It applies the major concepts of comparative analysis to the political systems of Western and non-Western societies.",NA,"",NA,"['Kristina Thalhammer']",100,"['HH 301']","Comparative Politics","",112,"False","False","",1,"C",20051,"['MWF 1045-1140']","","Research",2005,29
"667",10918,1,1110,"['PSCI']","War and peace, justice and power -- these are age-old topics of the politics among nations. This course examines them by emphasizing certain problem areas in the world and evaluating the principal theories for understanding international politics. Offered both semesters.",NA,"",NA,"['Anthony Lott']",100,"['RML 577']","Intl Relations","",121,"False","False","A",1,"O",20051,"['MWF 0800-0855']","International Relations","Research",2005,31
"668",10919,1,1110,"['PSCI']","War and peace, justice and power -- these are age-old topics of the politics among nations. This course examines them by emphasizing certain problem areas in the world and evaluating the principal theories for understanding international politics. Offered both semesters.",NA,"",NA,"['Anthony Lott']",100,"['RML 577']","Intl Relations","",121,"False","False","B",1,"O",20051,"['MWF 0905-1000']","International Relations","Research",2005,33
"669",10920,1,1113,"['PSCI']","This course explores the diverse modes of inquiry in the discipline of political science. Broadly centered around the question, How do you know?, students will focus on different methods of locating and collecting data, reviewing political texts and contested concepts and constructing theoretical explanations of political phenomena. Prerequisite: one previous course in department.",NA,"",NA,"['Sheryl D. Breen']",200,"['HH 302']","Analyzing Politics","",220,"False","Prerequisite: one previous course in department.","",1,"C",20051,"['MWF 0905-1000']","Analyzing Politics and Policies","Research",2005,22
"670",10921,1,1122,"['PSCI']","Some formerly developing countries have found the way to join the ranks of the industrialized nations, others have not. What explains the difference? By introducing students to theories of modernization, dependency, world systems, order, class, revolution, state and political economy, the course attempts to provide the framework for answering this question.",NA,"",NA,"['Kristina Thalhammer']",200,"['OM 001']","Politics & Developmnt","",252,"False","False","A",1,"C",20051,"['MWF 1255-0150PM']","Politics and Development","Research",2005,24
"671",10922,1,1122,"['PSCI']","Some formerly developing countries have found the way to join the ranks of the industrialized nations, others have not. What explains the difference? By introducing students to theories of modernization, dependency, world systems, order, class, revolution, state and political economy, the course attempts to provide the framework for answering this question.",NA,"",NA,"['Kristina Thalhammer']",200,"['OM 001']","Politics & Developmnt","",252,"False","False","B",1,"C",20051,"['MWF 0200-0255PM']","Politics and Development","Research",2005,25
"672",10923,1,1126,"['PSCI']","Sandwiched between Germany and Russia, Central Europe exhibited distinctive political characteristics in its pre-communist, communist and now post-communist periods. The region could not sustain democracy in the 1930s. Does it have a better chance of doing so in the 21st century? In pursuit of an answer, students examine the varying cultural, ethnic and economic contexts of the region's contemporary political problems. Offered periodically.",NA,"",NA,"['D Christopher Brooks']",200,"['HH 516']","Central European Pol","",256,"False","False","",1,"O",20051,"['MWF 0800-0855']","Central European Politics","Research",2005,6
