"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"390",12106,1,787,"['MGMT']","This is a capstone course for students with a management studies concentration or management area of emphasis. Students have the opportunity to further develop their planning and decision making skills through focused study of the management literature and case analysis exercises. Emphasis is given to identifying, analyzing and solving organizational problems which are strategic in nature and cut across all functional areas of the organization. Prerequisite: Management Studies 250 or 251, senior status or permission of the instructor. Offered annually.","",NA,"",NA,"['Kathy C. Thomforde']",300,"['HH 302', 'HH 302']","Mgmt Policy & Strat",383,"False","Prerequisite: Management Studies 250 or 251, senior status or permission of the instructor. Offered annually.","",3,"O",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","Management Policy and Strategy","Research",2005,15
"391",12107,1,788,"['MGMT']","","",NA,"",NA,"['Siriwan Chutikamoltham']",300,"","Academic Internship",394,"True","False","",3,"O",20053,"","Internship","Research",2005,1
"392",12108,1,789,"['MGMT']","","",NA,"",NA,"['Kathy C. Thomforde']",300,"","IR/US Industry",398,"False","False","",3,"O",20053,"","Independent Study","Research",2005,1
"393",12110,1,792,"['MEDIA']","This introductory-level course is part of a two-course sequence that encourages students to assess and shape their personal relationship to mass media. Its premise is that we are all, to some extent, uninformed and uncritical consumers of media projects and services rather than conscientious and socially minded users of them. In this spirit, the course provides a comprehensive historical overview of the various print and electronic media that have shaped, and continue to shape, our lives. By examining the issues that have influenced the development of the mass media, the course considers ideological, cultural, aesthetic and ethical perspectives.","",NA,"",NA,"['William Sonnega']",100,"['DC 305', 'DC 305']","Mass Media",160,"False","False","",3,"C",20053,"['T 0935-1100', 'Th 0930-1050']","","Research",2005,44
"394",12111,1,795,"['MEDIA']","","",NA,"",NA,"['William Sonnega']",200,"","Academic Internship",294,"True","False","",3,"O",20053,"","Internship","Research",2005,2
"395",12112,1,796,"['MEDIA']","","",NA,"",NA,"['Barbara J. Evans']",200,"","IS/TV Broadcasting",298,"False","False","",3,"O",20053,"","Independent Study","Research",2005,1
"396",12113,1,797,"['MEDIA']","","",NA,"",NA,"['Karen Cherewatuk']",300,"","Academic Internship",394,"True","False","",3,"O",20053,"","Internship","Research",2005,1
"397",12114,1,798,"['MEDIA']","","",NA,"",NA,"['William Sonnega']",300,"","IR/Responsible Faith",398,"False","False","",3,"O",20053,"","Independent Research","Research",2005,1
"406",12123,1,804,"['MUSIC']","","",NA,"",NA,"['David Carter']",100,"['CHM 232']","The Art of Music",131,"False","False","",3,"C",20053,"['MWF 0905-1000']","","Research",2005,32
"420",12137,1,822,"['MUSIC']","","",NA,"",NA,"['Timothy Mahr']",200,"['CHM 224']","Composition I",223,"False","False","",3,"C",20053,"['MWF 0200-0255PM']","","Research",2005,23
"421",12138,1,832,"['MUSIC']","","",NA,"",NA,"['Alice Hanson']",200,"['CHM 239']","Hist & Lit Music II",242,"False","False","A",3,"O",20053,"['MWF 1255-0150PM']","","Research",2005,30
"422",12139,1,832,"['MUSIC']","","",NA,"",NA,"['Alice Hanson']",200,"['CHM 239']","Hist & Lit Music II",242,"False","False","B",3,"C",20053,"['MWF 0200-0255PM']","","Research",2005,30
"430",12147,1,846,"['MUSIC']","","",NA,"",NA,"['Staff']",200,"","Academic Internship",294,"True","False","",3,"O",20053,"","","Research",2005,0
"431",12148,1,847,"['MUSIC']","","",NA,"",NA,"['Janis Hardy']",200,"","IS/Chamber Opera",298,"False","False","",3,"O",20053,"","","Research",2005,1
"433",12150,1,850,"['MUSIC']","","",NA,"",NA,"['Justin W. Merritt']",300,"['CHM 232']","Analysis/20th C Music",314,"False","False","",3,"O",20053,"['MWF 1045-1140']","","Research",2005,9
"434",12151,1,851,"['MUSIC']","","",NA,"",NA,"['Justin W. Merritt']",300,"['CHM 224']","Composition II",324,"False","False","",3,"O",20053,"['MWF 1255-0150PM']","","Research",2005,5
"435",12152,1,852,"['MUSIC']","","",NA,"",NA,"['Justin W. Merritt']",300,"['CHM 224']","Composition III",325,"False","False","",3,"C",20053,"['MWF 1255-0150PM']","","Research",2005,2
"436",12153,1,853,"['MUSIC']","","",NA,"",NA,"['Gerald Hoekstra']",300,"['CHM 239']","Music/Renaissance Era",341,"False","False","",3,"O",20053,"['MWF 1045-1140']","","Research",2005,14
"437",12154,1,857,"['MUSIC']","","",NA,"",NA,"['Alice Hanson']",300,"['CHM 232', 'CHM 232']","Top: Opera",345,"False","False","",3,"O",20053,"['T 0800-0925', 'Th 0800-0920']","","Topic",2005,22
"439",12156,1,865,"['MUSIC']","","",NA,"",NA,"['Staff']",300,"","Academic Internship",394,"True","False","",3,"O",20053,"","","Research",2005,0
"440",12157,1,866,"['MUSIC']","","",NA,"",NA,"['Staff']",300,"","IR/",398,"False","False","",3,"O",20053,"","","Research",2005,0
"442",12159,1,922,"['NORW']","Students continue developing proficiency in spoken and written Norwegian, increasing their vocabulary, improving grammatical accuracy and gaining experience reading and listening to authentic materials. Prerequisite: Norwegian 111, or equivalent.","",NA,"",NA,"['Nancy Aarsvold']",100,"['OM 015']","Begin Norwegian II",112,"False","Prerequisite: Norwegian 111, or equivalent.","A",3,"C",20053,"['MWF 1045-1140']","Beginning Norwegian II","Research",2005,21
"443",12160,1,922,"['NORW']","Students continue developing proficiency in spoken and written Norwegian, increasing their vocabulary, improving grammatical accuracy and gaining experience reading and listening to authentic materials. Prerequisite: Norwegian 111, or equivalent.","",NA,"",NA,"[""Margaret H. O'Leary""]",100,"['OM 015']","Begin Norwegian II",112,"False","Prerequisite: Norwegian 111, or equivalent.","B",3,"O",20053,"['MWF 1150-1245PM']","Beginning Norwegian II","Research",2005,17
"444",12161,1,922,"['NORW']","Students continue developing proficiency in spoken and written Norwegian, increasing their vocabulary, improving grammatical accuracy and gaining experience reading and listening to authentic materials. Prerequisite: Norwegian 111, or equivalent.","",NA,"",NA,"['Nancy Aarsvold']",100,"['OM 015']","Begin Norwegian II",112,"False","Prerequisite: Norwegian 111, or equivalent.","C",3,"C",20053,"['MWF 1255-0150PM']","Beginning Norwegian II","Research",2005,20
"445",12162,1,927,"['NORW']","This course is a continuation of the approach of Norwegian 231, in which authentic cultural and literary texts provide the basis for writing and discussion on topics such as health, work, Norwegian history, society, politics, environmental issues and minorities in Norway. Materials include feature film and a contemporary novel. Prerequisite: Norwegian 231, or equivalent.","",NA,"",NA,"['Nancy Aarsvold']",200,"['OM 015']","Intermed Norwegian II",232,"False","Prerequisite: Norwegian 231, or equivalent.","",3,"O",20053,"['MWF 0800-0855']","Intermediate Norwegian II","Research",2005,8
"446",12163,1,928,"['NORW']","Students explore great works in Nordic literature from the medieval period through the 20th century, including mythology, sagas, folktales and works by eminent writers such as Holberg, Hans Christian Andersen, Ibsen, Strindberg and Hamsun. The focus is on literary development in its historical and cultural context. Readings, lectures, speaking and written assignments are in English.","",NA,"",NA,"['Solveig Zempel']",200,"['OM 015', 'OM 015']","Nordic Literature-Tr",233,"False","False","",3,"X",20053,"['T 0800-0925', 'Th 0800-0920']","Nordic Literature: Medieval to Modern","Research",2005,0
"447",12164,1,931,"['NORW']","","",NA,"",NA,"['Staff']",200,"","Academic Internship",294,"True","False","",3,"O",20053,"","Internship","Research",2005,0
"448",12165,1,932,"['NORW']","","",NA,"",NA,"['Staff']",200,"","IS/",298,"False","False","",3,"O",20053,"","Independent Study","Research",2005,0
"449",12166,1,934,"['NORW']","A study of Norwegian literature from 1890 to the present, this chronological overview places contemporary Norwegian literature in the context of historical, cultural and linguistic change and relates Norwegian literature to international trends. Lectures, essays and class discussion are in Norwegian. Prerequisite: Norwegian 253 or equivalent.","",NA,"",NA,"['Solveig Zempel']",300,"['OM 015', 'OM 015']","Norsk Lit Etter 1890",372,"False","Prerequisite: Norwegian 253 or equivalent.","",3,"O",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","Norwegian Literature from 1890 to the Present","Research",2005,10
"450",12167,1,935,"['NORW']","Students analyze the plays of Henrik Ibsen in English translation using a variety of critical approaches. Students investigate ethical issues and themes in Ibsen's plays by examining the plays through the lens of ethics, using readings in ethical theory to better understand both the ethical issues and the plays themselves. Students will also study Ibsen's dramatic technique and the historical and literary context of his work. Prerequisite: completion of BTS-T.","",NA,"",NA,"['Solveig Zempel']",300,"['OM 015', 'OM 015']","Ibsen-Tr",382,"False","Prerequisite: completion of BTS-T.","",3,"O",20053,"['T 0935-1100', 'Th 0930-1050']","Ibsen","Research",2005,10
"451",12169,1,936,"['NORW']","","",NA,"",NA,"['Staff']",300,"","Academic Internship",394,"True","False","",3,"O",20053,"","Internship","Research",2005,0
"452",12170,1,937,"['NORW']","","",NA,"",NA,"['Staff']",300,"","IR/",398,"False","False","",3,"O",20053,"","Independent Research","Research",2005,0
"453",12171,1,940,"['NURS']","","",NA,"",NA,"['Diana Neal']",100,"['HH 403']","Images of Wellness",120,"False","False","",3,"O",20053,"['Th 0700-1000PM']","","Research",2005,30
"454",12172,1,943,"['NURS']","Does not count toward the major.","",NA,"",NA,"['Staff']",200,"","IS/",298,"False","False","",3,"O",20053,"","Independent Study","Research",2005,0
"456",12174,1,952,"['NURS']","","",NA,"",NA,"['Carol H. Austin']",300,"['HH 215', 'HH 215']","Child Health",338,"False","False","",3,"O",20053,"['MWF 1150-1245PM', 'TTh 0700-0330PM']","","Research",2005,24
"457",12175,1,954,"['NURS']","Students have the opportunity in this course to explore issues related to the care of individuals suffering from chronic and acute psychiatric disorders. Topics include a wide range of mental health problems such as major mental illness, substance abuse, depression and anxiety disorders. Students develop the roles of counselor and collaborator by working with an interdisciplinary team in providing care to patients in psychiatric settings. Clinical experiences emphasize the use of therapeutic communication, psychiatric assessment and interpersonal relationship skills. Prerequisite: Nursing 350. Taken concurrently with Nursing 384. Offered Spring Semester annually.","",NA,"",NA,"['Rita Glazebrook', 'Judith Sateren']",300,"['SC 18', 'SC 18']","Alter Mental Health",360,"False","Prerequisite: Nursing 350. Taken concurrently with Nursing 384. Offered Spring Semester annually.","",3,"O",20053,"['MWF 0905-1000', 'TTh 0700-0230PM']","Alterations in Mental Health","Research",2005,20
"459",12177,1,963,"['NURS']","Does not count toward the major.","",NA,"",NA,"['Rita Glazebrook']",300,"","IR/Hist Nursing St. Olaf",398,"False","False","",3,"O",20053,"","Independent Research","Research",2005,1
"460",12178,1,964,"['PHIL']","An examination of the development of historically significant conceptions of reality and knowledge. In order to see the historical contribution of philosophy to the self-understanding of Western culture, students study major philosophers from ancient, medieval, and modern Western philosophy, focusing on the ways they have related their explanations of the universe to their conceptions of meaningful human life. Some sections offer a survey of Western philosophy while others stress intensive study of central figures and works. Consult departmental prospectus for details. Open to first-year students and sophomores only.","",NA,"",NA,"['Edward Langerak']",100,"['HH 516', 'HH 516']","Making of Modern Mind",118,"False","False","",3,"C",20053,"['T 0935-1100', 'Th 0930-1050']","The Making of the Modern Mind","Research",2005,21
"461",12179,1,965,"['PHIL']","This seminar introduces students to the discipline of philosophy by focusing on psychological issues related to moral behavior. Students study those states of mind and character that are thought to constitute moral (or evil) character and produce moral (or evil) actions, relationships and societies. Guilt, shame, humility, self-respect; sympathy, compassion, caring, anger; truthfulness, courage, self-knowledge: what are these states? And what influence does their presence or absence have on human relationships and society?","",NA,"",NA,"['Jeanine Grenberg']",100,"['HH 516']","Moral Psychology",119,"False","False","A",3,"C",20053,"['MWF 0905-1000']","","Research",2005,17
"462",12180,1,965,"['PHIL']","This seminar introduces students to the discipline of philosophy by focusing on psychological issues related to moral behavior. Students study those states of mind and character that are thought to constitute moral (or evil) character and produce moral (or evil) actions, relationships and societies. Guilt, shame, humility, self-respect; sympathy, compassion, caring, anger; truthfulness, courage, self-knowledge: what are these states? And what influence does their presence or absence have on human relationships and society?","",NA,"",NA,"['Jeanine Grenberg']",100,"['HH 516']","Moral Psychology",119,"False","False","B",3,"C",20053,"['MWF 1045-1140']","","Research",2005,15
"463",12181,1,970,"['PHIL']","This course surveys the origins and development of Western Philosophy from the pre-Socratics to some Medieval attempts to synthesize the Greek philosophical tradition and the Judeo-Christian religious heritage. Students encounter pre-Socratics, Plato, Aristotle, Stoics, Epicureans, Skeptics, Plotinus, Augustine, Anselm and Aquinas, usually through primary texts.","",NA,"",NA,"['Vicki L. Harper']",200,"['HH 516', 'HH 516']","Ancient & Medieval",235,"False","False","A",3,"C",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","Ancient and Medieval Philosophy","Research",2005,26
"464",12182,1,970,"['PHIL']","This course surveys the origins and development of Western Philosophy from the pre-Socratics to some Medieval attempts to synthesize the Greek philosophical tradition and the Judeo-Christian religious heritage. Students encounter pre-Socratics, Plato, Aristotle, Stoics, Epicureans, Skeptics, Plotinus, Augustine, Anselm and Aquinas, usually through primary texts.","",NA,"",NA,"['Vicki L. Harper']",200,"['HH 516']","Ancient & Medieval",235,"False","False","B",3,"C",20053,"['MWF 0200-0255PM']","Ancient and Medieval Philosophy","Research",2005,19
"465",12183,1,972,"['PHIL']","Students explore propositional and predicate logic developed in a philosophical context with attention to such issues as truth and knowledge in logic and mathematics, the existence of abstract entities, paradoxes, multi-valued logics and the use of logic in philosophy. Offered every year.","",NA,"",NA,"['Vicki L. Harper']",200,"['BMC 101']","Formal Logic & Phil",240,"False","False","",3,"C",20053,"['MWF 1150-1245PM']","Formal Logic and Philosophy","Research",2005,25
"466",12184,1,974,"['PHIL']","Contemplating art in relation to aesthetic as well as religious and moral values, students address such issues as the nature of creation and creativity, the character of visual metaphor and the meaning of selected historical and contemporary works of art. While developing a more informed appreciation of aesthetic properties of art, students analyze major texts in philosophy of art and art criticism.","",NA,"",NA,"['Charles Taliaferro']",200,"['SH 002', 'SH 002']","Aesthetics",243,"False","False","",3,"C",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2005,40
"467",12185,1,975,"['PHIL']","Students examine concepts fundamental to the practice of natural science such as scientific method, theory, objectivity, observation, confirmation and explanation. Students engage political or civic controversies that turn on the scientific status of particular practices in order to articulate an understanding of scientific practice necessary for the informed citizen. Such controversies include creationism, global warming and repressed memory syndrome.","",NA,"",NA,"['Corliss Swain']",200,"['HH 516']","Philosophy & Science",244,"False","False","",3,"C",20053,"['MWF 1255-0150PM']","Philosophy and Science","Research",2005,23
"468",12186,1,976,"['PHIL']","Students examine feminist approaches to and critiques of aspects of contemporary culture that shape women's lives. These may include conventional morality, science, education, art, medicine, law, religion and social institutions such as marriage and political institutions. Students critically examine historical or contemporary philosophical views that underlie as well as those that challenge these institutions, including views of human nature, gender, rationality, knowledge, morality, justice and the value of autonomy.","",NA,"",NA,"['Karen Gervais']",200,"['HH 413', 'HH 413']","Philosophy & Feminism",245,"False","False","",3,"O",20053,"['T 0800-0925', 'Th 0800-0920']","Philosophy and Feminism","Research",2005,13
"469",12187,1,979,"['PHIL']","Students examine main Western ethical perspectives and how they apply to selected contemporary moral concerns. Theoretical issues include rights, duties, virtue, hedonism, egoism, the good life, ethics and theology, the fact-value distinction, relativism and pluralism. Students discuss current topics such as economic justice, death, friendship, animal rights, censorship, racism, privacy, reproductive ethics and environmental ethics.","",NA,"",NA,"['Jennifer C. Manion']",200,"['OM 035', 'OM 035']","Ethics/The Good Life",252,"False","False","A",3,"O",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","Ethics and the Good Life","Research",2005,17
"470",12188,1,979,"['PHIL']","Students examine main Western ethical perspectives and how they apply to selected contemporary moral concerns. Theoretical issues include rights, duties, virtue, hedonism, egoism, the good life, ethics and theology, the fact-value distinction, relativism and pluralism. Students discuss current topics such as economic justice, death, friendship, animal rights, censorship, racism, privacy, reproductive ethics and environmental ethics.","",NA,"",NA,"['Jennifer C. Manion']",200,"['OM 035', 'OM 035']","Ethics/The Good Life",252,"False","False","B",3,"O",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","Ethics and the Good Life","Research",2005,21
"471",12189,1,980,"['PHIL']","Students identify moral questions the state should answer in order to govern well and then consider a broad historical range of answers. Topics include natural law and natural rights, the rise of liberalism, the relation between liberalism and moral scepticism, contemporary critiques of liberalism, the rise of legal positivism, the privatization of moral and religious values and the conflict between individual rights and the common good.","",NA,"",NA,"['Anthony J. Rudd']",200,"['OM 011']","Law,Politics,Morality",254,"False","False","A",3,"O",20053,"['MWF 1255-0150PM']","Law, Politics, and Morality","Research",2005,23
"472",12191,1,981,"['PHIL']","Moral issues concerning friendship and love are analyzed from the perspective of various theories of value. Issues may include friendship and the moral life, exploitative versus fulfilling relationships, the conflict between altruism and self-love, forgiveness, reconciliation and civic friendship. Since loving is itself a form of valuing, value theory is approached by investigating philosophical and theological works concerning the basic types of love: philia, eros and agape. Students are introduced to normative ethical theories.","",NA,"",NA,"['Corliss Swain']",200,"['HH 302']","Friendship Love/Gd Lf",256,"False","False","",3,"O",20053,"['MWF 1045-1140']","Friendship, Love, and the Good Life","Research",2005,25
"473",12192,1,982,"['PHIL']","Valuing nature raises significant philosophical and ethical issues. Students consider the nature of animal life, the character and control of pollution, the conflict between preservationism and conservationism, corporate responsibility for the eco-crisis, the use of economic categories to assess wilderness areas and endangered species, the conflict between eco-holism and individualism and the philosophy of wilderness management.","",NA,"",NA,"['Charles Taliaferro']",200,"['SH 002', 'SH 002']","Environmental Ethics",257,"False","False","A",3,"C",20053,"['T 0935-1100', 'Th 0930-1050']","","Research",2005,44
"474",12193,1,982,"['PHIL']","Valuing nature raises significant philosophical and ethical issues. Students consider the nature of animal life, the character and control of pollution, the conflict between preservationism and conservationism, corporate responsibility for the eco-crisis, the use of economic categories to assess wilderness areas and endangered species, the conflict between eco-holism and individualism and the philosophy of wilderness management.","",NA,"",NA,"['Charles Taliaferro']",200,"['SH 002', 'SH 002']","Environmental Ethics",257,"False","False","B",3,"C",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2005,44
"475",12194,1,985,"['PHIL']","","",NA,"",NA,"['Staff']",200,"","Academic Internship",294,"True","False","",3,"O",20053,"","","Research",2005,0
"476",12195,1,986,"['PHIL']","","",NA,"",NA,"['Staff']",200,"","IS/",298,"False","False","",3,"O",20053,"","Independent Study","Research",2005,0
"477",12196,1,989,"['PHIL']","Students examine classical issues in ethics and theory of value: the nature of moral judgments; theories of moral obligation and value; the concept of moral responsibility; and the relation of morality to science, religion and law. Prerequisite: two courses in philosophy, one of which must be either 235 or 236, or permission of the department chair.","",NA,"",NA,"['Edward Langerak']",300,"['HH 516', 'HH 516']","Sem: Eth/Theory/Value",373,"False","Prerequisite: two courses in philosophy, one of which must be either 235 or 236, or permission of the department chair.","",3,"C",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","Studies in Ethics and Theory of Value","Seminar",2005,14
"478",12197,1,992,"['PHIL']","","",NA,"",NA,"['Staff']",300,"","Academic Internship",394,"True","False","",3,"O",20053,"","","Research",2005,0
"479",12198,1,993,"['PHIL']","Prerequisite: one Level III course in philosophy.","",NA,"",NA,"['Vicki L. Harper']",300,"","IR/Modal Logic",398,"False","Prerequisite: one Level III course in philosophy.","",3,"O",20053,"","Independent Research","Research",2005,2
"480",12199,1,994,"['PHIL']","Intended as a capstone course for the major, the seminar studies a selected topic, figure or movement in philosophy, with emphasis on student presentations in class. Consult department's prospectus for details. Prerequisite: upper level philosophy major or consent of instructor. Offered every year.","",NA,"",NA,"['Anthony J. Rudd']",300,"['HH 515']","Sem: Free Will",399,"False","Prerequisite: upper level philosophy major or consent of instructor. Offered every year.","",3,"O",20053,"['MWF 0905-1000']","Seminar","Seminar",2005,10
"526",12248,1,1051,"['PETH']","Students study principles pertinent to prevention of injuries in sports and physical; treatment and care of minor injuries. The course utilizes both lecture and laboratory.","",NA,"",NA,"['Daniel Hagen']",200,"","Prev/Care Sport Injur",255,"False","False","",3,"C",20053,"['T 0800-0925', 'Th 0800-0920']","Prevention and Care of Athletic Injuries","Research",2005,32
"527",12250,1,1056,"['PETH']","Students will examine the conceptual framework for ethical decision making using sports as a prism to examine normative perspectives. Varied ethical perspectives will be analyzed throughconflicts presented in sports-related questions. Course readings and lectures will examine the theoretical constructs of ethical decision making from Christian and non-Christian positions.","",NA,"",NA,"['Gary Wicks']",200,"['SAC 112']","Sport Ethic-Society",290,"False","False","",3,"C",20053,"['MWF 0905-1000']","Sport Ethic in Society","Research",2005,28
"528",12251,1,1057,"['PETH']","","",NA,"",NA,"['Staff']",200,"","Academic Internship",294,"True","False","",3,"O",20053,"","Internship","Research",2005,0
"529",12252,1,1058,"['PETH']","","",NA,"",NA,"['Daniel Hagen']",200,"","IS/Injury Treatments",298,"False","False","",3,"O",20053,"","Independent Study","Research",2005,1
"531",12255,1,1064,"['PETH']","Students study in-depth the physiology of exercise, covering cardiovascular and muscular adaptions to exercise and factors affecting performance, including body composition, environmental influences, training implications across gender and age and the assessment of fitness. The course includes a laboratory component. Prerequisite: junior standing and Biology 123, or consent of instructor.","",NA,"",NA,"['Christine Daymont']",300,"['SAC 103']","Physiology/Exercise",375,"False","Prerequisite: junior standing and Biology 123, or consent of instructor.","",3,"O",20053,"['MWF 1045-1140']","Physiology of Exercise","Research",2005,16
"532",12256,1,1067,"['PETH']","","",NA,"",NA,"['Cynthia Book']",300,"","Academic Internship",394,"True","False","",3,"O",20053,"","Internship","Research",2005,1
"533",12257,1,1068,"['PETH']","Research","",NA,"",NA,"['Cynthia Book']",300,"","IR/Pedometer Research",398,"False","False","",3,"O",20053,"","Independent Research","Research",2005,1
"557",12281,1,1104,"['PSCI']","Why do some societies have democratic political systems and others authoritarian ones? What is democracy? Is it the norm or the exception? The course provides a foundation for the understanding of contemporary political regimes. It applies the major concepts of comparative analysis to the political systems of Western and non-Western societies.","",NA,"",NA,"['D Christopher Brooks']",100,"['RML 577']","Comparative Politics",112,"False","False","A",3,"O",20053,"['MWF 0800-0855']","","Research",2005,22
"558",12282,1,1104,"['PSCI']","Why do some societies have democratic political systems and others authoritarian ones? What is democracy? Is it the norm or the exception? The course provides a foundation for the understanding of contemporary political regimes. It applies the major concepts of comparative analysis to the political systems of Western and non-Western societies.","",NA,"",NA,"['D Christopher Brooks']",100,"['RML 577']","Comparative Politics",112,"False","False","B",3,"C",20053,"['MWF 0905-1000']","","Research",2005,27
"559",12283,1,1105,"['PSCI']","This course is an introduction to some of the central, interrelated concepts and questions of political theory. Some of the readings will be drawn from recognized classics in the field while others will arise from contemporary debates about political issues and cultural diversity within the U.S. The course will pay considerable attention to historical shifts in political thought but is not designed to provide a chronology of the great Western political thinkers. Instead, this course aims to provoke and sustain a semester-long exploration of what it means to be a political actor -- that is, a citizen -- and what it means to think about politics.","",NA,"",NA,"['Douglas J. Casson']",100,"['OM 030']","Intro: Pol Theory",113,"False","False","A",3,"C",20053,"['MWF 1045-1140']","Introduction to Political Theory","Research",2005,27
"560",12284,1,1105,"['PSCI']","This course is an introduction to some of the central, interrelated concepts and questions of political theory. Some of the readings will be drawn from recognized classics in the field while others will arise from contemporary debates about political issues and cultural diversity within the U.S. The course will pay considerable attention to historical shifts in political thought but is not designed to provide a chronology of the great Western political thinkers. Instead, this course aims to provoke and sustain a semester-long exploration of what it means to be a political actor -- that is, a citizen -- and what it means to think about politics.","",NA,"",NA,"['Douglas J. Casson']",100,"['OM 030']","Intro: Pol Theory",113,"False","False","B",3,"C",20053,"['MWF 1150-1245PM']","Introduction to Political Theory","Research",2005,28
"561",12285,1,1109,"['PSCI']","What makes a person capable of repression? Who obeys morally unjust orders to torture or kill innocent victims? What causes genocide? Who risks his or her life to defend others' rights? Using case studies from around the world, this course looks at various explanations for the range of ways individuals respond to immoral government actions, with special emphasis on theories of political psychology.","",NA,"",NA,"['Kristina Thalhammer']",100,"['HH 307', 'HH 307']","Politics Human Rights",117,"False","False","",3,"O",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","Politics and Human Rights","Research",2005,31
"562",12286,1,1110,"['PSCI']","War and peace, justice and power -- these are age-old topics of the politics among nations. This course examines them by emphasizing certain problem areas in the world and evaluating the principal theories for understanding international politics. Offered both semesters.","",NA,"",NA,"['Katherine S. Tegtmeyer Pak']",100,"['OM 001']","Int'l Relations",121,"False","False","",3,"C",20053,"['MWF 1255-0150PM']","International Relations","Research",2005,28
"563",12287,1,1113,"['PSCI']","This course explores the diverse modes of inquiry in the discipline of political science. Broadly centered around the question, How do you know?, students will focus on different methods of locating and collecting data, reviewing political texts and contested concepts and constructing theoretical explanations of political phenomena. Prerequisite: one previous course in department.","",NA,"",NA,"['Daniel Hofrenning']",200,"['HH 302']","Analyzing Politics",220,"False","Prerequisite: one previous course in department.","A",3,"O",20053,"['MWF 0800-0855']","Analyzing Politics and Policies","Research",2005,16
"564",12288,1,1113,"['PSCI']","This course explores the diverse modes of inquiry in the discipline of political science. Broadly centered around the question, How do you know?, students will focus on different methods of locating and collecting data, reviewing political texts and contested concepts and constructing theoretical explanations of political phenomena. Prerequisite: one previous course in department.","",NA,"",NA,"['Daniel Hofrenning']",200,"['HH 302']","Analyzing Politics",220,"False","Prerequisite: one previous course in department.","B",3,"O",20053,"['MWF 0905-1000']","Analyzing Politics and Policies","Research",2005,18
"565",12289,1,1118,"['PSCI']","Students survey the major traditions of ethical theory and their implications for public policy. Ethical theories are interspersed with case material throughout the course. The major focus is on the ethics of policy and the development of tools for the ethical assessment of policy alternatives. Applications range from health care, the environment, economic policy, welfare policy, education, affirmative action and crime.","",NA,"",NA,"['Sheryl D. Breen']",200,"['OM 030']","Ethics/Public Policy",247,"False","False","A",3,"C",20053,"['MWF 1255-0150PM']","Political Ethics and Public Policy","Research",2005,28
"566",12290,1,1118,"['PSCI']","Students survey the major traditions of ethical theory and their implications for public policy. Ethical theories are interspersed with case material throughout the course. The major focus is on the ethics of policy and the development of tools for the ethical assessment of policy alternatives. Applications range from health care, the environment, economic policy, welfare policy, education, affirmative action and crime.","",NA,"",NA,"['Sheryl D. Breen']",200,"['OM 030']","Ethics/Public Policy",247,"False","False","B",3,"C",20053,"['MWF 0200-0255PM']","Political Ethics and Public Policy","Research",2005,24
"567",12291,1,1128,"['PSCI']","More and more, world politics, the politics among nations, controls domestic politics. With the fall of Communism an entirely new world regime is emerging. By examining the subjects of realism, globalism, power, levels of analysis, ideology, global inequality, non-state actors, political economy, transnational policy issues, war, peace and international organization, students are challenged to come to grips with these changes. Offered periodically.","",NA,"",NA,"['Anthony Lott']",200,"['OM 031', 'OM 031']","World Politics",258,"False","False","",3,"C",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2005,23
"568",12292,1,1132,"['PSCI']","How do the peoples of Latin America participate politically? How do domestic politics interact with national and international economics? How do states treat challenges posed by migration and by desires for modernization and democracy in a context of authoritarian legacy and debt? Students examine how Latin American politics work, focusing on Mexico, parts of Central America, the Caribbean, the Andean Region and the Southern Cone.","",NA,"",NA,"['Kristina Thalhammer']",200,"['RML 421', 'RML 421']","Latin Am Politics",264,"False","False","",3,"O",20053,"['T 0935-1100', 'Th 0930-1050']","Latin American Politics","Research",2005,21
"569",12293,1,1134,"['PSCI']","The Constitution is the sacred text of America's civic religion. The opinions of the Supreme Court, which form the assigned reading, are equivalent to sacred commentary. This course is the first half of a year-long sequence on the meaning of the Constitution as developed in the opinions of the Supreme Court and includes the topics: judicial review, separation of powers, federalism, contract clause and substantive due process. Prerequisite: Political Science 111, or permission of instructor. Offered annually.","",NA,"",NA,"['Douglas J. Casson']",200,"['HH 317']","Am Constitutional Law",272,"False","Prerequisite: Political Science 111, or permission of instructor. Offered annually.","",3,"O",20053,"['MWF 0800-0855']","American Constitutional Law: Power","Research",2005,23
"570",12294,1,1139,"['PSCI']","Internships in the major are available in a wide variety of public and private institutions including the state legislature, lobbying agencies, law firms, media organizations, corporate public affairs and executive agencies.","",NA,"",NA,"['Staff']",200,"","Academic Internship",294,"True","False","",3,"O",20053,"","Internship","Research",2005,0
