"","clbid","credits","crsid","departments","description","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"499",9625,1,795,"['MEDIA']","",NA,"['William Sonnega']",200,"","Academic Internship","",294,"True","False","",3,"O",20043,"","","Research",2004,4
"500",9626,1,796,"['MEDIA']","",NA,"['Staff']",200,"","IS/","",298,"False","False","",3,"O",20043,"","","Research",2004,0
"501",9627,1,797,"['MEDIA']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"O",20043,"","","Research",2004,0
"502",9628,1,798,"['MEDIA']","",NA,"['Staff']",300,"","IR/","",398,"False","False","",3,"O",20043,"","","Research",2004,0
"511",9637,1,804,"['MUSIC']","",NA,"['David Carter']",100,"['CHM 232']","The Art of Music","",131,"False","False","",3,"O",20043,"['MWF 0905-1000']","","Research",2004,28
"525",9651,1,822,"['MUSIC']","",NA,"['Timothy Mahr']",200,"['CHM 224']","Composition I","",223,"False","False","",3,"O",20043,"['MWF 0200-0255PM']","","Research",2004,13
"526",9652,1,832,"['MUSIC']","",NA,"['Alice Hanson']",200,"['CHM 239']","Hist & Lit Music II","",242,"False","False","A",3,"O",20043,"['MWF 1255-0150PM']","","Research",2004,32
"527",9653,1,832,"['MUSIC']","",NA,"['Alice Hanson']",200,"['CHM 239']","Hist & Lit Music II","",242,"False","False","B",3,"O",20043,"['MWF 0200-0255PM']","","Research",2004,30
"535",9661,1,846,"['MUSIC']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"O",20043,"","","Research",2004,0
"536",9662,1,847,"['MUSIC']","",NA,"['John Ferguson']",200,"","IS/History Organ Dsgn","",298,"False","False","",3,"O",20043,"","","Research",2004,1
"537",9663,1,847,"['MUSIC']","",NA,"['Elinor Niemisto']",200,"","IS/Harp Lit/Pedagogy","",298,"False","False","A",3,"O",20043,"","","Research",2004,1
"538",9664,1,847,"['MUSIC']","",NA,"['Justin W. Merritt']",200,"","IS/Comp Cd Prod II","",298,"False","False","B",3,"O",20043,"","","Research",2004,1
"539",9665,1,847,"['MUSIC']","",NA,"['Timothy Mahr']",200,"","IS/Folk Song Suite","",298,"False","False","C",3,"O",20043,"","","Research",2004,1
"541",9667,1,849,"['MUSIC']","",NA,"['Justin W. Merritt']",300,"['CHM 239']","Analysis/Tonal Music","",313,"False","False","",3,"O",20043,"['MWF 0905-1000']","","Research",2004,14
"542",9668,1,851,"['MUSIC']","",NA,"['Justin W. Merritt']",300,"['CHM 232']","Composition II","",324,"False","False","",3,"O",20043,"['MWF 1255-0150PM']","","Research",2004,4
"543",9669,1,852,"['MUSIC']","",NA,"['Justin W. Merritt']",300,"['CHM 232']","Composition III","",325,"False","False","",3,"C",20043,"['MWF 1255-0150PM']","","Research",2004,3
"544",9670,1,854,"['MUSIC']","",NA,"['Gerald Hoekstra']",300,"['CHM 239']","Music of Baroque Era","",342,"False","False","",3,"O",20043,"['MWF 1045-1140']","","Research",2004,11
"545",9671,1,857,"['MUSIC']","",NA,"['Alice Hanson']",300,"['CHM 239', 'CHM 239']","Top: Folk/Pop Art Musi","",345,"False","False","",3,"O",20043,"['T 0800-0925', 'Th 0800-0920']","","Topic",2004,19
"548",9674,1,865,"['MUSIC']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"O",20043,"","","Research",2004,0
"549",9675,1,866,"['MUSIC']","",NA,"['Steven Amundson']",300,"","IR/Inst Conducting","",398,"False","False","",3,"O",20043,"","","Research",2004,1
"551",9677,1,922,"['NORW']","",NA,"['Nancy Aarsvold']",100,"['OM 015']","Begin Norwegian II","",112,"False","False","A",3,"C",20043,"['MWF 0905-1000']","","Research",2004,23
"552",9678,1,922,"['NORW']","",NA,"[""Margaret H. O'Leary""]",100,"['OM 015']","Begin Norwegian II","",112,"False","False","B",3,"C",20043,"['MWF 1045-1140']","","Research",2004,19
"553",9679,1,922,"['NORW']","",NA,"[""Margaret H. O'Leary""]",100,"['OM 015']","Begin Norwegian II","",112,"False","False","C",3,"C",20043,"['MWF 1150-1245PM']","","Research",2004,20
"554",9680,1,922,"['NORW']","",NA,"['Nancy Aarsvold']",100,"['OM 015']","Begin Norwegian II","",112,"False","False","D",3,"O",20043,"['MWF 1255-0150PM']","","Research",2004,17
"555",9681,1,927,"['NORW']","",NA,"['Nancy Aarsvold']",200,"['OM 015']","Intermed Norwegian II","",232,"False","False","",3,"O",20043,"['MWF 0800-0855']","","Research",2004,15
"556",9682,1,931,"['NORW']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"O",20043,"","","Research",2004,0
"557",9683,1,932,"['NORW']","",NA,"['Staff']",200,"","IS/","",298,"False","False","",3,"O",20043,"","","Research",2004,0
"558",9684,1,934,"['NORW']","",NA,"[""Margaret H. O'Leary""]",300,"['OM 015']","Norsk Lit Etter 1890","",372,"False","False","",3,"O",20043,"['MWF 0200-0255PM']","","Research",2004,7
"559",9685,1,935,"['NORW']","",NA,"['Solveig Zempel']",300,"['OM 015', 'OM 015']","Ibsen-Tr","",382,"False","False","",3,"O",20043,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2004,11
"560",9686,1,936,"['NORW']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"O",20043,"","","Research",2004,0
"561",9687,1,937,"['NORW']","",NA,"[""Margaret H. O'Leary""]",300,"","IR/Norse Mythology","",398,"False","False","",3,"O",20043,"","","Research",2004,1
"562",9688,1,943,"['NURS']","",NA,"['Judith Sateren']",200,"","IS/Health Programs","",298,"False","False","",3,"O",20043,"","","Research",2004,1
"564",9690,1,954,"['NURS']","",NA,"['Judith Sateren']",300,"['SC 18', 'SC 18']","Alter Mental Health","",360,"False","False","",3,"C",20043,"['MWF 0905-1000', 'TTh 0700-0230PM']","","Research",2004,21
"566",9692,1,963,"['NURS']","",NA,"['Staff']",300,"","IR/","",398,"False","False","",3,"O",20043,"","","Research",2004,0
"567",9693,1,964,"['PHIL']","",NA,"['Anthony J. Rudd']",100,"['RML 577']","Making of Modern Mind","",118,"False","False","A",3,"C",20043,"['MWF 1045-1140']","","Research",2004,21
"568",9694,1,964,"['PHIL']","",NA,"['Anthony J. Rudd']",100,"['HH 515']","Making of Modern Mind","",118,"False","False","B",3,"C",20043,"['MWF 1255-0150PM']","","Research",2004,21
"569",9695,1,964,"['PHIL']","",NA,"['Jennifer C. Manion']",100,"['TB 227', 'TB 227']","Making of Modern Mind","",118,"False","False","C",3,"C",20043,"['T 0935-1100', 'Th 0930-1050']","","Research",2004,16
"570",9696,1,968,"['PHIL']","",NA,"['Anthony J. Rudd']",200,"['HH 516', 'HH 516']","Phil of Mind/Behavior","",231,"False","False","",3,"C",20043,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2004,21
"571",9697,1,971,"['PHIL']","",NA,"['Jeanine Grenberg']",200,"['HH 514']","Modern Philosophy","",236,"False","False","",3,"C",20043,"['MWF 1255-0150PM']","","Research",2004,23
"572",9698,1,972,"['PHIL']","",NA,"['Vicki L. Harper']",200,"['HH 514']","Formal Logic & Phil","",240,"False","False","",3,"C",20043,"['MWF 1150-1245PM']","","Research",2004,24
"573",9699,1,974,"['PHIL']","",NA,"['Vicki L. Harper']",200,"['HH 516']","Aesthetics","",243,"False","False","",3,"C",20043,"['MWF 0200-0255PM']","","Research",2004,22
"574",9700,1,976,"['PHIL']","",NA,"['Karen Gervais']",200,"['HH 307', 'HH 307']","Philosophy & Feminism","",245,"False","False","",3,"O",20043,"['T 0800-0925', 'Th 0800-0920']","","Research",2004,21
"575",9701,1,977,"['PHIL']","",NA,"['Karen Gervais']",200,"['HH 413']","Biomedical Ethics","",250,"False","False","",3,"C",20043,"['MWF 0800-0855']","","Research",2004,23
"576",9702,1,979,"['PHIL']","",NA,"['Jeanine Grenberg']",200,"['HH 516']","Ethics/The Good Life","",252,"False","False","A",3,"C",20043,"['MWF 0905-1000']","","Research",2004,21
"577",9703,1,979,"['PHIL']","",NA,"['Jeanine Grenberg']",200,"['HH 516']","Ethics/The Good Life","",252,"False","False","B",3,"C",20043,"['MWF 1045-1140']","","Research",2004,20
"578",9704,1,979,"['PHIL']","",NA,"['Edward Langerak']",200,"['HH 516']","Ethics/The Good Life","",252,"False","False","C",3,"C",20043,"['MWF 1255-0150PM']","","Research",2004,24
"579",9705,1,980,"['PHIL']","",NA,"['Paola L. Kindred']",200,"['SH 02', 'SH 02']","Law,Politics,Morality","",254,"False","False","",3,"C",20043,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2004,16
"580",9706,1,981,"['PHIL']","",NA,"['Corliss Swain']",200,"['HH 516', 'HH 516']","Friendship Love/Gd Lf","",256,"False","False","",3,"C",20043,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2004,17
"581",9707,1,985,"['PHIL']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"O",20043,"","","Research",2004,0
"582",9708,1,986,"['PHIL']","",NA,"['Gordon D. Marino']",200,"","IS/Existential/Faith","",298,"False","False","",3,"O",20043,"","","Research",2004,1
"583",9709,1,991,"['PHIL']","",NA,"['Paola L. Kindred']",300,"['SH 02', 'SH 02']","Top: American Philosop","",375,"False","False","",3,"O",20043,"['T 1145-0110PM', 'Th 1245-0205PM']","","Topic",2004,13
"584",9710,1,992,"['PHIL']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"O",20043,"","","Research",2004,0
"585",9711,1,993,"['PHIL']","",NA,"['Anthony J. Rudd']",300,"","IR/Macintyre & Ethics","",398,"False","False","",3,"O",20043,"","","Research",2004,3
"586",9712,1,993,"['PHIL']","",NA,"['Gordon D. Marino']",300,"","IR/Kierkegaard","",398,"False","False","A",3,"O",20043,"","","Research",2004,1
"587",9713,1,993,"['PHIL']","",NA,"['Anthony J. Rudd']",300,"","IR/Wittgenstein/Music","",398,"False","False","B",3,"O",20043,"","","Research",2004,1
"588",9714,1,993,"['PHIL']","",NA,"['Gordon D. Marino']",300,"","IR/Kierk and Hegel","",398,"False","False","C",3,"O",20043,"","","Research",2004,1
"589",9715,1,993,"['PHIL']","",NA,"['Gordon D. Marino']",300,"","IR/Johannes Climacus","",398,"False","False","D",3,"O",20043,"","","Research",2004,1
"590",9716,1,993,"['PHIL']","",NA,"['Gordon D. Marino']",300,"","IR/Faith & Knowledge","",398,"False","False","E",3,"O",20043,"","","Research",2004,1
"591",9717,1,993,"['PHIL']","",NA,"['Gordon D. Marino']",300,"","IR/Kierk On Truth","",398,"False","False","F",3,"O",20043,"","","Research",2004,1
"592",9718,1,993,"['PHIL']","",NA,"['Gordon D. Marino']",300,"","IR/Limits of Reason","",398,"False","False","G",3,"O",20043,"","","Research",2004,1
"593",9719,1,993,"['PHIL']","",NA,"['Gordon D. Marino']",300,"","IR/God's Existence","",398,"False","False","H",3,"O",20043,"","","Research",2004,1
"594",9720,1,994,"['PHIL']","",NA,"['Corliss Swain']",300,"['SH 02', 'SH 02']","Seminar","",399,"False","False","",3,"O",20043,"['T 0935-1100', 'Th 0930-1050']","","Seminar",2004,10
"644",9770,1,1051,"['PETH']","",NA,"['Daniel Hagen']",200,"['SAC 112', 'SAC 112', 'SAC_TR_RM']","Prev/Care Sport Injur","",255,"False","False","A",3,"C",20043,"['T 0800-0925', 'Th 0800-0920', 'W 1150-1245PM']","","Research",2004,15
"645",9771,1,1051,"['PETH']","",NA,"['Daniel Hagen']",200,"['SAC 112', 'SAC 112', 'SAC_TR_RM']","Prev/Care Sport Injur","",255,"False","False","B",3,"C",20043,"['T 0800-0925', 'Th 0800-0920', 'W 1255-0150PM']","","Research",2004,17
"646",9772,1,1056,"['PETH']","",NA,"['Gary Wicks']",200,"['SAC 112']","Sport Ethic-Society","",290,"False","False","",3,"C",20043,"['MWF 0905-1000']","","Research",2004,29
"647",9773,1,1057,"['PETH']","",NA,"['William Sean Goldsworthy']",200,"","Academic Internship","",294,"True","False","",3,"O",20043,"","","Research",2004,1
"648",9774,1,1057,"['PETH']","",NA,"['Cynthia Book']",200,"","Academic Internship","",294,"True","False","A",3,"O",20043,"","","Research",2004,1
"649",9775,1,1057,"['PETH']","",NA,"['Tegtmeyer Judith']",200,"","Academic Internship","",294,"True","False","B",3,"O",20043,"","","Research",2004,1
"650",9776,1,1058,"['PETH']","",NA,"['Cynthia Book']",200,"","IS/Efficacy of Icing","",298,"False","False","",3,"O",20043,"","","Research",2004,1
"651",9777,1,1058,"['PETH']","",NA,"['Bryan G. DeMaine']",200,"","IS/Training Programs","",298,"False","False","A",3,"O",20043,"","","Research",2004,1
"653",9779,1,1060,"['PETH']","",NA,"['Gary Wicks']",300,"['SAC 103', 'SAC 103']","Motor Learning","",373,"False","False","",3,"O",20043,"['MWF 1255-0150PM', 'Th 1245-0245PM']","","Research",2004,12
"654",9780,1,1064,"['PETH']","",NA,"['Christine Daymont']",300,"['SAC 103', 'SAC 103']","Physiology/Exercise","",375,"False","False","",3,"O",20043,"['MWF 1045-1140', 'T 0800-1100']","","Research",2004,16
"655",9781,1,1067,"['PETH']","",NA,"['Cynthia Book']",300,"","Academic Internship","",394,"True","False","",3,"O",20043,"","","Research",2004,1
"656",9782,1,1068,"['PETH']","",NA,"['Cynthia Book']",300,"","IR/Bmd Research","",398,"False","False","",3,"O",20043,"","","Research",2004,2
"680",9806,1,1103,"['PSCI']","",NA,"['Donald I. Ostrom']",100,"['SC 278', 'SC 278']","American Politics","",111,"False","False","",3,"C",20043,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2004,31
"681",9807,1,1104,"['PSCI']","",NA,"['D Christopher Brooks']",100,"['HH 317']","Comparative Politics","",112,"False","False","A",3,"O",20043,"['MWF 0800-0855']","","Research",2004,28
"682",9808,1,1104,"['PSCI']","",NA,"['D Christopher Brooks']",100,"['HH 317']","Comparative Politics","",112,"False","False","B",3,"C",20043,"['MWF 0905-1000']","","Research",2004,29
"683",9809,1,1109,"['PSCI']","",NA,"['Kristina Thalhammer']",100,"['OM 031', 'OM 031']","Politics Human Rights","",117,"False","False","",3,"C",20043,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2004,33
"684",9810,1,1110,"['PSCI']","",NA,"['Katherine S. Tegtmeyer Pak']",100,"['HH 403']","Int'l Relations","",121,"False","False","A",3,"C",20043,"['MWF 1255-0150PM']","","Research",2004,25
"685",9811,1,1110,"['PSCI']","",NA,"['Katherine S. Tegtmeyer Pak']",100,"['HH 403']","Int'l Relations","",121,"False","False","B",3,"C",20043,"['MWF 0200-0255PM']","","Research",2004,26
"686",9812,1,1113,"['PSCI']","",NA,"['Sheryl D. Breen']",200,"['HH 302']","Analyzing Politics","",220,"False","False","",3,"C",20043,"['MWF 0800-0855']","","Research",2004,21
"687",9813,1,1124,"['PSCI']","",NA,"['Katherine S. Tegtmeyer Pak']",200,"['OM 002']","Japanese Pol & Society","",254,"False","False","",3,"O",20043,"['MWF 0905-1000']","","Research",2004,12
"688",9814,1,1128,"['PSCI']","",NA,"['Stephen B. Dyson']",200,"['OM 030']","World Politics","",258,"False","False","A",3,"C",20043,"['MWF 1045-1140']","","Research",2004,24
"689",9815,1,1128,"['PSCI']","",NA,"['Stephen B. Dyson']",200,"['OM 030']","World Politics","",258,"False","False","B",3,"C",20043,"['MWF 1150-1245PM']","","Research",2004,16
"690",9816,1,1130,"['PSCI']","",NA,"['William A. Gorton']",200,"['SC 130', 'SC 130']","Hist Mod Pol Thought","",260,"False","False","",3,"C",20043,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2004,27
"691",9817,1,1133,"['PSCI']","",NA,"['Jo M. Beld']",200,"['OM 004', 'OM 004']","Family Values","",270,"False","False","",3,"C",20043,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2004,20
"692",9818,1,1139,"['PSCI']","",NA,"['Sheryl D. Breen']",200,"","Academic Internship","",294,"True","False","",3,"O",20043,"","","Research",2004,2
"693",9819,1,1139,"['PSCI']","",NA,"['Donald I. Ostrom']",200,"","Academic Internship","",294,"True","False","A",3,"O",20043,"","","Research",2004,2
"694",9820,1,1141,"['PSCI']","",NA,"['Kristina Thalhammer']",200,"","IS/Devlpmnt Theories","",298,"False","False","",3,"O",20043,"","","Research",2004,1
"695",9821,1,1142,"['PSCI']","",NA,"['Staff']",200,"['HH 301']","Top: Urban Politics","",299,"False","False","A",3,"O",20043,"['M 0700-1000PM']","","Topic",2004,13
"696",9822,1,1142,"['PSCI']","",NA,"['Donald I. Ostrom']",200,"['HH 514', 'HH 514']","Top: Amer Presidency","",299,"False","False","B",3,"O",20043,"['T 0935-1100', 'Th 0930-1050']","","Topic",2004,17
"697",9823,1,1143,"['PSCI']","",NA,"['Roudy W. Hildreth']",300,"['HH 302']","Sem: American Politics","",311,"False","False","",3,"C",20043,"['M 0700-1000PM']","","Seminar",2004,18
"698",9824,1,1144,"['PSCI']","",NA,"['Stephen B. Dyson']",300,"['HH 403', 'HH 403']","Sem: Intl Relations","",321,"False","False","",3,"C",20043,"['T 0935-1100', 'Th 0930-1050']","","Seminar",2004,16
"699",9825,1,1145,"['PSCI']","",NA,"['Kristina Thalhammer']",300,"['HH 317', 'HH 317']","Sem: Latin Am Politics","",367,"False","False","",3,"C",20043,"['T 1145-0110PM', 'Th 1245-0205PM']","","Seminar",2004,17
"700",9826,1,1151,"['PSCI']","",NA,"['Donald I. Ostrom']",300,"","Academic Internship","",394,"True","False","",3,"O",20043,"","","Research",2004,1
"701",9827,1,1152,"['PSCI']","",NA,"['Staff']",300,"","IR/","",398,"False","False","",3,"O",20043,"","","Research",2004,0
"741",9867,1,1191,"['REL']","",NA,"['Margaret Odell']",100,"['BMC 102', 'BMC 102']","Bible/Culture/Commun","",121,"False","False","A",3,"C",20043,"['T 0935-1100', 'Th 0930-1050']","","Research",2004,21
"742",9868,1,1191,"['REL']","",NA,"['Gary Stansell']",100,"['BMC 101']","Bible/Culture/Commun","",121,"False","False","B",3,"C",20043,"['MWF 0800-0855']","","Research",2004,25
"743",9869,1,1191,"['REL']","",NA,"['Gary Stansell']",100,"['BMC 101']","Bible/Culture/Commun","",121,"False","False","C",3,"C",20043,"['MWF 1045-1140']","","Research",2004,25
"744",9870,1,1191,"['REL']","",NA,"['James Hanson']",100,"['BMC 101']","Bible/Culture/Commun","",121,"False","False","D",3,"C",20043,"['MWF 1150-1245PM']","","Research",2004,25
"745",9871,1,1191,"['REL']","",NA,"['James Hanson']",100,"['BMC 101']","Bible/Culture/Commun","",121,"False","False","E",3,"C",20043,"['MWF 0200-0255PM']","","Research",2004,25
"746",9872,1,1191,"['REL']","",NA,"['L. DeAne Lagerquist']",100,"['BMC 111', 'BMC 111']","Bible/Culture/Commun","",121,"False","False","F",3,"C",20043,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2004,23
"747",9873,1,1191,"['REL']","",NA,"['John Barbour']",100,"['BMC 111']","Bible/Culture/Commun","",121,"False","False","G",3,"C",20043,"['MWF 1045-1140']","","Research",2004,22
"748",9874,1,1191,"['REL']","",NA,"['Susan Lindley']",100,"['BMC 111', 'BMC 111']","Bible/Culture/Commun","",121,"False","False","H",3,"C",20043,"['T 0800-0925', 'Th 0800-0920']","","Research",2004,23
"749",9875,1,1191,"['REL']","",NA,"['Susan Lindley']",100,"['BMC 111', 'BMC 111']","Bible/Culture/Commun","",121,"False","False","I",3,"C",20043,"['T 0935-1100', 'Th 0930-1050']","","Research",2004,24
"750",9876,1,1191,"['REL']","",NA,"['Elizabeth C. Galbraith']",100,"['BMC 101', 'BMC 101']","Bible/Culture/Commun","",121,"False","False","J",3,"C",20043,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2004,24
"751",9877,1,1191,"['REL']","",NA,"['Amy R. Gohdes-Luhman']",100,"['BMC 101', 'BMC 101']","Bible/Culture/Commun","",121,"False","False","K",3,"C",20043,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2004,20
"752",9878,1,1191,"['REL']","",NA,"['David Booth']",100,"['BMC 110']","Bible/Culture/Commun","",121,"False","False","L",3,"C",20043,"['MWF 1255-0150PM']","","Research",2004,22
"753",9879,1,1191,"['REL']","",NA,"['William Poehlmann']",100,"['BMC 102', 'BMC 102']","Bible/Culture/Commun","",121,"False","False","M",3,"C",20043,"['T 0800-0925', 'Th 0800-0920']","","Research",2004,24
"754",9880,1,1191,"['REL']","",NA,"['Mary E. Anderson']",100,"['BMC 110']","Bible/Culture/Commun","",121,"False","False","N",3,"C",20043,"['MWF 0905-1000']","","Research",2004,26
"755",9881,1,1191,"['REL']","",NA,"['Philip E. Stoltzfus']",100,"['BMC 102']","Bible/Culture/Commun","",121,"False","False","O",3,"C",20043,"['MWF 1150-1245PM']","","Research",2004,22
"756",9882,1,1191,"['REL']","",NA,"['Philip E. Stoltzfus']",100,"['BMC 102']","Bible/Culture/Commun","",121,"False","False","P",3,"C",20043,"['MWF 1255-0150PM']","","Research",2004,16
"757",9883,1,1192,"['REL']","",NA,"['Gregory A. Walter']",200,"['BMC 101', 'BMC 101']","Essentials Chr Theol","",201,"False","False","A",3,"C",20043,"['T 0800-0925', 'Th 0800-0920']","","Research",2004,21
"758",9884,1,1192,"['REL']","",NA,"['Gregory A. Walter']",200,"['BMC 102', 'BMC 102']","Essentials Chr Theol","",201,"False","False","B",3,"C",20043,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2004,24
"759",9885,1,1193,"['REL']","",NA,"['Jason J. Ripley']",200,"['BMC 110']","Classics and Moderns","",202,"False","False","A",3,"C",20043,"['MWF 1045-1140']","","Research",2004,19
"760",9886,1,1193,"['REL']","",NA,"['Jason J. Ripley']",200,"['BMC 110']","Classics and Moderns","",202,"False","False","B",3,"C",20043,"['MWF 1150-1245PM']","","Research",2004,25
"761",9887,1,1194,"['REL']","",NA,"['Elaine G. Siemsen']",200,"['BMC 110', 'BMC 110']","The Greats","",203,"False","False","A",3,"C",20043,"['T 0935-1100', 'Th 0930-1050']","","Research",2004,26
"762",9888,1,1194,"['REL']","",NA,"['Elaine G. Siemsen']",200,"['BMC 110', 'BMC 110']","The Greats","",203,"False","False","B",3,"C",20043,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2004,26
"763",9889,1,1197,"['REL']","",NA,"['Philip E. Stoltzfus']",200,"['BMC 111']","Intro Feminist Theol","",209,"False","False","",3,"C",20043,"['MWF 0905-1000']","","Research",2004,27
"764",9890,1,1198,"['REL']","",NA,"['Mary E. Anderson']",200,"['BMC 110']","Chr Theol in History","",212,"False","False","",3,"C",20043,"['MWF 0800-0855']","","Research",2004,21
"765",9891,1,1202,"['REL']","",NA,"['Jamie A. Schillinger']",200,"['BMC 111']","Christ/Islamic Ethics","",217,"False","False","",3,"C",20043,"['MWF 1255-0150PM']","","Research",2004,25
"766",9892,1,1207,"['REL']","",NA,"['William Poehlmann']",200,"['BMC 102']","St.Paul/Letter/Gospel","",223,"False","False","",3,"C",20043,"['MWF 1045-1140']","","Research",2004,31
"767",9893,1,1211,"['REL']","",NA,"['Jason J. Ripley']",200,"['BMC 110', 'BMC 110']","Jews & Christians/Aft","",227,"False","False","",3,"C",20043,"['T 0800-0925', 'Th 0800-0920']","","Research",2004,26
"768",9894,1,1213,"['REL']","",NA,"['Gary Stansell']",200,"['BMC 101']","Theology of Creation","",230,"False","False","",3,"C",20043,"['MWF 0905-1000']","","Research",2004,22
"770",9896,1,1217,"['REL']","",NA,"['Jamie A. Schillinger']",200,"['BMC 102']","Islam-Rel & Community","",246,"False","False","",3,"C",20043,"['MWF 0200-0255PM']","","Research",2004,25
"771",9897,1,1221,"['REL']","",NA,"['Barbara Reed']",200,"['BMC 101', 'BMC 101']","Religions China/Japan","",256,"False","False","",3,"C",20043,"['T 0935-1100', 'Th 0930-1050']","","Research",2004,29
"772",9898,1,1228,"['REL']","",NA,"['Margaret Odell']",200,"['BMC 102', 'BMC 102']","Hebrew Prophets","",271,"False","False","",3,"C",20043,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2004,26
"773",9899,1,1232,"['REL']","",NA,"['James Hanson']",200,"['BMC 101']","The Ethics of Jesus","",276,"False","False","",3,"C",20043,"['MWF 1255-0150PM']","","Research",2004,30
"774",9900,1,1233,"['REL']","",NA,"['John Barbour']",200,"['BMC 111']","Religion & Literature","",280,"False","False","",3,"C",20043,"['MWF 0200-0255PM']","","Research",2004,19
"775",9901,1,1236,"['REL']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",3,"O",20043,"","","Research",2004,0
"776",9902,1,1239,"['REL']","",NA,"['James Hanson']",200,"","IS/Noncanonical Jesus","",298,"False","False","",3,"O",20043,"","","Research",2004,3
"777",9903,1,1242,"['REL']","",NA,"['Elizabeth C. Galbraith']",300,"['BMC 110', 'BMC 110']","Hist Chr Thought II","",303,"False","False","",3,"C",20043,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2004,17
"778",9904,1,1244,"['REL']","",NA,"['William Poehlmann']",300,"['BMC 109', 'BMC 109']","Top: Intrp Sacred Txt","",320,"False","False","",3,"O",20043,"['T 0935-1100', 'Th 0930-1050']","","Topic",2004,8
"779",9905,1,1246,"['REL']","",NA,"['David Booth']",300,"['BMC 110']","Feminist/Chr Ethic","",344,"False","False","",3,"C",20043,"['M 0700-1000PM']","","Research",2004,25
"780",9906,1,1253,"['REL']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",3,"O",20043,"","","Research",2004,0
"781",9907,1,1257,"['REL']","",NA,"['James Hanson']",300,"","IR/Jesus and Judaism","",398,"False","False","",3,"O",20043,"","","Research",2004,1
"782",9908,1,1257,"['REL']","",NA,"['John Barbour']",300,"","IR/Body in Conversion","",398,"False","False","A",3,"O",20043,"","","Research",2004,1
"783",9909,1,1257,"['REL']","",NA,"['Eric Lund']",300,"","IR/Percept of ISrael","",398,"False","False","B",3,"O",20043,"","","Research",2004,1
"784",9910,1,1258,"['REL']","",NA,"['Barbara Reed']",300,"['BMC 109', 'BMC 109']","Th Sem: Rel, Globalism","",399,"False","False","A",3,"O",20043,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2004,7
"785",9911,1,1258,"['REL']","",NA,"['Susan Lindley']",300,"['BMC 109']","Th Sem: Devmts/Am Rel","",399,"False","False","B",3,"O",20043,"['MWF 1150-1245PM']","","Research",2004,5
"786",9912,1,1261,"['RUSSN']","",NA,"['Marc Robinson']",100,"['OM 011', 'OM 003']","Beginning Russian II","",112,"False","False","A",3,"C",20043,"['MWF 1150-1245PM', 'T 1150-1245PM']","","Research",2004,10
"787",9913,1,1261,"['RUSSN']","",NA,"['Marc Robinson']",100,"['OM 011', 'OM 003']","Beginning Russian II","",112,"False","False","B",3,"O",20043,"['MWF 0200-0255PM', 'T 1150-1245PM']","","Research",2004,5
"788",9914,1,1261,"['RUSSN']","",NA,"['Marc Robinson']",100,"['OM 011', 'OM 003']","Beginning Russian II","",112,"False","False","C",3,"O",20043,"['MWF 1150-1245PM', 'T 0200-0255PM']","","Research",2004,5
"789",9915,1,1261,"['RUSSN']","",NA,"['Marc Robinson']",100,"['OM 011', 'OM 003']","Beginning Russian II","",112,"False","False","D",3,"O",20043,"['MWF 0200-0255PM', 'T 0200-0255PM']","","Research",2004,6
"790",9916,1,1266,"['RUSSN']","",NA,"['Irina Walter']",200,"['OM 004', 'OM 030']","Intermed Russian II","",232,"False","False","",3,"O",20043,"['MWF 1150-1245PM', 'T 1150-1245PM']","","Research",2004,13
"791",9917,1,1270,"['RUSSN']","",NA,"['Irina Walter']",200,"['OM 004']","Russ Culture & Civ","",254,"False","False","",3,"O",20043,"['MWF 1255-0150PM']","","Research",2004,9
